Unnamed: 0,UK,EN,TRANSLATION,bertscore
827,В цьому місці панує таємнича атмосфера.,This place has a mysterious atmosphere.,There's a mysterious atmosphere in this place.,0.8923320770263672
828,Це місце має таємничу атмосферу.,This place has a mysterious atmosphere.,This place has a mysterious atmosphere.,0.9999999403953552
829,Я з нетерпінням очікую почути ваші думки щодо цієї теми.,I look forward to hearing your thoughts on this matter.,I look forward to hearing your thoughts on the subject.,0.967130184173584
830,"Ну й що, що я ґей? Це що, злочин?",So what if I am gay? Is it a crime?,So what if I'm gay?,0.9095175862312317
831,"Ну то й що, що я голубий? Це що, злочин?",So what if I am gay? Is it a crime?,So what if I'm gay?,0.9095175862312317
832,Я не хочу потерпіти невдачу на іспитах.,I don't want to fail my exams.,I don't want to fail my exams.,1.0
833,Я не хочу провалити екзамени.,I don't want to fail my exams.,I don't want to fail the exams.,0.9774161577224731
834,Моя мати купила дві пляшки апельсинового соку.,My mother bought two bottles of orange juice.,My mother bought two bottles of orange juice.,1.0
835,Вона була в чорному капелюсі.,She was wearing a black hat.,She was wearing a black hat.,1.0
836,На ній був чорний капелюх.,She was wearing a black hat.,She wore a black hat.,0.9643868803977966
837,Ми зробили млинці на сніданок.,We made pancakes for breakfast.,We made pancakes for breakfast.,1.0000001192092896
838,На сніданок ми зробили млинці.,We made pancakes for breakfast.,We made pancakes for breakfast.,1.0000001192092896
839,"Я провів увесь день, спілкуючись із друзями.",I spent the whole afternoon chatting with friends.,I spent all day with my friends.,0.8918333649635315
840,"Я провела весь день, спілкуючись із друзями.",I spent the whole afternoon chatting with friends.,I spent the whole day talking to my friends.,0.9471995830535889
841,Я хочу бути більш незалежним.,I want to be more independent.,I want to be more independent.,1.0000001192092896
842,Я хочу бути більш незалежною.,I want to be more independent.,I want to be more independent.,1.0000001192092896
843,"Ти що, так весь день там і стоятимеш?",Are you just going to stand there all day?,Are you going to stand there all day?,0.9824813008308411
844,"Ви що, так весь день там і стоятимете?",Are you just going to stand there all day?,Are you going to stand there all day?,0.9824813008308411
845,У кроликів довгі вуха та коротий хвіст.,A rabbit has long ears and a short tail.,Rabbits have long ears and short tail.,0.9488632678985596
846,Твій секрет буде зі мною у безпеці.,Your secret will be safe with me.,Your secret will be safe with me.,1.0000001192092896
847,Я нікому не розкрию твого секрету.,Your secret will be safe with me.,I won't let anyone know your secret.,0.7949039936065674
848,Ваш секрет буде зі мною у безпеці.,Your secret will be safe with me.,Your secret will be safe with me.,1.0000001192092896
849,Я нікому не розкрию вашого секрету.,Your secret will be safe with me.,I won't reveal your secret to anyone.,0.8179202079772949
850,Я не хочу більше чути жодних скарг.,I don't want to hear any more of your complaining.,I don't want to hear any more complaints.,0.9500236511230469
851,Математика - це не лише запам'ятовування формул.,Mathematics is not just the memorization of formulas.,Math isn't just about remembering formulas.,0.8684968948364258
852,Я не хотів справити на тебе таке враження.,I didn't mean to give you that impression.,I didn't mean to impress you that way.,0.9231470227241516
853,Я не хотів справити на вас таке враження.,I didn't mean to give you that impression.,I didn't mean to impress you that way.,0.9231470227241516
854,Я втомився від фаст-фуду.,I'm tired of eating fast food.,I'm tired of fast food.,0.9798814058303833
855,Я втомилася від фаст-фуду.,I'm tired of eating fast food.,I'm tired of fast food.,0.9798814058303833
856,Я втомилася їсти фаст-фуд.,I'm tired of eating fast food.,I'm tired of eating fast food.,1.0
857,Я втомився їсти фаст-фуд.,I'm tired of eating fast food.,I'm tired of eating fast food.,1.0
858,Суть математики - свобода.,The essence of mathematics is liberty.,The essence of mathematics is freedom.,0.9808570146560669
859,Де туалет?,Where is the bathroom?,Where's the toilet?,0.9363754391670227
860,Де прибиральня?,Where is the bathroom?,Where's the bathroom?,0.966062068939209
861,Де знаходиться туалет?,Where is the bathroom?,Where's the toilet?,0.9363754391670227
862,Сутність свободи — у математиці.,The essence of liberty is mathematics.,The essence of freedom is in mathematics.,0.9254631996154785
863,"Те, що він розповів, було занадто смішним, щоб йому хтось повірив.",His story was too ridiculous for anyone to believe.,What he said was too funny for someone to believe.,0.9062670469284058
864,Скільки годин сну тобі потрібно?,How many hours of sleep do you need?,How many hours of sleep do you need?,1.0
865,Скільки годин сну вам потрібно?,How many hours of sleep do you need?,How many hours of sleep do you need?,1.0
866,Скільки тобі потрібно годин сну?,How many hours of sleep do you need?,How many hours of sleep do you need?,1.0
867,Скільки вам потрібно годин сну?,How many hours of sleep do you need?,How many hours of sleep do you need?,1.0
868,Кожна людина - це окремий світ.,Each person is a world.,Each person is a separate world.,0.9511755108833313
869,"Як ти думаєш, люди колись колонізують Місяць?",Do you think mankind will someday colonize the Moon?,Do you think people will ever colonize the Moon?,0.9687306880950928
870,Життя у в'язниці є гіршим за життя тварини.,Life in prison is worse than the life of an animal.,Life in prison is worse than that of an animal.,0.9704618453979492
871,"Я пишаюся тим, що я - частина цього проекту.",I am proud to be a part of this project.,I'm proud to be part of this project.,0.9679784178733826
872,Чому ми не можемо самі себе полоскотати?,Why can't we tickle ourselves?,Why can't we tickle ourselves?,1.0
873,У тебе вже є борода?,Have you got a beard already?,Do you already have a beard?,0.9288440942764282
874,"Я відчуваю, що я вільний.",I feel that I am free.,I feel free.,0.9286366701126099
875,Я хочу MP3-плеєр!,I want an MP3 player!,I want an MP3 player!,0.9999999403953552
876,"Їдячи піцу, він набридав своїй сестрі.",While eating a pizza he was annoying his sister.,"While eating pizza, he was annoying his sister.",0.9875855445861816
877,Що?! Ти з'їв мого шоколадного ведмедя?!,What?! You ate my chocolate bear?!,What?! You ate my chocolate bear?!,1.0
878,Що?! Ти з'їв мого шоколадного ведмедика?!,What?! You ate my chocolate bear?!,What?! You ate my chocolate bear?!,1.0
879,Що?! Ти з'їла мого шоколадного ведмедика?!,What?! You ate my chocolate bear?!,What?! You ate my chocolate bear?!,1.0
880,Де ти?,Where are you?,Where are you?,0.9999998807907104
881,Де ви?,Where are you?,Where are you?,0.9999998807907104
882,Ти де?,Where are you?,Where are you?,0.9999998807907104
883,Ви де?,Where are you?,Where are you?,0.9999998807907104
884,Він нещодавно опублікував низку цікавих статей.,He has just published an interesting series of articles.,He recently published a number of interesting articles.,0.9209702014923096
885,Ти мене бісиш!,You piss me off!,You're pissing me off!,0.9262253642082214
886,Неможливо!,No way!,Impossible!,0.7391629815101624
887,Це неможливо!,No way!,That's impossible!,0.6981403231620789
888,Ні в якому разі!,No way!,By no means!,0.7713134288787842
889,В жодному разі!,No way!,No way!,1.0
890,Ніколи!,No way!,Never!,0.7276557683944702
891,Дзуськи!,No way!,No way!,1.0
892,Цього не може бути!,No way!,It can't be!,0.7341455817222595
893,Не може бути!,No way!,No way!,1.0
894,Це глухий кут.,It's a dead end.,It's a dead end.,1.0
895,Я не завжди довіряю перекладам.,I don't necessarily trust translations.,I don't always trust translations.,0.9701173305511475
896,"Позавчора ти вразив усіх, але я вже знав тебе.","The day before yesterday you impressed everyone, but I already knew you.","You impressed everybody the other day, but I already knew you.",0.9413953423500061
897,"Життя не довге, воно широке!","Life is not long, it is wide!","Life isn't long, it's wide!",0.9018332362174988
898,"Коли я був у твоєму віці, Плутон був планетою.","When I was your age, Pluto was a planet.","When I was your age, Pluto was a planet.",1.0
899,Вона на межі нервового зриву.,She is on the verge of a nervous breakdown.,She's at the edge of a nervous breakdown.,0.9256155490875244
900,"Слони - найбільші наземні тварини, що існують у наші дні.",Elephants are the largest land animals alive today.,Elephants are the largest land animals that exist today.,0.9677976369857788
901,Фрукти та овочі важливі для збалансованого харчування.,Fruits and vegetables are essential to a balanced diet.,Fruits and vegetables are essential for a balanced diet.,0.9929376840591431
902,"Сир - це тверда їжа, яку роблять із коров'ячого, козячого, овечого молока й молока інших ссавців.","Cheese is a solid food made from the milk of cows, goats, sheep, and other mammals.","Cheese is a solid food made from cow, goat, sheep's milk, and other mammals' milk.",0.9258703589439392
903,"Мені, як і раніше, не подобаються ці Кавал’єрі, Тонеллі та Фубіні... і взавтра у мене знов усний іспит з матаналізу.","I still don't like Cavalieri, Tonelli, or Fubini... and my oral calculus exam is already tomorrow.","I still don't like these Kavala_yri, Tonelly and Fubini... and tomorrow I have my oral mat analysis exam.",0.8801921010017395
904,Я зазвичай приймаю душ ввечері.,I usually take a shower in the evening.,I usually take a shower in the evening.,1.0000001192092896
905,"Він провів вечір, читаючи книжку.",He spent the evening reading a book.,He spent the evening reading a book.,0.9999999403953552
906,"Ти думаєш про це питання увесь ранок. Зроби перерву, поїж.",You have been thinking about this problem the whole morning. Take a break; go eat lunch.,"You think about it all morning. Take a break, eat.",0.8718336820602417
907,"Якщо я не зроблю цього зараз, то не зроблю ніколи.","If I don't do it now, I never will.","If I don't do it now, I'll never do it.",0.9611861109733582
908,Добраніч! Приємних снів!,Good night. Sweet dreams.,Good night!,0.8900348544120789
909,Усі заслуговують на другий шанс.,Everyone deserves a second chance.,Everyone deserves a second chance.,1.0
910,У чому перевага цієї технологіі?,What is the advantage of this technology?,What is the advantage of this technology?,0.9999998807907104
911,"Якщо в вас немає цієї програми, то її можна зараз стягнути.","If you do not have this program, you can download it now.","If you don't have this program, you can download it now.",0.9818801879882812
912,"Якщо у вас немає цієї програми, ви можете завантажити її зараз.","If you do not have this program, you can download it now.","If you do not have this program, you can download it now.",1.0
913,Ґонсалес дарує велосипед усім своїм робітникам у Європі.,Gonzales offers a bike to all his employees in Europe.,González offers a bicycle to all his employees in Europe.,0.9817375540733337
914,"Є тисяча фільмів, які треба подивитися перед тим, як померти.",There are 1000 movies that one must watch before dying.,There are a thousand movies to watch before you die.,0.884702742099762
915,"Є тисяча фільмів, які треба подивитися перед смертю.",There are 1000 movies that one must watch before dying.,There are a thousand movies that you have to watch before you die.,0.9149021506309509
916,В мене закінчуються ідеї.,I'm running out of ideas.,I'm running out of ideas.,1.0000001192092896
917,Не забувай про нас.,Don't forget about us!,Don't forget about us.,1.0
918,Не забудь про нас.,Don't forget about us!,Don't forget about us.,1.0
919,Час минув дуже швидко.,Time has passed very fast.,Time passed very quickly.,0.9238294959068298
920,"Відчини шафу зліва, там пляшки.","Open the cupboard to the left, the bottles are in there.","Open the closet on the left, there's bottles.",0.8878695368766785
921,Маєш професійний досвід?,Do you have professional experience?,Do you have professional experience?,1.0
922,У вас є професійний досвід?,Do you have professional experience?,Do you have professional experience?,1.0
923,Скільки чайових зазвичай залишають у Іспанії?,How much do you leave for a tip in Spain?,How many tips are usually left in Spain?,0.8688831925392151
924,Хто написав цю картину?,Who painted this painting?,Who painted this picture?,0.971645712852478
925,Хто намалював цю картину?,Who painted this painting?,Who painted this picture?,0.971645712852478
926,Він аргентинець і він дає уроки тенісу.,He's Argentinean and he gives tennis lessons.,He's Argentinean and he gives tennis lessons.,0.9999998807907104
927,Кран тече.,The tap is running.,The tap's flowing.,0.9068828225135803
928,Я на четвертому місяці вагітності.,I am four months pregnant.,I'm four months pregnant.,0.9348214864730835
929,Чи можна платити кредитною карткою?,Can I pay by credit card?,Can I pay with a credit card?,0.9659665822982788
930,Можна заплатити кредитною карткою?,Can I pay by credit card?,Can I pay with a credit card?,0.9659665822982788
931,Я годую свого кота кожного ранку та кожного вечора.,I feed my cat every morning and every evening.,I feed my cat every morning and every night.,0.9905581474304199
932,"Чи не могли б ви це повторити, будь ласка?",Could you please repeat that?,"Could you repeat that, please?",0.9711229801177979
933,Можете повторити?,Could you please repeat that?,Can you repeat that?,0.9478795528411865
934,"Ви не могли би це повторити, будь ласка?",Could you please repeat that?,"Could you repeat that, please?",0.9711229801177979
935,"Це ж очевидно, що тобі дешевше обійдеться заночувати в нас.",It would of course be cheaper for you to sleep at our place.,It's obvious that it's cheaper for you to spend the night at our place.,0.8636159896850586
936,Це коштує цілий стан.,It costs an arm and a leg.,It costs an arm and a leg.,1.0
937,Він коштує цілий стан.,It costs an arm and a leg.,It costs a fortune.,0.8107689023017883
938,Вона коштує цілий стан.,It costs an arm and a leg.,It costs an arm and a leg.,1.0
939,Воно коштує цілий стан.,It costs an arm and a leg.,It costs an arm and a leg.,1.0
940,Мені потрібна твоя порада.,I need your advice.,I need your advice.,1.0000001192092896
941,Мені потрібна ваша порада.,I need your advice.,I need your advice.,1.0000001192092896
942,"Ти часом не знаєш, куди я поклав ключі?",Any chance you know where I put my keys?,Do you happen to know where I put my keys?,0.9119476079940796
943,"Ви часом не знаєте, куди я поклав свої ключі?",Any chance you know where I put my keys?,Do you happen to know where I put my keys?,0.9119476079940796
944,Готуюся до найгіршого.,I'm getting ready for the worst.,Preparing for the worst.,0.8575076460838318
945,Я готуюся до найгіршого.,I'm getting ready for the worst.,I'm getting ready for the worst.,0.9999999403953552
946,Піклуйся про себе.,Take good care of yourself.,Take care of yourself.,0.9648647308349609
947,Бережи себе.,Take good care of yourself.,Take care.,0.8576800227165222
948,Бережіть себе.,Take good care of yourself.,Take care.,0.8576800227165222
949,Піклуйтеся про себе.,Take good care of yourself.,Take care of yourself.,0.9648647308349609
950,Функції синус та косинус приймають значення від -1 до 1 включно.,The functions sine and cosine take values between -1 and 1 (-1 and 1 included).,The functions sine and cosine take values from -1 to 1 inclusive.,0.9459632635116577
951,Функції синуса та косинуса можуть приймати значення від -1 до +1 включно.,The functions sine and cosine take values between -1 and 1 (-1 and 1 included).,The functions sine and cosine may range from -1 to +1 inclusive.,0.9097632169723511
952,"Наукова теорія, яка мені подобається найбільше, полягає у тому, що кільця Сатурна повністю складаються із загубленого багажу.",The scientific theory I like the best is that the rings of Saturn are composed entirely of lost luggage.,The scientific theory that I like the most is that the rings of Saturn are entirely composed of lost luggage.,0.9744746088981628
953,"Для людини, у якої є тільки молоток в ящику з інструментами, будь-яка проблема схожа на цвях.","To the man who only has a hammer in the toolkit, every problem looks like a nail.","For a man who only has a hammer in a box with tools, any problem is like a nail.",0.9167423248291016
954,"Я не розумію, чому людей лякають нові ідеї. Мене лякають старі.",I can't understand why people are frightened of new ideas. I'm frightened of the old ones.,I don't understand why people get scared of new ideas. I'm scared of old people.,0.9601879715919495
955,У тебе з собою є ручка?,Do you have a pen on you?,Do you have a pen on you?,0.9999998807907104
956,У вас з собою є ручка?,Do you have a pen on you?,Do you have a pen on you?,0.9999998807907104
957,Чиє це?,Whose is this?,Whose is this?,1.0
958,Це добрі умови.,It's a good deal.,These are good conditions.,0.7439239621162415
959,Збирай свої речі та йди геть,Pick up your things and go away.,Pack your stuff and go away.,0.9430221319198608
960,"Гарно сміється той, хто сміється останній.",He laughs best who laughs last.,He laughs nice when he laughs last.,0.9147277474403381
961,"Добре сміється той, хто сміється останнім.",He laughs best who laughs last.,He who laughs last laughs laughs best.,0.9224680662155151
962,"Чим швидше, тим краще.","The sooner, the better.","The faster, the better.",0.9472535252571106
963,Він не виглядає на свій вік.,He doesn't look his age.,He doesn't look his age.,0.9999998807907104
964,Ти любиш реп?,Do you like rap?,Do you like rap?,1.0000001192092896
965,Ви любите реп?,Do you like rap?,Do you like rap?,1.0000001192092896
966,Тобі подобається реп?,Do you like rap?,Do you like rap?,1.0000001192092896
967,Вам подобається реп?,Do you like rap?,Do you like rap?,1.0000001192092896
968,Я люблю поїздки.,I love trips.,I like trips.,0.9275674819946289
969,Такого я від тебе дійсно не чекав.,I really wasn't expecting that from you.,I really didn't expect that from you.,0.9755164384841919
970,Я такого від тебе дійсно не очікував.,I really wasn't expecting that from you.,I really didn't expect that from you.,0.9755164384841919
971,Я такого від тебе дійсно не очікувала.,I really wasn't expecting that from you.,I really wasn't expecting that from you.,1.0
972,Я такого від вас дійсно не очікував.,I really wasn't expecting that from you.,I really didn't expect that from you.,0.9755164384841919
973,Я такого від вас дійсно не очікувала.,I really wasn't expecting that from you.,I really wasn't expecting that from you.,1.0
974,Я чекав кілька годин.,I've been waiting for hours.,I've been waiting for hours.,1.0000001192092896
975,Я чекаю вже кілька годин.,I've been waiting for hours.,I've been waiting for hours.,1.0000001192092896
976,Він помер у глибокій старості.,He died at a very old age.,He died in his old age.,0.9151459336280823
977,Він помер у дуже похилому віці.,He died at a very old age.,He died at a very old age.,0.9999999403953552
978,Я його не знаю.,I don't know him.,I don't know him.,1.0
979,Мені сподобався цей фільм.,I liked this film.,I liked that movie.,0.949938178062439
980,Цей фільм мені сподобався.,I liked this film.,I liked this movie.,0.984041690826416
981,Вона купається в грошах.,She's rolling in money.,She swims in money.,0.8534581661224365
982,Це не важливо.,It's not important.,It doesn't matter.,0.8373851776123047
983,Не важливо.,It's not important.,It doesn't matter.,0.8373851776123047
984,Це неістотно.,It's not important.,That's not important.,0.9517745971679688
985,Це неважливо.,It's not important.,It doesn't matter.,0.8373851776123047
986,Мені байдуже.,I don't care.,I don't care.,0.9999999403953552
987,Мені все одно.,I don't care.,I don't care.,0.9999999403953552
988,Мені пофіг.,I don't care.,I don't care.,0.9999999403953552
989,Мені цілком однаково.,I don't care.,I don't care.,0.9999999403953552
990,Мені однаково.,I don't care.,I don't care.,0.9999999403953552
991,"Люди мають зрозуміти, що світ міняється.",People should understand that the world is changing.,People need to understand that the world is changing.,0.9711099863052368
992,"Слово - срібло, мовчання - золото.","Speech is silver, but silence is golden.","Speech is silver, silence is gold.",0.9344860911369324
993,П'ятдесят два відсотки британських жінок надають перевагу шоколаду перед сексом.,Fifty-two per cent of British women prefer chocolate to sex.,Fifty - two percent of British women prefer chocolate to sex.,0.9822775721549988
994,Я геть не переконаний.,I'm not convinced at all.,I'm not convinced at all.,1.0000001192092896
995,Чому ти хочеш поїхати сьогодні?,Why do you want to leave today?,Why do you want to leave today?,0.9999999403953552
996,Чому ви хочете поїхати сьогодні?,Why do you want to leave today?,Why do you want to leave today?,0.9999999403953552
997,Я візьму машину.,I'm going to take my car.,I'll take the car.,0.8951040506362915
998,"Це занадто добре, щоб бути правдою.",It's too good to be true.,It's too good to be true.,1.0
999,"Краще пізно, ніж ніколи.",Better late than never.,Better late than never.,1.0000001192092896
