Unnamed: 0,UK,EN,TRANSLATION,meteor_score
827,В цьому місці панує таємнича атмосфера.,This place has a mysterious atmosphere.,There's a mysterious atmosphere in this place.,0.7806451612903227
828,Це місце має таємничу атмосферу.,This place has a mysterious atmosphere.,This place has a mysterious atmosphere.,0.9976851851851852
829,Я з нетерпінням очікую почути ваші думки щодо цієї теми.,I look forward to hearing your thoughts on this matter.,I look forward to hearing your thoughts on the subject.,0.8950617283950617
830,"Ну й що, що я ґей? Це що, злочин?",So what if I am gay? Is it a crime?,So what if I'm gay?,0.4891304347826087
831,"Ну то й що, що я голубий? Це що, злочин?",So what if I am gay? Is it a crime?,So what if I'm gay?,0.4891304347826087
832,Я не хочу потерпіти невдачу на іспитах.,I don't want to fail my exams.,I don't want to fail my exams.,0.9990234375
833,Я не хочу провалити екзамени.,I don't want to fail my exams.,I don't want to fail the exams.,0.864795918367347
834,Моя мати купила дві пляшки апельсинового соку.,My mother bought two bottles of orange juice.,My mother bought two bottles of orange juice.,0.9990234375
835,Вона була в чорному капелюсі.,She was wearing a black hat.,She was wearing a black hat.,0.9976851851851852
836,На ній був чорний капелюх.,She was wearing a black hat.,She wore a black hat.,0.8203389830508474
837,Ми зробили млинці на сніданок.,We made pancakes for breakfast.,We made pancakes for breakfast.,0.996
838,На сніданок ми зробили млинці.,We made pancakes for breakfast.,We made pancakes for breakfast.,0.996
839,"Я провів увесь день, спілкуючись із друзями.",I spent the whole afternoon chatting with friends.,I spent all day with my friends.,0.4708860759493671
840,"Я провела весь день, спілкуючись із друзями.",I spent the whole afternoon chatting with friends.,I spent the whole day talking to my friends.,0.5975308641975308
841,Я хочу бути більш незалежним.,I want to be more independent.,I want to be more independent.,0.9976851851851852
842,Я хочу бути більш незалежною.,I want to be more independent.,I want to be more independent.,0.9976851851851852
843,"Ти що, так весь день там і стоятимеш?",Are you just going to stand there all day?,Are you going to stand there all day?,0.9041027559546079
844,"Ви що, так весь день там і стоятимете?",Are you just going to stand there all day?,Are you going to stand there all day?,0.9041027559546079
845,У кроликів довгі вуха та коротий хвіст.,A rabbit has long ears and a short tail.,Rabbits have long ears and short tail.,0.6392045454545455
846,Твій секрет буде зі мною у безпеці.,Your secret will be safe with me.,Your secret will be safe with me.,0.9985422740524781
847,Я нікому не розкрию твого секрету.,Your secret will be safe with me.,I won't let anyone know your secret.,0.26408450704225356
848,Ваш секрет буде зі мною у безпеці.,Your secret will be safe with me.,Your secret will be safe with me.,0.9985422740524781
849,Я нікому не розкрию вашого секрету.,Your secret will be safe with me.,I won't reveal your secret to anyone.,0.26408450704225356
850,Я не хочу більше чути жодних скарг.,I don't want to hear any more of your complaining.,I don't want to hear any more complaints.,0.740017361111111
851,Математика - це не лише запам'ятовування формул.,Mathematics is not just the memorization of formulas.,Math isn't just about remembering formulas.,0.189873417721519
852,Я не хотів справити на тебе таке враження.,I didn't mean to give you that impression.,I didn't mean to impress you that way.,0.8654513888888888
853,Я не хотів справити на вас таке враження.,I didn't mean to give you that impression.,I didn't mean to impress you that way.,0.8654513888888888
854,Я втомився від фаст-фуду.,I'm tired of eating fast food.,I'm tired of fast food.,0.8534621578099838
855,Я втомилася від фаст-фуду.,I'm tired of eating fast food.,I'm tired of fast food.,0.8534621578099838
856,Я втомилася їсти фаст-фуд.,I'm tired of eating fast food.,I'm tired of eating fast food.,0.9985422740524781
857,Я втомився їсти фаст-фуд.,I'm tired of eating fast food.,I'm tired of eating fast food.,0.9985422740524781
858,Суть математики - свобода.,The essence of mathematics is liberty.,The essence of mathematics is freedom.,0.8300000000000002
859,Де туалет?,Where is the bathroom?,Where's the toilet?,0.7500000000000001
860,Де прибиральня?,Where is the bathroom?,Where's the bathroom?,0.7500000000000001
861,Де знаходиться туалет?,Where is the bathroom?,Where's the toilet?,0.7500000000000001
862,Сутність свободи — у математиці.,The essence of liberty is mathematics.,The essence of freedom is in mathematics.,0.7311475409836065
863,"Те, що він розповів, було занадто смішним, щоб йому хтось повірив.",His story was too ridiculous for anyone to believe.,What he said was too funny for someone to believe.,0.49010989010989015
864,Скільки годин сну тобі потрібно?,How many hours of sleep do you need?,How many hours of sleep do you need?,0.9993141289437586
865,Скільки годин сну вам потрібно?,How many hours of sleep do you need?,How many hours of sleep do you need?,0.9993141289437586
866,Скільки тобі потрібно годин сну?,How many hours of sleep do you need?,How many hours of sleep do you need?,0.9993141289437586
867,Скільки вам потрібно годин сну?,How many hours of sleep do you need?,How many hours of sleep do you need?,0.9993141289437586
868,Кожна людина - це окремий світ.,Each person is a world.,Each person is a separate world.,0.9490196078431373
869,"Як ти думаєш, люди колись колонізують Місяць?",Do you think mankind will someday colonize the Moon?,Do you think people will ever colonize the Moon?,0.7789062500000001
870,Життя у в'язниці є гіршим за життя тварини.,Life in prison is worse than the life of an animal.,Life in prison is worse than that of an animal.,0.8103975535168196
871,"Я пишаюся тим, що я - частина цього проекту.",I am proud to be a part of this project.,I'm proud to be part of this project.,0.78677398989899
872,Чому ми не можемо самі себе полоскотати?,Why can't we tickle ourselves?,Why can't we tickle ourselves?,0.9985422740524781
873,У тебе вже є борода?,Have you got a beard already?,Do you already have a beard?,0.6091269841269842
874,"Я відчуваю, що я вільний.",I feel that I am free.,I feel free.,0.2631578947368421
875,Я хочу MP3-плеєр!,I want an MP3 player!,I want an MP3 player!,0.996
876,"Їдячи піцу, він набридав своїй сестрі.",While eating a pizza he was annoying his sister.,"While eating pizza, he was annoying his sister.",0.8918539325842695
877,Що?! Ти з'їв мого шоколадного ведмедя?!,What?! You ate my chocolate bear?!,What?! You ate my chocolate bear?!,0.9990234375
878,Що?! Ти з'їв мого шоколадного ведмедика?!,What?! You ate my chocolate bear?!,What?! You ate my chocolate bear?!,0.9990234375
879,Що?! Ти з'їла мого шоколадного ведмедика?!,What?! You ate my chocolate bear?!,What?! You ate my chocolate bear?!,0.9990234375
880,Де ти?,Where are you?,Where are you?,0.9921875
881,Де ви?,Where are you?,Where are you?,0.9921875
882,Ти де?,Where are you?,Where are you?,0.9921875
883,Ви де?,Where are you?,Where are you?,0.9921875
884,Він нещодавно опублікував низку цікавих статей.,He has just published an interesting series of articles.,He recently published a number of interesting articles.,0.28089887640449435
885,Ти мене бісиш!,You piss me off!,You're pissing me off!,0.9146341463414633
886,Неможливо!,No way!,Impossible!,0.0
887,Це неможливо!,No way!,That's impossible!,0.0
888,Ні в якому разі!,No way!,By no means!,0.2380952380952381
889,В жодному разі!,No way!,No way!,0.9375
890,Ніколи!,No way!,Never!,0.0
891,Дзуськи!,No way!,No way!,0.9375
892,Цього не може бути!,No way!,It can't be!,0.0
893,Не може бути!,No way!,No way!,0.9375
894,Це глухий кут.,It's a dead end.,It's a dead end.,0.996
895,Я не завжди довіряю перекладам.,I don't necessarily trust translations.,I don't always trust translations.,0.8066666666666668
896,"Позавчора ти вразив усіх, але я вже знав тебе.","The day before yesterday you impressed everyone, but I already knew you.","You impressed everybody the other day, but I already knew you.",0.7231040564373898
897,"Життя не довге, воно широке!","Life is not long, it is wide!","Life isn't long, it's wide!",0.5314285714285715
898,"Коли я був у твоєму віці, Плутон був планетою.","When I was your age, Pluto was a planet.","When I was your age, Pluto was a planet.",0.9993141289437586
899,Вона на межі нервового зриву.,She is on the verge of a nervous breakdown.,She's at the edge of a nervous breakdown.,0.625
900,"Слони - найбільші наземні тварини, що існують у наші дні.",Elephants are the largest land animals alive today.,Elephants are the largest land animals that exist today.,0.854119425547997
901,Фрукти та овочі важливі для збалансованого харчування.,Fruits and vegetables are essential to a balanced diet.,Fruits and vegetables are essential for a balanced diet.,0.8819444444444444
902,"Сир - це тверда їжа, яку роблять із коров'ячого, козячого, овечого молока й молока інших ссавців.","Cheese is a solid food made from the milk of cows, goats, sheep, and other mammals.","Cheese is a solid food made from cow, goat, sheep's milk, and other mammals' milk.",0.859424515147674
903,"Мені, як і раніше, не подобаються ці Кавал’єрі, Тонеллі та Фубіні... і взавтра у мене знов усний іспит з матаналізу.","I still don't like Cavalieri, Tonelli, or Fubini... and my oral calculus exam is already tomorrow.","I still don't like these Kavala_yri, Tonelly and Fubini... and tomorrow I have my oral mat analysis exam.",0.6284318475452196
904,Я зазвичай приймаю душ ввечері.,I usually take a shower in the evening.,I usually take a shower in the evening.,0.9990234375
905,"Він провів вечір, читаючи книжку.",He spent the evening reading a book.,He spent the evening reading a book.,0.9985422740524781
906,"Ти думаєш про це питання увесь ранок. Зроби перерву, поїж.",You have been thinking about this problem the whole morning. Take a break; go eat lunch.,"You think about it all morning. Take a break, eat.",0.5279103234113459
907,"Якщо я не зроблю цього зараз, то не зроблю ніколи.","If I don't do it now, I never will.","If I don't do it now, I'll never do it.",0.7516339869281047
908,Добраніч! Приємних снів!,Good night. Sweet dreams.,Good night!,0.4934210526315789
909,Усі заслуговують на другий шанс.,Everyone deserves a second chance.,Everyone deserves a second chance.,0.996
910,У чому перевага цієї технологіі?,What is the advantage of this technology?,What is the advantage of this technology?,0.9990234375
911,"Якщо в вас немає цієї програми, то її можна зараз стягнути.","If you do not have this program, you can download it now.","If you don't have this program, you can download it now.",0.9139118457300276
912,"Якщо у вас немає цієї програми, ви можете завантажити її зараз.","If you do not have this program, you can download it now.","If you do not have this program, you can download it now.",0.9997106481481481
913,Ґонсалес дарує велосипед усім своїм робітникам у Європі.,Gonzales offers a bike to all his employees in Europe.,González offers a bicycle to all his employees in Europe.,0.7937500000000002
914,"Є тисяча фільмів, які треба подивитися перед тим, як померти.",There are 1000 movies that one must watch before dying.,There are a thousand movies to watch before you die.,0.6346938775510204
915,"Є тисяча фільмів, які треба подивитися перед смертю.",There are 1000 movies that one must watch before dying.,There are a thousand movies that you have to watch before you die.,0.7281553398058254
916,В мене закінчуються ідеї.,I'm running out of ideas.,I'm running out of ideas.,0.9976851851851852
917,Не забувай про нас.,Don't forget about us!,Don't forget about us.,0.996
918,Не забудь про нас.,Don't forget about us!,Don't forget about us.,0.996
919,Час минув дуже швидко.,Time has passed very fast.,Time passed very quickly.,0.5215419501133786
920,"Відчини шафу зліва, там пляшки.","Open the cupboard to the left, the bottles are in there.","Open the closet on the left, there's bottles.",0.32407407407407407
921,Маєш професійний досвід?,Do you have professional experience?,Do you have professional experience?,0.9976851851851852
922,У вас є професійний досвід?,Do you have professional experience?,Do you have professional experience?,0.9976851851851852
923,Скільки чайових зазвичай залишають у Іспанії?,How much do you leave for a tip in Spain?,How many tips are usually left in Spain?,0.41296296296296303
924,Хто написав цю картину?,Who painted this painting?,Who painted this picture?,0.7500000000000001
925,Хто намалював цю картину?,Who painted this painting?,Who painted this picture?,0.7500000000000001
926,Він аргентинець і він дає уроки тенісу.,He's Argentinean and he gives tennis lessons.,He's Argentinean and he gives tennis lessons.,0.9990234375
927,Кран тече.,The tap is running.,The tap's flowing.,0.6388888888888888
928,Я на четвертому місяці вагітності.,I am four months pregnant.,I'm four months pregnant.,0.7500000000000001
929,Чи можна платити кредитною карткою?,Can I pay by credit card?,Can I pay with a credit card?,0.8294209702660407
930,Можна заплатити кредитною карткою?,Can I pay by credit card?,Can I pay with a credit card?,0.8294209702660407
931,Я годую свого кота кожного ранку та кожного вечора.,I feed my cat every morning and every evening.,I feed my cat every morning and every night.,0.8880208333333333
932,"Чи не могли б ви це повторити, будь ласка?",Could you please repeat that?,"Could you repeat that, please?",0.8518518518518519
933,Можете повторити?,Could you please repeat that?,Can you repeat that?,0.635593220338983
934,"Ви не могли би це повторити, будь ласка?",Could you please repeat that?,"Could you repeat that, please?",0.8518518518518519
935,"Це ж очевидно, що тобі дешевше обійдеться заночувати в нас.",It would of course be cheaper for you to sleep at our place.,It's obvious that it's cheaper for you to spend the night at our place.,0.5856437969924813
936,Це коштує цілий стан.,It costs an arm and a leg.,It costs an arm and a leg.,0.9985422740524781
937,Він коштує цілий стан.,It costs an arm and a leg.,It costs a fortune.,0.3814262023217247
938,Вона коштує цілий стан.,It costs an arm and a leg.,It costs an arm and a leg.,0.9985422740524781
939,Воно коштує цілий стан.,It costs an arm and a leg.,It costs an arm and a leg.,0.9985422740524781
940,Мені потрібна твоя порада.,I need your advice.,I need your advice.,0.9921875
941,Мені потрібна ваша порада.,I need your advice.,I need your advice.,0.9921875
942,"Ти часом не знаєш, куди я поклав ключі?",Any chance you know where I put my keys?,Do you happen to know where I put my keys?,0.785891089108911
943,"Ви часом не знаєте, куди я поклав свої ключі?",Any chance you know where I put my keys?,Do you happen to know where I put my keys?,0.785891089108911
944,Готуюся до найгіршого.,I'm getting ready for the worst.,Preparing for the worst.,0.439469320066335
945,Я готуюся до найгіршого.,I'm getting ready for the worst.,I'm getting ready for the worst.,0.9985422740524781
946,Піклуйся про себе.,Take good care of yourself.,Take care of yourself.,0.7653061224489797
947,Бережи себе.,Take good care of yourself.,Take care.,0.2127659574468085
948,Бережіть себе.,Take good care of yourself.,Take care.,0.2127659574468085
949,Піклуйтеся про себе.,Take good care of yourself.,Take care of yourself.,0.7653061224489797
950,Функції синус та косинус приймають значення від -1 до 1 включно.,The functions sine and cosine take values between -1 and 1 (-1 and 1 included).,The functions sine and cosine take values from -1 to 1 inclusive.,0.4986906098017209
951,Функції синуса та косинуса можуть приймати значення від -1 до +1 включно.,The functions sine and cosine take values between -1 and 1 (-1 and 1 included).,The functions sine and cosine may range from -1 to +1 inclusive.,0.3097643097643098
952,"Наукова теорія, яка мені подобається найбільше, полягає у тому, що кільця Сатурна повністю складаються із загубленого багажу.",The scientific theory I like the best is that the rings of Saturn are composed entirely of lost luggage.,The scientific theory that I like the most is that the rings of Saturn are entirely composed of lost luggage.,0.924956369982548
953,"Для людини, у якої є тільки молоток в ящику з інструментами, будь-яка проблема схожа на цвях.","To the man who only has a hammer in the toolkit, every problem looks like a nail.","For a man who only has a hammer in a box with tools, any problem is like a nail.",0.609504132231405
954,"Я не розумію, чому людей лякають нові ідеї. Мене лякають старі.",I can't understand why people are frightened of new ideas. I'm frightened of the old ones.,I don't understand why people get scared of new ideas. I'm scared of old people.,0.7643085167027704
955,У тебе з собою є ручка?,Do you have a pen on you?,Do you have a pen on you?,0.9990234375
956,У вас з собою є ручка?,Do you have a pen on you?,Do you have a pen on you?,0.9990234375
957,Чиє це?,Whose is this?,Whose is this?,0.9921875
958,Це добрі умови.,It's a good deal.,These are good conditions.,0.10204081632653061
959,Збирай свої речі та йди геть,Pick up your things and go away.,Pack your stuff and go away.,0.5434782608695652
960,"Гарно сміється той, хто сміється останній.",He laughs best who laughs last.,He laughs nice when he laughs last.,0.5174180327868853
961,"Добре сміється той, хто сміється останнім.",He laughs best who laughs last.,He who laughs last laughs laughs best.,0.49180327868852464
962,"Чим швидше, тим краще.","The sooner, the better.","The faster, the better.",0.6388888888888888
963,Він не виглядає на свій вік.,He doesn't look his age.,He doesn't look his age.,0.9976851851851852
964,Ти любиш реп?,Do you like rap?,Do you like rap?,0.996
965,Ви любите реп?,Do you like rap?,Do you like rap?,0.996
966,Тобі подобається реп?,Do you like rap?,Do you like rap?,0.996
967,Вам подобається реп?,Do you like rap?,Do you like rap?,0.996
968,Я люблю поїздки.,I love trips.,I like trips.,0.3333333333333333
969,Такого я від тебе дійсно не чекав.,I really wasn't expecting that from you.,I really didn't expect that from you.,0.864795918367347
970,Я такого від тебе дійсно не очікував.,I really wasn't expecting that from you.,I really didn't expect that from you.,0.864795918367347
971,Я такого від тебе дійсно не очікувала.,I really wasn't expecting that from you.,I really wasn't expecting that from you.,0.9990234375
972,Я такого від вас дійсно не очікував.,I really wasn't expecting that from you.,I really didn't expect that from you.,0.864795918367347
973,Я такого від вас дійсно не очікувала.,I really wasn't expecting that from you.,I really wasn't expecting that from you.,0.9990234375
974,Я чекав кілька годин.,I've been waiting for hours.,I've been waiting for hours.,0.9976851851851852
975,Я чекаю вже кілька годин.,I've been waiting for hours.,I've been waiting for hours.,0.9976851851851852
976,Він помер у глибокій старості.,He died at a very old age.,He died in his old age.,0.5434782608695652
977,Він помер у дуже похилому віці.,He died at a very old age.,He died at a very old age.,0.9985422740524781
978,Я його не знаю.,I don't know him.,I don't know him.,0.996
979,Мені сподобався цей фільм.,I liked this film.,I liked that movie.,0.46875
980,Цей фільм мені сподобався.,I liked this film.,I liked this movie.,0.7361111111111112
981,Вона купається в грошах.,She's rolling in money.,She swims in money.,0.5215419501133786
982,Це не важливо.,It's not important.,It doesn't matter.,0.125
983,Не важливо.,It's not important.,It doesn't matter.,0.125
984,Це неістотно.,It's not important.,That's not important.,0.7361111111111112
985,Це неважливо.,It's not important.,It doesn't matter.,0.125
986,Мені байдуже.,I don't care.,I don't care.,0.9921875
987,Мені все одно.,I don't care.,I don't care.,0.9921875
988,Мені пофіг.,I don't care.,I don't care.,0.9921875
989,Мені цілком однаково.,I don't care.,I don't care.,0.9921875
990,Мені однаково.,I don't care.,I don't care.,0.9921875
991,"Люди мають зрозуміти, що світ міняється.",People should understand that the world is changing.,People need to understand that the world is changing.,0.854119425547997
992,"Слово - срібло, мовчання - золото.","Speech is silver, but silence is golden.","Speech is silver, silence is gold.",0.8534621578099838
993,П'ятдесят два відсотки британських жінок надають перевагу шоколаду перед сексом.,Fifty-two per cent of British women prefer chocolate to sex.,Fifty - two percent of British women prefer chocolate to sex.,0.6920590018185491
994,Я геть не переконаний.,I'm not convinced at all.,I'm not convinced at all.,0.9976851851851852
995,Чому ти хочеш поїхати сьогодні?,Why do you want to leave today?,Why do you want to leave today?,0.9990234375
996,Чому ви хочете поїхати сьогодні?,Why do you want to leave today?,Why do you want to leave today?,0.9990234375
997,Я візьму машину.,I'm going to take my car.,I'll take the car.,0.22058823529411764
998,"Це занадто добре, щоб бути правдою.",It's too good to be true.,It's too good to be true.,0.9985422740524781
999,"Краще пізно, ніж ніколи.",Better late than never.,Better late than never.,0.9921875
