Unnamed: 0,de,uk,TRANSLATION,meteor_score
810,Das Prinzip „Auge um Auge“ macht die ganze Welt blind.,Око за око - і весь світ стане сліпим.,Принцип « око за око » засліплює цілий світ.,0.41666666666666663
811,"Das Problem ist, dass Sonnenenergie zu teuer ist.","Проблема в тому, що сонячна енергія занадто дорога.","Проблема в тому, що сонячна енергія надто дорога.",0.864795918367347
812,Das Radio ist ausgeschaltet.,Радіо вимкнене.,Радіо вимкнене.,0.9375
813,Das Radio ist defekt.,Радіо зламалося.,Радіо пошкоджене.,0.25
814,Das Radio ist kaputt.,Радіо зламалося.,Радіо зламано.,0.25
815,Das riecht aber seltsam.,Але це дивно пахне.,Це звучить дивно.,0.25641025641025644
816,Das Rindfleisch ist zart.,Ця яловичина ніжна.,У яловичині ніжна.,0.16666666666666666
817,Das sagt man nicht mehr.,Так уже не кажуть.,Це вже не так.,0.25
818,Das scheinen keine Amerikaner zu sein.,"Вони, здається, не американці.","Здається, що це не американець.",0.24390243902439024
819,"Das scheint dir gerecht zu sein, oder?","Тобі здається, що це справедливо, так?","Тобі здається, що це справедливо, чи не так?",0.9608843537414966
820,Das Schicksal kannst du nicht überlisten.,Долю не обдуриш.,Ти не можеш перехитрити долю.,0.3125
821,Das Schiff ist jetzt im Hafen.,Корабель зараз у порту.,Корабель зараз у порту.,0.9921875
822,Das Schiff transportiert Rohstoffe aus Indonesien.,Корабель перевозить сировину з Індонезії.,Цей корабель переносить сировину з Індонезії.,0.7352941176470589
823,Das Schlimmste ist überstanden.,Найгірше вже позаду.,Найгірше позаду.,0.3448275862068965
824,Das Schloss ist schön.,Замок прекрасний.,Замок гарний.,0.25
825,Das schmeckt gut.,Смачно.,Смачно.,0.5
826,Das sind Alkoholiker.,Вони алкоголіки.,Це алкоголіки.,0.25
827,"Das sind die teuersten Schuhe, die ich je gesehen habe.","Це найдорожчі туфлі, які я коли-небудь бачила.","Це найдорожчі туфлі, які я коли-небудь бачив.",0.8551587301587302
828,Das sind Dummköpfe.,Вони дурні.,Це дурні.,0.25
829,Das sind Dummköpfe.,Вони ідіоти.,Це дурні.,0.0
830,Das sind Geschenke für meine Freunde.,Це подарунки для моїх друзів.,Це подарунки для моїх друзів.,0.996
831,Das sind Geschenke.,Це подарунки.,Це подарунки.,0.9375
832,Das sind gute Neuigkeiten.,Це добрі новини.,Це хороші новини.,0.3333333333333333
833,Das sind meine Brüder.,Це мої брати.,Це мої брати.,0.9814814814814815
834,Das sind meine CDs.,Це мої диски.,Це мої диски.,0.9814814814814815
835,Das sind meine Geschwister.,Це мої брати й сестри.,Це мої брати і сестри.,0.7500000000000001
836,Das sind meine Sachen.,Це мої речі.,Це мої речі.,0.9814814814814815
837,Das sind nicht meine Bücher.,Це не мої книги.,Це не мої книжки.,0.7361111111111112
838,Das sind Spione.,Вони шпигуни.,Це шпигуни.,0.25
839,Das sind Vegetarier.,Вони вегетаріанці.,Це вегетаріанці.,0.25
840,Das sind Vögel.,Це птахи.,Це птахи.,0.9375
841,Das Spiel fängt morgen Nachmittag um zwei an.,Гра розпочинається завтра вдень о другій годині.,Гра починається о другій ранку.,0.3758169934640523
842,Das stimmt nicht.,Це невірно.,Це неправда.,0.25
843,Das stimmt!,Правильно!,Це правда!,0.0
844,Das stimmt.,Саме так.,Це правда.,0.0
845,Das stimmt.,Так.,Це правда.,0.0
846,Das Symbol ' &amp; ' steht für 'und'.,"Символ "" &amp; "" ставиться замість ""і"".",Піктограма « &amp; » означає « і ».,0.34403669724770647
847,Das Symbol '&' steht für 'und'.,"Символ ""&"" означає ""і"".","Символ ""ти"" означає ""і"".",0.864795918367347
848,Das Symbol '&' steht für 'und'.,"Символ ""&"" ставиться замість ""і"".","Символ ""ти"" означає ""і"".",0.6320224719101123
849,Das Taxi holte zwei Fahrgäste ab.,Таксі підібрало двох пасажирів.,Таксі забрали двох пасажирів.,0.6388888888888888
850,Da steht eine Blume auf dem Tisch.,На столі квітка.,На столі стоїть квітка.,0.8243727598566307
851,Das Telefon funktioniert im Moment nicht.,Наразі телефон не працює.,Телефон зараз не працює.,0.6388888888888888
852,Das Telefon funktioniert nicht.,Телефон не працює.,Телефон не працює.,0.9814814814814815
853,Das Telefon ist außer Betrieb.,Телефон не працює.,Телефон зник.,0.17241379310344826
854,Das Telefon ist rot.,Телефон червоний.,Телефон червоний.,0.9375
855,Das Treffen fand hier statt.,Зустріч була тут.,Зустріч відбулася тут.,0.3333333333333333
856,Das Treffen fand hier statt.,Зустріч відбувалася тут.,Зустріч відбулася тут.,0.3333333333333333
857,Das Treffen ist in zehn Tagen.,Зустріч буде за десять днів.,Зустріч через десять днів.,0.5215419501133786
858,Das tut mir wirklich leid!,Мені дійсно шкода!,Мені дуже шкода!,0.3333333333333333
859,Das Undenkbare ist passiert.,Трапилося щось неймовірне.,"І те, що ми можемо зробити, сталося.",0.0
860,Das Undenkbare ist passiert.,Трапилося щось немислиме.,"І те, що ми можемо зробити, сталося.",0.0
861,Das Universum ist grenzenlos.,Всесвіт безмежний.,Всесвіт безмежний.,0.9375
862,Das Universum ist unendlich.,Всесвіт безмежний.,Всесвіт нескінченний.,0.25
863,Das Unternehmen war von Anfang an ein Reinfall.,Цей проект з самого початку був помилкою.,"З самого початку, компанія була провалом.",0.4267310789049919
864,Das Video ist langweilig.,Це відео нудне.,Це відео нудне.,0.9814814814814815
865,Das war deine Entscheidung.,Це був твій вибір.,Це був твій вибір.,0.9921875
866,Das wäre ein Fehler.,Це було б помилкою.,Це було б помилкою.,0.9921875
867,Das war ein böser Hase.,Це був злий заєць.,Це був поганий кролик.,0.46875
868,Das war eine bescheuerte Idee.,Це була ідіотьска ідея.,Це була дурна ідея.,0.6388888888888888
869,Das war eine kluge Entscheidung.,Це було мудре рішення.,Це було мудре рішення.,0.9921875
870,Das war eine Lüge.,Це була брехня.,Це була брехня.,0.9814814814814815
871,Das war ein Fehler.,Це була помилка.,Це була помилка.,0.9814814814814815
872,"Das wäre zu cool, wenn ich zehn Sprachen sprechen könnte!","Було б так круто, якби я розмовляв десятьма мовами!","Було б занадто круто, якби я міг говорити десятьма мовами!",0.738954922628392
873,Das war genug.,Цього було достатньо.,Цього було досить.,0.625
874,Das war gut geschrieben.,Це було добре написано.,Це було добре написано.,0.9921875
875,Das war immer so.,Так було завжди.,Так завжди було.,0.5
876,Das war immer so.,Так завжди було.,Так завжди було.,0.9814814814814815
877,Das war kein Fehler.,Це не було помилкою.,Це не було помилкою.,0.9921875
878,Das war nicht meine Idee.,Це була не моя ідея.,Це не моя ідея.,0.7653061224489797
879,Das war sicher nicht mit Absicht.,"Я впевнена, що це було ненавмисно.","Звичайно, це не було навмисно.",0.1694915254237288
880,Das war sicher nicht mit Absicht.,"Я певен, що це було ненавмисно.","Звичайно, це не було навмисно.",0.1694915254237288
881,Das war unser Geheimnis.,Це був наш секрет.,Це була наша таємниця.,0.125
882,Das war unvermeidlich.,Це було неминуче.,Це було неминуче.,0.9814814814814815
883,Das Wasser im Brunnen war eisig.,Вода в криниці була крижана.,Води у криниці були крижані.,0.10000000000000002
884,Das Wasser im Brunnen war eiskalt.,Вода в криниці була крижана.,Вода в криниці була дуже холодна.,0.778186274509804
885,Das Wasser ist gut.,Вода добра.,Вода добра.,0.9375
886,Das Wasser ist herrlich!,Вода чудова!,Вода прекрасна!,0.25
887,Das Wasser ist nicht kalt.,Вода не холодна.,Вода не холодна.,0.9814814814814815
888,Das Wasser ist nicht trinkbar.,Ця вода непридатна для пиття.,Вода непридатна для пиття.,0.8099489795918368
889,Das Wasser ist sauber.,Вода чиста.,Вода чиста.,0.9375
890,Das Wasser ist warm.,Вода тепла.,Вода тепла.,0.9375
891,Das Wasser schmeckt gut.,Вода добре смакує.,Смачна вода.,0.17241379310344826
892,Das Wasser war blau.,Вода була блакитна.,Вода була синя.,0.625
893,Das weiß ich bereits.,Я вже це знаю.,Я вже знаю.,0.6552706552706553
894,Das weiß ich nicht.,Я цього не знаю.,Я не знаю.,0.6552706552706553
895,Das weiß ich schon.,Я вже знаю.,Я знаю.,0.3448275862068965
896,Das weiß ich schon.,Я вже це знаю.,Я знаю.,0.2631578947368421
897,Das weißt du doch.,Ти вже це знаєш.,Ти ж знаєш.,0.25641025641025644
898,Das weißt du ja.,Ти вже це знаєш.,Ти ж знаєш.,0.25641025641025644
899,Das Wetter ist heute wunderbar.,Погода сьогодні чудова.,Сьогодні погода чудова.,0.5
900,Das Wetter war windstill.,Погода була безвітряна.,Погода була невгамовна.,0.625
901,Das wird dreißig Euro kosten.,Це коштуватиме 30 євро.,Це коштуватиме 30 євро.,0.9921875
902,Das wird einfach.,Це буде легко.,Все буде просто.,0.16666666666666666
903,Das wird komisch sein.,Це буде весело.,Буде дивно.,0.17241379310344826
904,Das wird leicht sein.,Це буде легко.,Це буде легко.,0.9814814814814815
905,Das wird lustig sein.,Це буде весело.,Буде весело.,0.6465517241379309
906,Das wird mein letzter Satz in Englisch sein.,Це буде моє останнє речення англійською.,Це буде моє останнє речення англійською.,0.9976851851851852
907,Das wird nicht allzu schwierig sein.,Це буде не так вже й складно.,Це не буде занадто важко.,0.22058823529411764
908,Das wird nicht funktionieren.,Це не спрацює.,Це не спрацює.,0.9814814814814815
909,Das wird nicht klappen.,Це не спрацює.,Це не спрацює.,0.9814814814814815
910,Das wird nicht noch einmal passieren.,Цього більше не трапиться.,Цього більше не станеться.,0.7361111111111112
911,Das wird nicht passieren.,Це не станеться.,Цього не станеться.,0.625
912,Das wird sich ereignen.,Це трапиться.,Це станеться.,0.25
913,Das wird Tom nicht gefallen.,Тому це не сподобається.,Тому це не сподобається.,0.9921875
914,Das wisst ihr doch.,Ви вже це знаєте.,Ви ж це знаєте.,0.6388888888888888
915,Das wisst ihr ja.,Ви вже це знаєте.,Ви це знаєте.,0.6552706552706553
916,Das wollte ich nicht.,Я не хотів цього.,Я не хотів.,0.754985754985755
917,Das Wörterbuch enthält ungefähr eine halbe Million Wörter.,У цьому словнику приблизно півмільйона слів.,Словник містить близько півмільйона слів.,0.3177966101694915
918,Das Wörterbuch hier gehört mir.,Цей словник мій.,Словник ось тут належить мені.,0.15625
919,Das Wort wird nicht mehr benutzt.,Це слово більше не використовується.,Слово більше не використовується.,0.8099489795918368
920,Das wusste ich nicht.,Я цього не знала.,Я цього не знав.,0.7361111111111112
921,Das Zimmer hat zwei Fenster.,Ця кімната має два вікна.,У цій кімнаті два вікна.,0.37500000000000006
922,Das Zimmer ist leer.,Кімната пуста.,Кімната порожня.,0.25
923,Das Zimmer war abgeschlossen.,Кімната була замкнена.,Кімната була закрита.,0.625
924,Das Zimmer wird morgen angestrichen.,Кімнату завтра пофарбують.,Ця кімната завтра наклеюється.,0.16129032258064518
925,Das Zusehen schmerzte.,На це було боляче дивитися.,Це боляче бачити.,0.20833333333333331
926,Das zweite Semester hat geendet.,Закінчився другий семестр.,Другий семестр закінчився.,0.8518518518518519
927,David ist zu Hause.,Давид вдома.,Девід вдома.,0.25
928,Davon könnt ihr nur träumen.,Вам про це тільки мріяти.,Ви можете тільки мріяти про це.,0.7352941176470589
929,Da war niemand im Garten.,У саду нікого не було.,Ніхто не був у саду.,0.5111111111111111
930,Dazu bin ich zu alt.,Я для цього занадто стара.,Я занадто старий для цього.,0.6312500000000001
931,"Dein Bruder hat geheiratet, oder?","Твій брат одружився, чи не так?","Твій брат одружився, так?",0.711764705882353
932,Deine Antwort ist falsch.,Твоя відповідь невірна.,Твоя відповідь неправильна.,0.625
933,Deine Frisur gefällt mir nicht.,Мені не подобається твоя зачіска.,Мені не подобається твоя зачіска.,0.996
934,Deine Haare sind nicht einmal nass.,Твоє волосся навіть не мокре.,Твоє волосся навіть не мокре.,0.996
935,Deine Haare sind zu lang.,Твоє волосся задовге.,Твоє волосся занадто довге.,0.6048387096774195
936,Deine Ideen sind ziemlich altmodisch.,Твої ідеї досить старомодні.,Твої ідеї застаріли.,0.48076923076923084
937,Deine Krawatte sitzt schief.,У тебе перекосилася краватка.,Твоя краватка не в порядку.,0.12195121951219512
938,Deine Mannschaft ist stärker als unsere.,Твоя команда сильніша від нашої.,Твоя команда сильніша за нашу.,0.5888888888888889
939,Deine Mannschaft ist stärker als unsere.,"Твоя команда сильніша, ніж наша.",Твоя команда сильніша за нашу.,0.5888888888888889
940,Deine Meinung interessiert mich nicht.,Мене не цікавить ваша думка.,Мене не цікавить твоя думка.,0.7500000000000001
941,Deine Meinung ist sehr konstruktiv.,Твоя думка дуже конструктивна.,Твоя думка дуже конструктивна.,0.9921875
942,Deine Mutter ist ein Computer.,Твоя мати - комп'ютер.,Твоя мама - комп'ютер.,0.6388888888888888
943,Deine Mutter wird mich umbringen.,Твоя мама мене вб'є.,Твоя мати мене вб'є.,0.8066666666666668
944,Dein Englisch ist perfekt.,У тебе досконала англійська.,Твоя англійська ідеальна.,0.12820512820512822
945,Dein Erfolg ist das Ergebnis deiner harten Arbeit.,Твій успіх - результат твоєї важкої праці.,Твій успіх - результат важкої праці.,0.8534621578099838
946,Dein Französisch ist perfekt.,У тебе досконала французька.,Твоя французька - ідеальна.,0.125
947,Dein Französisch ist schon viel besser geworden.,Твоя французька стала набагато краща.,Твоя французька вже стала набагато кращою.,0.7352941176470589
948,Dein Freund ist hier.,Твій друг тут.,Твій друг тут.,0.9814814814814815
949,Dein Führerschein ist abgelaufen.,Твої водійські права прострочені.,Твоє право водія закінчене.,0.0
950,Dein Geld brauch ich nicht. Ich brauche deine Zeit.,Мені не потрібні твої гроші. Мені потрібен твій час.,"Твої гроші мені не потрібні, мені потрібен твій час.",0.9814814814814815
951,Dein Haus ist fantastisch.,Твій будинок просто фантастичний.,Твій дім фантастичний.,0.25641025641025644
952,Dein Haus muss repariert werden.,Твій будинок потребує ремонту.,Твій дім треба ремонтувати.,0.125
953,Dein Hund biss mich in die Hand.,Твій собака вкусив мене за руку.,Твій собака в мене в руці.,0.42592592592592593
954,Dein Hund hat mich in die Hand gebissen.,Твій собака вкусив мене за руку.,Твій собака вкусив мене в руку.,0.8066666666666668
955,Dein Kleid gefällt mir.,Мені подобається твоя сукня.,Мені подобається твоя сукня.,0.9921875
956,Dein Kleid ist schon nicht mehr in Mode.,Твоє плаття вже вийшло з моди.,Твоя сукня вже не модна.,0.0847457627118644
957,Dein Reißverschluss ist offen.,У тебе розстебнута ширінька!,Твоя застібка відкрита.,0.0
958,Dein Vorschlag gefällt mir.,Мені подобається твоя пропозиція.,Мені подобається твоя пропозиція.,0.9921875
959,Dein Wort in Gottes Ohr!,Твої б слова та богу в вуха!,Ваше слово в Боже вухо!,0.07352941176470587
960,Delfine und Wale sind keine Fische.,Детьфіни та кити не риби.,Дельфіни та кити - це не риби.,0.7211538461538461
961,"Dem nach zu urteilen, was sie sagt, ist er schuldig.","Судячи з того, що вона каже, він винний.","Судячи з того, що вона говорить, він винен.",0.7361111111111112
962,Den Apfel habe ich gegessen.,Я з'їв яблуко.,Я з'їв яблуко.,0.9814814814814815
963,Den Film will ich noch einmal sehen.,Я хочу подивитися цей фільм ще раз.,Я хочу подивитися цей фільм ще раз.,0.9985422740524781
964,Denke an deine Zukunft!,Подумай про своє майбутнє.,Подумайте про вашу майбутність!,0.125
965,"Denke daran, dass du Staub bist.","Пам’ятай, що ти порох.","Пам'ятай, що ти порох.",0.5076628352490421
966,Denke darüber nach.,Поміркуй над цим.,Подумайте про це.,0.0
967,"Denken Sie, Tom ist betrunken?","Гадаєте, Том п'яний?","Ви думаєте, Том п'яний?",0.7181571815718157
968,Denke über deine Zukunft nach!,Подумай про своє майбутнє.,Подумайте про ваше майбутнє!,0.25
969,Denk mal drüber nach.,"Подумай про це, будь ласка.",Подумай про це.,0.6134259259259259
970,Denkst du auf Französisch?,Ти думаєш французькою?,Ти думаєш французькою?,0.9921875
971,"Denkst du, dass ich meine Zeit vertue?","Гадаєш, я марную свій час?",що я трахну свій час?,0.625
972,"Denkst du, Tom ist betrunken?","Гадаєш, Том п'яний?","Ти думаєш, Том п'яний?",0.7181571815718157
973,"Denkt ihr, Tom ist betrunken?","Гадаєте, Том п'яний?","Гадаєте, Том п'яний?",0.9921875
974,Den Studenten gefällt es.,Студентам він подобається.,студентам це подобається.,0.3333333333333333
975,Den Tapferen hilft das Glück.,Доля посміхається сміливим.,Слабкості сприяють щастю.,0.0
976,Der Affe fiel vom Baum.,Мавпа упала з дерева.,Мавпа впала з дерева.,0.6388888888888888
977,Der alte Hund bellte.,Старий пес загавкав.,Старий пес заманив.,0.625
978,Der alte Mann gab ihr eine kleine Puppe.,Цей дідусь подарував їй маленьку ляльку.,Старий дав їй маленьку ляльку.,0.4990583804143125
979,Der Alte schenkte ihr eine kleine Puppe.,Цей дідусь подарував їй маленьку ляльку.,Старий подарував їй маленьку ляльку.,0.6726694915254237
980,Der Anfang der Geschichte ist interessant.,Початок розповіді цікавий.,Початки історії цікаві.,0.0
981,Der Antisemitismus ist der Sozialismus der dummen Kerle.,Антисемитизм - це соціалізм для дурнів.,Антисемітизм - це соціалізм дурних хлопців.,0.49074074074074076
982,Der Apfel fiel vom Baum.,Яблуко впало з дерева.,Яблуко попало з дерева.,0.6388888888888888
983,Der Apfel ist gelb.,Це яблуко жовте.,Яблуко жовте.,0.6465517241379309
984,Der Apfel ist gelb.,Яблуко жовте.,Яблуко жовте.,0.9375
985,Der Apfel ist noch nicht reif.,Яблуко ще не стигле.,Яблуко ще не готове.,0.7361111111111112
986,Der Apfel ist vom Baum gefallen.,Яблуко впало з дерева.,Яблуко попало з дерева.,0.6388888888888888
987,Der Architekt adaptierte das Haus an die Bedürfnisse alter Menschen.,Архітектор пристосував будинок під потреби похилих людей.,Будівельник задовольнив потреби людей похилого віку.,0.14492753623188406
988,"Der Arzt riet ihm ihm, mit dem Rauchen aufzuhören.",Лікар порадив йому кинути палити.,Лікар порадив йому кинути курити.,0.7937500000000002
989,Der Aufzug funktioniert heute nicht.,Ліфт сьогодні не працює.,Сьогодні ліфт не працює.,0.7890625
990,Der Ausländer konnte überhaupt kein Japanisch.,Іноземець взагалі не знав японської.,Чужоземець зовсім не міг мати японської мови.,0.19230769230769232
991,Der Autor hat einen schönen Stil.,У автора гарний стиль.,Автор має гарний стиль.,0.46875
992,Der Bahnhof ist ganz in der Nähe des Hotels.,Станція знаходиться біля готелю.,Станція неподалік готелю.,0.25641025641025644
993,Der Bär frisst einen Apfel.,Ведмідь їсть яблуко.,Ведмідь їсть яблуко.,0.9814814814814815
994,Der Bär hat einen kurzen Schwanz.,У ведмедя короткий хвіст.,Ведмідь має короткий хвіст.,0.46875
995,Der Baum ist grün.,Дерево зелене.,Дерево зелене.,0.9375
996,Der Beamer funktioniert nicht.,Проектор не працює.,Бемер не працює.,0.625
997,Der Beamer geht nicht.,Проектор не працює.,Беамер не піде.,0.16666666666666666
998,Der Berg ist mit Schnee bedeckt.,Гора вкрита снігом.,Гора покрита снігом.,0.3333333333333333
999,Der Bleistift ist schwarz.,Олівець чорний.,Олівець чорний.,0.9375
