Unnamed: 0,EN,UK,TRANSLATION,BLEU_Score,avg
760,He promised me to come.,Він обіцяв мені прийти.,Він пообіцяв мені прийти.,1.0547686614863434e-154,0.1350462239206423
761,- Battalion will be happy to see you.,- В батальйоні будуть раді Вас бачити.,- Батальйон буде радий тебе бачити.,1.171778691554733e-231,0.1350462239206423
762,"Oh, Charlie.","О, Чарлі.",оу Чарлі.,1.5319719891192393e-231,0.1350462239206423
763,I'll speak to you later.,Поговорімо пізніше.,Поговоримо пізніше.,1.5319719891192393e-231,0.1350462239206423
764,I've waited 17 years to get my throne back.,Я чекав 17 років щоб повернути мій трон,"Я чекав 17 років, щоб повернути трон.",0.7289545183625967,0.1350462239206423
765,Is he a viable contact for this mission?,Він придатний для цієї місії?,Чи є він життєздатним зв'язком для цієї місії?,0.3155984539112945,0.1350462239206423
766,Client side authentication,Розпізнавання на стороні клієнта,Автентифікація на стороні клієнта,8.636168555094496e-78,0.1350462239206423
767,"Into our midst came a stranger from a strange land, covered in scars and draped in a cloak of dragon skin.","Серед нас був незнайомець з далекої країни, вкритий шрамами й закутаний у плащ із драконячої шкіри.","Серед нас був незнайомець з чужої землі, вкритий шрамами і вкриті плащем з драконячої шкіри.",0.2950171843779284,0.1350462239206423
768,Big deal... 'cause they cure cancer in rats... that doesn't mean they dont blow shit up!,"Велика біда. Тільки тому, що вони лікують рак... на мишах, не значить, що вони не підірвуть нас.","Велика справа... тому що вони лікують рак щурами... це не означає, що вони не підривають лайно!",0.30415590104969054,0.1350462239206423
769,Beyond the kid and the need for money...,У неї дитина і грошенят не вистачає...,Крім дитини і потреби в грошах...,9.853445011990208e-232,0.1350462239206423
770,We can't take or sell anything.,"Ми нічого не зможемо, ані забрати, ані продати.","Ми не можемо ні брати, ні продавати.",1.154647032204335e-231,0.1350462239206423
771,Nai.,Най.,Ні.,0.0,0.1350462239206423
772,– Several sensors show it.,– Декілька сенсорів це показують.,"Це видно з того, що ми бачимо по п'ятах.",1.0518351895246305e-231,0.1350462239206423
773,- Isn't it?,- Да?,- Правда?,1.646211035903463e-231,0.1350462239206423
774,Enhanced Browsing Plugin,Додаток розширеної навігаціїName,Додаток розширеної навігаціїName,1.2213386697554703e-77,0.1350462239206423
775,There's a camper there.,Там стоїть автокараван.,Там лагерь.,9.291879812217675e-232,0.1350462239206423
776,Remember Brooks Hatlen?,- Пам'ятаєш Брукса Хетліна?,Пам'ятаєш Брукса Хатлена?,8.214546595247418e-155,0.1350462239206423
777,Add Equalizer Preset,Додати конфігурацію еквалайзера,Додати шаблон еквалайзера,1.646211035903463e-231,0.1350462239206423
778,I wanted you to see it before we start hacking it to bits.,"Я хотів, щоб ви це побачили, перш ніж ми почнемо видобуток.","Я хотів, щоб ви побачили це, перш ніж ми почнемо розбивати його на шматки.",0.3759663529467017,0.1350462239206423
779,Reverts the last change that was made to the contact list by Edit Undo,"Скасовує останню зміну, яку було внесено до списку контактів дією Правка Вернути","Скасовує останню зміну, яку було внесено до списку контактів за допомогою пункту меню Правка Вернути",0.5968774175634496,0.1350462239206423
780,What the [bleep] is that?,Шо це за фігня?,Що це за фігня?,0.668740304976422,0.1350462239206423
781,Let me just take a look... McMURPHY:,"- Дозвольте, тільки погляну...",Я просто гляну...,0.0,0.1350462239206423
782,Get the ball.,Візьми м'ячик.,Візьми м'яч.,1.5319719891192393e-231,0.1350462239206423
783,"Guys,",Друзі.,"Ребята,",0.0,0.1350462239206423
784,The guy's got a cannon.,У парня пистолет.,У парня пистолет.,1.2213386697554703e-77,0.1350462239206423
785,Sorry. I am not able to export this puzzle type (yet),Вибачте. Ще не вмію експортувати головоломки цього типу.,Вибачте. Я не можу експортувати цей тип складанки (ще),1.4147351699132998e-231,0.1350462239206423
786,Are you sure you wish to convert the selected image(s) to black and white? This operation cannot be undone.,Ви справді бажаєте перетворити обрані зображення у чорно- білі? Результат цієї операції незворотний.,Ви справді бажаєте перетворити вибране зображення на чорно- біле? Цю дію не можна скасувати.,0.1892240568795935,0.1350462239206423
787,Send and Receive Facsimiles,Відправлення та отримання факсів,Відіслати і отримати зображення,0.0,0.1350462239206423
788,I'm not...,І не...,Я не...,1.5319719891192393e-231,0.1350462239206423
789,View Split View,Перегляд Розділити перегляд,Перегляд Розділити перегляд,1.2213386697554703e-77,0.1350462239206423
790,Stop trying to fuck with my head.,Й годі мені баки забивати.,Не пытайся трахнуть мою голову.,0.0,0.1350462239206423
791,Browse through the filesystem,Перегляд файлової системи,Перегляд файлової системи,1.2213386697554703e-77,0.1350462239206423
792,Throw him out!,Викинь його!,Викинь його!,1.491668146240062e-154,0.1350462239206423
793,Who was that guy in The Lighthouse?,Що це був за хлопець в Lighthouse?,Хто той хлопець у Lighthouse?,6.010455532087301e-155,0.1350462239206423
794,"Well, he got up to stage four after drinking that brake fluid.","Виглядає, що, після того, як хильнув гальмової рідини, перейшов у 4 стадію.","Ну, он встал на четвертую стадию после того, как выпил эту жидкость для гальма.",9.418382295637229e-232,0.1350462239206423
795,"For the honor of my home, I fought and killed under a king I loathed.","За честь мого дому, я бився та вбивав під королем, до якого відчував відразу.","За честь мого дому я бився і вбивав під королем, якого ненавидів.",0.46154154652979407,0.1350462239206423
796,"- Well, yes, but...","- Ну, ніби так, але...","- Ну, так, але...",1.0497255803085492e-154,0.1350462239206423
797,"That was 15 years ago, Ollie.","Це ж було 15 років тому, Олі.","Це було 15 років тому, Оллі.",0.4548019047027907,0.1350462239206423
798,"If anything's wrong, anything at all, we leave.","І якщо щось не так, хоч що-небудь - ми йдемо.","Если что-то не так, то мы уходим.",4.539324034745998e-155,0.1350462239206423
799,Geometry Properties,Геометричні властивості,Властивості геометрії,1.5319719891192393e-231,0.1350462239206423
800,I got it.,Я візьму.,Я понял.,1.5319719891192393e-231,0.1350462239206423
801,He casts his ulti as well.,Він застосовує ульт.,Він також кидає ульт.,1.5319719891192393e-231,0.1350462239206423
802,You playing me?,Ти зі мною граєшся?,Ти зі мною граєш?,7.380245217279165e-78,0.1350462239206423
803,Hold the line!,Тримати лінію!,Тримати лінію!,1.491668146240062e-154,0.1350462239206423
804,I had fun talking to you on stage.,Приємно було з тобою на сцені виступати.,Мені було весело поговорити з тобою на сцені.,0.3655552228545123,0.1350462239206423
805,Can I just catch my breath for a second?,Можна мені хоч подих перевести?,Можна мені на секунду подих передихнути?,8.286571670851008e-155,0.1350462239206423
806,Open an existing document.,Відкриває існуючий документ.,Відкрити існуючий документ.,1.133422688662942e-154,0.1350462239206423
807,"Make them pay for their misdeeds, in tears and death !",Відплатити за все горе! За сльози та смерть!,"Вимагайте, щоб вони заплатили за свої злочини, у сльозах і смерті!",1.0003688322288243e-231,0.1350462239206423
808,"You didn't tell him about us, did you?",Адже ти не говорив йому про нас?,Ти ж не розповів йому про нас?,0.38260294162784475,0.1350462239206423
809,"When Searle and Harvey died, we lost two breathers.","Серл і Харві, загинувши, не споживають кисень.","Когда Серл и Харви умерли, мы потеряли два вдохновления.",1.0518351895246305e-231,0.1350462239206423
810,- You think you can take on Budzo?,- Сподіваєшся перемогти Будзо?,"- Думаєш, ти зможеш взяти на себе Будзо?",6.7393716283177006e-155,0.1350462239206423
811,Why don't you kiss my ass?,﻿Чому б тобі не прогулятися?,Почему бы тебе не поцеловать мою задницу?,1.2882297539194154e-231,0.1350462239206423
812,"Came in their own G5, just like Oprah has.","Приїхали на своїх власних G5, прямо як в Опри.","Прибыли в их же G5, как и Опра.",1.1368587676511996e-231,0.1350462239206423
813,Why bother?,А навіщо?,Навіщо?,9.047424648113057e-155,0.1350462239206423
814,_,Ти зрозуміла?,Я не знаю.,0.0,0.1350462239206423
815,I'm here voluntarily.,Я тут добровільно.,Я тут добровільно.,1.2213386697554703e-77,0.1350462239206423
816,He's here.,Він тут!,Він тут.,1.491668146240062e-154,0.1350462239206423
817,Enjoy your stay at the Bank.,"Я сповіщу вас, якщо щось звільниться. - Приємного відпочинку в ""Бенк"".",Насолоджуйтесь перебуванням у банку.,0.0,0.1350462239206423
818,"They looked so in the future our time, when the sun rose on the playing field.","Виникає питання: Як Майя, Нострадамус, як всі вони мали ту саму уяву?","Вони дивилися так у майбутнє, в наш час, коли сонце сходить на ігровому полі.",9.418382295637229e-232,0.1350462239206423
819,"Well, what the heck would you do with a set of tiny little genitals?","Ну, і що ти робитимеш із тією крихітнию штучкою, до того ж м'якою?",А що б ти зробив з крихітними геніталіями?,7.942428204384923e-232,0.1350462239206423
820,It's available.,Він зараз вільний.,Воно доступне.,0.0,0.1350462239206423
821,I'm overbearing and rude.,"Стій, стій, стій! Зупинися! Не треба про це розповідати!",Я зухвалий і грубий.,0.0,0.1350462239206423
822,You see that one wonders why You spent three weeks on a figure it out?,"Ти розумієш, що всі будуть питати, чого це тобі знадобилось три тижні, аби це визнати?","Ты видишь, что удивительно, почему ты потратила три недели на то, чтобы разобраться?",9.709385502639237e-232,0.1350462239206423
823,"- Well, I'll write to David, of course I will.","- Звичайно, я напишу до Дейвіда.","- Ну, я напишу Дэвиду, разумеется.",8.38826642100846e-155,0.1350462239206423
824,"Only, she shoots him a second time !",А вона його знову підстрелила!,Тільки вона вдруге його вистрелила!,1.4488496539373276e-231,0.1350462239206423
825,Protect your mother.,Захищай матір.,Защити свою мать.,0.0,0.1350462239206423
826,Why is he here?,Навіщо він тут?,Чому він тут?,8.636168555094496e-78,0.1350462239206423
827,- Of course.,- Звичайно.,- Звичайно.,1.491668146240062e-154,0.1350462239206423
828,"It would be another important factor showing us that we live in a world of wonderful order, and that is highly suggestive that that is because it is a creation with a divine mind behind it.","Це був би ще один важливий фактор того, що ми живемо у світі дивовижного порядку, і що, цілком можливо, причина цього в тому, що це створіння, кероване божественним розумом.","Це був би ще один важливий фактор, який показує нам, що ми живемо у світі дивовижного порядку, і це дуже примарно, тому що це є створіння з божественним розумом, що стоїть за ним.",0.44356256687775836,0.1350462239206423
829,Using %1 %2 - Copyright (C) %3,Використовується% 1% 2 - ©% 3,Використовується% 1% 2 - Авторські права (C)% 3,0.42803206067505944,0.1350462239206423
830,The game tells you a division and you have to guess its capital,Гра з вгадування за територією на карті столиці цієї території,Гра повідомляє вам про території і вам слід вгадати її столицю,1.1896457329133973e-231,0.1350462239206423
831,So they want to get something back.,І вони хочуть отримати з цього дещо.,"Отже, вони хочуть щось повернути.",5.6228231334895985e-155,0.1350462239206423
832,But this... is the brain.,А це - його мозок.,Але це... мозок.,8.451929273732148e-232,0.1350462239206423
833,Full name,Повне ім’ я,Повне ім' я,1.0547686614863434e-154,0.1350462239206423
834,- No one care what you or I think.,"- Ніхто не переймається тим, що ти думаєш.","- Всім байдуже, що ви думаєте.",9.918892480173173e-232,0.1350462239206423
835,Please tell me you didn't let him eat a lot of crap.,"будьласка не кажи мені, що ти дозволив йому їсти багато лайна.","Будь ласка, скажи мені, що ти не дозволив йому їсти багато лайна.",0.4366835442847812,0.1350462239206423
836,Use KPilot's Global Settings,Використовувати загальні параметри KPilot,Використовувати загальні параметри KPilot,1.0,0.1350462239206423
837,"Honestly, you're all dumber than I thought if you think we should go back there.","Та ви тупіше, ніж я думала, якщо вважаєте, що треба повернутися.","Честно говоря, ты все дурепа, чем я думал, если ты думаешь, что нам стоит вернуться туда.",9.109159947227211e-232,0.1350462239206423
838,It's fall now.,Зараз осінь.,Зараз осінь.,1.491668146240062e-154,0.1350462239206423
839,Let me try,Дай спробую.,Дай спробую.,1.491668146240062e-154,0.1350462239206423
840,The Image Menu,Меню « Зображення »,Меню Зображення,6.702145341854094e-232,0.1350462239206423
841,"Right, well, I suppose I should go see what they're selling.","Правда, ну, я гадаю мені варто піти глянути, що вони продають.","Добре, що ж, гадаю, мені слід піти подивитися, що вони продають.",4.484824319939061e-78,0.1350462239206423
842,Grown up... as I hoped you would when I sent the message to your father.,"Tи подорослішав, і я сподівався на це, коли відправив послання твоєму батькові.","Виріс... як я сподівався, коли я відіслав повідомлення твоєму батькові.",7.051032102388049e-155,0.1350462239206423
843,It's been in our family for 500 years.,Він у нашій родині п'ять століть.,Він у нашій сім'ї вже 500 років.,4.034282314146679e-78,0.1350462239206423
844,Maybe it's ransom.,"Може, викрадення?","Може, це викуп.",1.384292958842266e-231,0.1350462239206423
845,Manual control.,"Забороняю, Ікаре.",Ручне керування.,0.0,0.1350462239206423
846,I'll not sit here and swallow insults from a boy so green he pisses grass.,Я не буду сидіти тут і терпіти образи від зеленого молодика.,"Я не сидітиму тут і не сприйматиму образ від такого зеленого хлопця, як він мочить траву.",7.053663163619216e-155,0.1350462239206423
847,I think we can just put her on stage. That's what I'm saying!,Я могу.,"Думаю, ми можемо просто поставити її на сцену.",0.0,0.1350462239206423
848,Obviously not.,- Ні звичайно.,"Очевидно, що ні.",1.384292958842266e-231,0.1350462239206423
849,& Resize...,& Змінити розмір...,& Змінити розмір...,1.2213386697554703e-77,0.1350462239206423
850,I had one of my children's books FedEx'd from L.A.,Мені прислали з Лос-Анджелеса коректуру моєї дитячої книги.,У мене була одна з дитячих книжок FedEx з Лос-Анджелеса.,5.7592918561109494e-155,0.1350462239206423
851,A confession?,Сповідь?,Сповідь?,1.491668146240062e-154,0.1350462239206423
852,You just don't want to face Kripke.,Ти просто не хочеш зустрічатися з Кріпке.,Ти просто не хочеш зустрітися з Кріпкі.,0.4347208719449914,0.1350462239206423
853,"No, she always looks like that.",вона завжди так виглядає.,"Нет, она всегда так выглядит.",1.2183324802375697e-231,0.1350462239206423
854,- Hello.,Привіт.,- Привіт.,1.5319719891192393e-231,0.1350462239206423
855,"- Let me go! Come on, guys.",- Відпустіть мене!,- Отпустите меня!,1.384292958842266e-231,0.1350462239206423
856,Edit User Tags,Редагувати визначені користувачем мітки,Змінити теґи користувача,0.0,0.1350462239206423
857,"Ooh, I love margaritas!","оуу, я люблю маргариту!","О, я люблю маргарити!",9.53091075863908e-155,0.1350462239206423
858,So what are they doing to further our interests?,І що ж вони роблять для просування наших інтересів?,"То що ж вони роблять, щоб сприяти нашим інтересам?",0.2777619034011791,0.1350462239206423
859,Objects in the Sky,Небесні об’ єкти,Небесні об' єкти,1.0547686614863434e-154,0.1350462239206423
860,"Well, Bob, I have heard that.","Так, Боб, я чув про це.","Ну, Боб, я чув це.",6.042433724643145e-78,0.1350462239206423
861,I'm in love.,Мені сподобалося.,Я закоханий.,0.0,0.1350462239206423
862,Take the dog in the back.,Заведіть його на задній двір.,Заберіть собаку в спину.,0.0,0.1350462239206423
863,After we help Barbie.,Коли допоможемо Барбі.,"Після того, як ми допоможемо Барбі.",7.57965434483665e-155,0.1350462239206423
864,Horizontal Sine,Синусоїда,Горизонтальна синя протока,0.0,0.1350462239206423
865,Why is it when something happens it is always you three?,"Пoяснiть, чoму ваша тpiйця завжди там, де щoсь тpапляється?","Чому, коли щось трапляється, завжди ви троє?",1.0032743411283238e-231,0.1350462239206423
866,Is & executable,Можна виконувати,Чи є & виконуваним файлом,0.0,0.1350462239206423
867,Where do you come from?,Звідки ти?,Звідки ви?,1.646211035903463e-231,0.1350462239206423
868,How about this one?,А як тобі ця?,Як щодо цього?,1.1931009847695213e-231,0.1350462239206423
869,"Why, what in the world is there that we should care for if it is not our lives, the only gift the Lord never offers us a second time.""","Але що може бути важливішим у нашому світі, якщо не життя людини, яке Бог ніколи не дає двічі?""","Таж, що в світі ми повинні дбати про те, якщо це не наше життя, єдиний дар, який Господь ніколи не пропонує нам другий раз.""",5.06882035818201e-155,0.1350462239206423
870,Angle value in degrees.,Значення кута у градусах.,Значення кута у градусах.,1.0,0.1350462239206423
871,I did it!,У мене вийшло!,Я це зробив!,0.0,0.1350462239206423
872,"I feel like she's trapped, you know?","Вона як у клітці, і тато робить все, що може.","Я відчуваю, що вона в пастці, розумієш?",1.0032743411283238e-231,0.1350462239206423
873,Web Colors,Веб- кольори,Веб- кольори,1.491668146240062e-154,0.1350462239206423
874,- Are you saying that I have to stay here?,"Це означає, що я маю зостатися тут?","- Ты хочешь сказать, что я должен остаться здесь?",1.2183324802375697e-231,0.1350462239206423
875,"It's a 2,000-year-old symbol of hypocrisy, slavery, and oppression.","Це 2000 річний символ лицемірства, рабства та гноблення.","Це 2000-річний символ лицемірства, рабства та гноблення.",0.5578002860768766,0.1350462239206423
876,You can add a password in the format: fish: / / username: password @ hostname but it is not necessary as you will be prompted for one if it is not supplied.,"Пароль можна додати у форматі: fish: // користувач: пароль @ назва_ вузла, але цього можна і не робити, оскільки, якщо ви не надасте пароля, програма запитає вас про потрібний пароль.","Ви можете додати пароль у форматі: fish: // користувач: пароль @ назва_ вузла, але це не потрібно, оскільки програма запитає вас про пароль, якщо його не вказано.",0.4835062764457774,0.1350462239206423
877,System colors Here you can select colors from the KDE icon palette,Системні кольори Тут ви можете вибрати кольори з палітри піктограм KDE,Системні кольори Тут ви можете вибрати кольори з палітри піктограм KDE,1.0,0.1350462239206423
878,(utf16) use UTF-16 for both input and output,(utf16) скористатися UTF- 16 для вводу і виводу,(utf16) скористатися UTF- 16 для вводу і виводу,1.0,0.1350462239206423
879,I'm just here to tell you that if you've got something for Shawn...,"Коротше, якщо ви можете запропонувати щось для Шона...","Я просто хочу сказать, что если у тебя есть что-то для Шона...",5.233427736988301e-155,0.1350462239206423
880,–Are you sure?,- Справді?,Чи ви впевнені в цьому?,1.1640469867513693e-231,0.1350462239206423
881,- Baba Booey!,- Це я!,- Баба Буй!,1.384292958842266e-231,0.1350462239206423
882,Are you crazy?,Ви божевільні?,Ты с ума сошла?,1.2183324802375697e-231,0.1350462239206423
883,Not all of us have to.,- Не усім з нас це потрібно -,Не всім з нас це потрібно.,0.38498150077635496,0.1350462239206423
884,Sho!,Шо!,Шо!,1.821831989445342e-231,0.1350462239206423
885,Danil would always stand out.,Данило завжди виокремлювався.,Данило завжди виділявся.,1.133422688662942e-154,0.1350462239206423
886,Let's begin with that question.,Почнімо з цього питання.,Почнімо з цього питання.,1.0,0.1350462239206423
887,"No, no, no, just straight in, man, just, what are...","Ні, ні, просто прямо, чувак, просто, якого...","Ні, ні, ні, просто прямо, чувак, просто, що...",0.6803749333171202,0.1350462239206423
888,URLs older than,адрес старіших ніж,"Адреси старіші, ніж",1.384292958842266e-231,0.1350462239206423
889,Majοr Hartley is expecting me.,Мене чекає майор Хартлі.,Мене чекає майор Хартлі.,1.0,0.1350462239206423
890,You must be kidding!,Ви жартуєте!,"Ви, мабуть, жартуєте!",1.646211035903463e-231,0.1350462239206423
891,"Oh, no.",О ні.,"О, ні.",1.491668146240062e-154,0.1350462239206423
892,Sync Panels,Синхронізувати панелі,Синхронізувати панелі,1.491668146240062e-154,0.1350462239206423
893,round the given number to the nearest integer. print round(10.8) forward 20 print round(10.3) With this code the turtle will print the numbers 11 and 10.,"округлює задане число до найближчого цілого. print round( 10. 8) forward 20 print round( 10. 3) Виконуючи цей код, черепашка напише числа 11 і 10.","округлює задане число до найближчого цілого. print round} 10, 8) forward 20 print round} 10, 3) З цим кодом черепашка виведе числа 11 і 10.",0.5646883251543751,0.1350462239206423
894,- Yes!,-Да!,- Так!,0.0,0.1350462239206423
895,We don't stand a chance.,У нас нема жодного шансу.,У нас немає жодного шансу.,1.1862800137389335e-154,0.1350462239206423
896,"Mummy, Dad, you won't believe what this snake is doing!","Мамо, тату! Дивіться, що ця змія витворяє!","Мамо, тату, ти не повіриш, що робить ця змія!",9.106239987484608e-155,0.1350462239206423
897,Gandalf's death was not in vain.,Смерть Гендальфа була не даремною.,Смерть Гендальфа не була даремною.,1.0547686614863434e-154,0.1350462239206423
898,The program on your computer which provides access to the %1 protocol has reported an interruption of an unknown type: %2.,"Програма, що надає доступ до протоколу% 1, повідомила про перепин невідомого типу:% 2.","Програма на вашому комп' ютері, яка надає доступ до протоколу% 1, повідомила про переривання невідомого типу:% 2.",0.5097960527136183,0.1350462239206423
899,"Come on, come on.","Швидше, швидше, всі на позиції.","Давай, давай.",0.0,0.1350462239206423
900,"And the third worrying aspect this picture, is that the Book of Life is empty, there is nothing in written.","Дехто вважає, що вона має зашифроване послання про наше майбутнє. Пошук біблійного коду починається у 17-му сторіччі англійським фізиком, Ісаком Ньютоном.","І третій аспект цієї картини - це те, що Книга Життя пуста, немає нічого написаного.",6.205370489820507e-232,0.1350462239206423
901,"She's going to murder Trask, they're going to capture her... and then they're going to wipe us out.","Вона вб'є Траска, її спіймають, після чого вони нас знищать.","Вона вб'є Траска, її схоплять, а потім нас виженуть.",0.43817713423777205,0.1350462239206423
902,Drag and Drop Operations,Дії з перетягування зі скиданням,Дії з перетягування зі скиданням,1.0,0.1350462239206423
903,And then... we wouldn't have faced that down round... and... we... wouldn't have had to settle for acquisition.,І потім... Ми могли б уникнути спаду і... І... ми... нас би ніхто не кошмарив.,И тогда... мы бы не столкнулись с этим... и... мы... не должны были бы смириться с приобретением.,8.972141065609098e-232,0.1350462239206423
904,I had an original story kicking around Paramount.,Один з моїх оригінальних сюжетів висів у студії Парамаунт.,"У мене була історія, що копалася навколо Парамаунт.",1.1368587676511996e-231,0.1350462239206423
905,Here's my answer.,﻿Ось моя відповідь.,Ось моя відповідь.,1.133422688662942e-154,0.1350462239206423
906,"I buried it there, so we could go home.",аби ми вже поїхали.,"Я закопав його там, щоб ми могли піти додому.",1.0518351895246305e-231,0.1350462239206423
907,Changes page size and margins.,Змінює розмір і поля сторінки.,Змінює розмір і поля сторінки.,1.0,0.1350462239206423
908,"Hey, baby.","Привіт, малюче.","Привет, детка.",0.0,0.1350462239206423
909,And the food?,- А замовлення?,А їжа?,1.1795617510369435e-231,0.1350462239206423
910,You didn't discuss it at the board meeting?,Ви не обговорювали на засіданні колегії?,Ты не обсуждал это на заседании совета?,1.4256605770826504e-231,0.1350462239206423
911,"Major Strasser, my aide, Lieutenant Casselle.","Майоре Штрассере, це мій помічник, лейтенант Кассель.","Майор Страсссер, мой айд, лейтенант Кассель.",6.416038883891965e-155,0.1350462239206423
912,Yee-haw!,Яяяяя-хууу!,Яяяя-хууу!,0.0,0.1350462239206423
913,logical OR. Separates alternatives.,Логічне АБО. Відокремлює варіанти значення.,Логічне АБО. Відокремлює альтернативи.,6.725854833444237e-78,0.1350462239206423
914,I didn't even know you were coming.,"Я не знав, що ти прийдеш.","Я навіть не знав, що ти прийдеш.",0.6434588841607617,0.1350462239206423
915,Hope in the form of glorious combat.,Зможеш виправдатись у бою.,Здобувайте надію у вигляді славетного бою.,1.384292958842266e-231,0.1350462239206423
916,What have you done to yourself?,Що ти з собою зробив?,Що ти з собою зробив?,1.0,0.1350462239206423
917,"Someone, probably you, has called karm.","Хтось, можливо ви самі, викликав karm.","Кто-то, возможно, ты, позвонил Карму.",0.0,0.1350462239206423
918,Reparenting account '%2 'to top level account '%1'.,Зміна батьківського рахунка для «% 2 » на рахунок вищого рівня «% 1 ».,"Повторно батьківський рахунок ""% 2 "" на рахунок вищого рівня ""% 1.""",0.20796179532157866,0.1350462239206423
919,I am lying in the ocean like a whale and no-one in my Privy Council will raise a musket barrel!,"Я лежу там в океані як кит, а вся моя Таємна Рада сидить склавши руки!","Я лежу в океані, як кит, і ніхто в моїй Таємній Раді підніме бочку мушкет!",0.195647514979229,0.1350462239206423
920,"If we destroy the egg, maybe it'll go away.","Якщо ми знищимо яйце, можливо він зникне.","Якщо ми знищимо яйце, можливо, воно зникне.",0.6434588841607617,0.1350462239206423
921,"And so life in the Shire goes on very much as it has this past Age full of its own comings and goings, with change coming slowly.","І так воно триває життя в Буковені, майже так само, як і в минулому літочисленні. Хтось приходить та йде. Але змінюється дуже небагато, якщо взагалі щось змінюється.","І так життя в Буковені продовжується так само, як і минулі роки, наповнені власними приходами та відходами, з повільною зміною.",0.13977799347075515,0.1350462239206423
922,Page preview setup to fit on one page,"Налаштування, які даватимуть змогу надрукувати все на одній сторінці","Попередній перегляд сторінки, який слід вмістити на одну сторінку",1.0518351895246305e-231,0.1350462239206423
923,"It exists, that place... where my dad is safe.","Про те, що десь є місце... де мій тато живий і здоровий.","Это существо, это место... где мой отец в безопасности.",0.0,0.1350462239206423
924,Farell almost strung us up by our bollocks for losing track of you.,"Фарелл нас ледь за яйця не підвісив за те, що ми тебе загубили.","Фарелл ледь не підвісив нас своїми мотлохами за те, що втратив тебе.",4.2495442833593674e-78,0.1350462239206423
925,- Who knows?,Я не буду йому опиратися.,- Хто знає?,0.0,0.1350462239206423
926,Me.,З собою.,Я.,0.0,0.1350462239206423
927,"Yοu better gο, lads, I'm sοrry.","Хлопці, вам треба піти, даруйте.","Вам краще, хлопці, вибачте.",1.1931009847695213e-231,0.1350462239206423
928,weeks,тижнів,тижнів,1.821831989445342e-231,0.1350462239206423
929,- No!,- Ні!,- Ні!,1.491668146240062e-154,0.1350462239206423
930,Pages In,Вх. сторінок,Вхід сторінок,1.5319719891192393e-231,0.1350462239206423
931,You will see that you are the organizer of the event. Click the New button to add the other attendees.,"Як ви бачите, ви є організатором події. Натисніть кнопку Створити, щоб додати записи інших учасників.","Ви побачите, що ви є організатором події. Натисніть кнопку Створити, щоб додати інших учасників.",0.6137420749312192,0.1350462239206423
932,Then I'll burn the place down.,Тоді я спалю це місце.,Тогда я сожгу это место.,1.2183324802375697e-231,0.1350462239206423
933,There she goes!,- Он він розірвався!,А ось і вона!,0.0,0.1350462239206423
934,"I've always seen, the more hard eye work, the more luck I seem to have.","Я давно помітив, що чим більше я працюю, тим більше мені щастить.","Я завжди бачив, що чим більше я працюю, тим більше мені щастить.",0.7292571723872933,0.1350462239206423
935,Harry!,Гаррі!,Гаррі!,1.821831989445342e-231,0.1350462239206423
936,OpenPGP certificate to look up,"Сертифікат OpenPGP, який слід шукати","Сертифікат OpenPGP, який слід шукати",1.0,0.1350462239206423
937,"But you can preserve humanity and try to hold on to some, at the same time.",Але ви можете зберегти людяність намагаючись дотримуватися правил у той же час.,"Але ви можете зберегти людяність і спробувати триматися деяких, в той же час.",0.3867706276352344,0.1350462239206423
938,please?,Не спрямовуй на мене.,будьласка?,0.0,0.1350462239206423
939,The Album Cover Manager is a useful tool for managing your album covers. You can start the Cover Manager by selecting Actions Cover Manager in the Collection Browser.,Менеджер обкладинок альбомів — це корисний інструмент для керування вашими обкладинками альбомів. Запустити менеджер обкладинок можна за допомогою пункту меню Інструменти Менеджер обкладинок у вікні переглядача збірки.,Менеджер обкладинок альбомів - це корисний інструмент для керування вашими обкладинками альбомів. Запустити менеджер обкладинок можна за допомогою пункту меню Дії Менеджер обкладинок у переглядачі збірки.,0.6826835693181336,0.1350462239206423
940,Choose the appropriate method of authentication that & kppp; should use to log into the server. Check with your provider for more information. Use of PAP and CHAP are described in the chapter.,"Тут можна обрати належний спосіб розпізнавання, який & kppp; слід використовувати під час обміну інформацією з сервером. Відповідні відомості можна отримати у постачальника послуг Інтернет. Використання розпізнавань PAP і CHAP описано у главі.","Тут ви можете обрати відповідний метод розпізнавання, який & kppp; використовуватиме для входу до сервера. Докладніше про це можна дізнатися з вашого постачальника послуг. Докладніше про використання PAP і CHAP можна дізнатися з глави.",0.16340836420369564,0.1350462239206423
941,Latitude value is invalid.,Значення широти є некоректним.,Значення широти є некоректним.,1.0,0.1350462239206423
942,"By unchecking the Font checkbox, a standard font will be used for status text instead of the default handwriting font.","Якщо зняти позначку з поля Шрифт, для виведення повідомлень про стан буде використано типовий шрифт, що імітує рукописний текст.","Якщо зняти позначку з поля Шрифт, для тексту стану буде використано стандартний шрифт, а не типовий шрифт почерку.",0.37219242390996093,0.1350462239206423
943,Show the GnuPG Audit Log even after crypto operations that completed successfully.,Показувати журнал перевірки GnuPG навіть після успішного завершення операцій.,Показувати журнал перевірки GnuPG навіть після успішного завершення дій.,0.8633400213704505,0.1350462239206423
944,Allow testing Video4Linux devices,Надає змогу тестувати пристрої Video4Linux,Дозволити тестування пристроїв Video4Linux,1.0032743411283238e-231,0.1350462239206423
