Unnamed: 0,EN,UK,TRANSLATION,BLEURT_Score
752.0,I said get outta there.,Забирайтеся звідти.,"Я сказав, забирайся звідти.",0.8925141096115112
753.0,I'd be dying to get back in the action.,"Я б здох, аби зайнятися справою.","Я б помирав, щоб повернутися до дії.",0.6944516897201538
754.0,Calculate the area between:,Обчислити площу між:,Обчислити площу між:,0.9502943754196167
755.0,Pause,Пауза,Пауза,0.9356930255889893
756.0,Compression method for archive:,Метод стиснення архіву:,Метод стискання архіву:,0.9392390251159668
757.0,Konversation Channel List: %1 - %2,Список каналів Konversation:% 1 —% 2,Список каналів Konversation:% 1 -% 2,0.9336521625518799
758.0,"The atmosphere bends light passing through it, like a lens. If this item is checked, this ""atmospheric refraction"" will be simulated in the sky map. Note that this correction is only applied when using the Horizontal coordinate system.","Атмосфера, подібно до лінзи, викривляє промені світла, що проходять крізь неї. Якщо буде позначено цей пункт, цю « атмосферну рефракцію » буде змодельовано на карті неба. Зауважте, що ця корекція застосовна, лише якщо використано горизонтальну систему координат.","Атмосфера вигинає світло, що проходить крізь неї, як об' єктив. Якщо цей елемент увімкнено, цю "" атмосферну рефракцію "" буде симулюватись на карті неба. Зауважте, що цю корекцію буде застосовано, лише якщо використано горизонтальну систему координат.",0.38967710733413696
759.0,"Well, if you give it to me, Don Luis will be very happy and very grateful.","Що ж. Якщо ти мені її даси, Дон Луїс буде просто щасливий і дуже вдячний.","Ну, якщо ти мені його даси, Дон Луїс буде дуже щасливий і дуже вдячний.",0.9131449460983276
760.0,He promised me to come.,Він обіцяв мені прийти.,Він пообіцяв мені прийти.,0.9405186176300049
761.0,- Battalion will be happy to see you.,- В батальйоні будуть раді Вас бачити.,- Батальйон буде радий тебе бачити.,0.44433242082595825
762.0,"Oh, Charlie.","О, Чарлі.",оу Чарлі.,0.9355082511901855
763.0,I'll speak to you later.,Поговорімо пізніше.,Поговоримо пізніше.,0.952629029750824
764.0,I've waited 17 years to get my throne back.,Я чекав 17 років щоб повернути мій трон,"Я чекав 17 років, щоб повернути трон.",0.7698720693588257
765.0,Is he a viable contact for this mission?,Він придатний для цієї місії?,Чи є він життєздатним зв'язком для цієї місії?,0.712554395198822
766.0,Client side authentication,Розпізнавання на стороні клієнта,Автентифікація на стороні клієнта,0.8163658380508423
767.0,"Into our midst came a stranger from a strange land, covered in scars and draped in a cloak of dragon skin.","Серед нас був незнайомець з далекої країни, вкритий шрамами й закутаний у плащ із драконячої шкіри.","Серед нас був незнайомець з чужої землі, вкритий шрамами і вкриті плащем з драконячої шкіри.",0.7168264389038086
768.0,Big deal... 'cause they cure cancer in rats... that doesn't mean they dont blow shit up!,"Велика біда. Тільки тому, що вони лікують рак... на мишах, не значить, що вони не підірвуть нас.","Велика справа... тому що вони лікують рак щурами... це не означає, що вони не підривають лайно!",0.6178999543190002
769.0,Beyond the kid and the need for money...,У неї дитина і грошенят не вистачає...,Крім дитини і потреби в грошах...,0.36633962392807007
770.0,We can't take or sell anything.,"Ми нічого не зможемо, ані забрати, ані продати.","Ми не можемо ні брати, ні продавати.",0.27644258737564087
771.0,Nai.,Най.,Ні.,-0.020867377519607544
772.0,– Several sensors show it.,– Декілька сенсорів це показують.,"Це видно з того, що ми бачимо по п'ятах.",0.04839889705181122
773.0,- Isn't it?,- Да?,- Правда?,0.13653816282749176
774.0,Enhanced Browsing Plugin,Додаток розширеної навігаціїName,Додаток розширеної навігаціїName,0.9465175867080688
775.0,There's a camper there.,Там стоїть автокараван.,Там лагерь.,-0.1664368063211441
776.0,Remember Brooks Hatlen?,- Пам'ятаєш Брукса Хетліна?,Пам'ятаєш Брукса Хатлена?,0.839347243309021
777.0,Add Equalizer Preset,Додати конфігурацію еквалайзера,Додати шаблон еквалайзера,0.688090443611145
778.0,I wanted you to see it before we start hacking it to bits.,"Я хотів, щоб ви це побачили, перш ніж ми почнемо видобуток.","Я хотів, щоб ви побачили це, перш ніж ми почнемо розбивати його на шматки.",0.8983009457588196
779.0,Reverts the last change that was made to the contact list by Edit Undo,"Скасовує останню зміну, яку було внесено до списку контактів дією Правка Вернути","Скасовує останню зміну, яку було внесено до списку контактів за допомогою пункту меню Правка Вернути",0.8663176894187927
780.0,What the [bleep] is that?,Шо це за фігня?,Що це за фігня?,0.9244633316993713
781.0,Let me just take a look... McMURPHY:,"- Дозвольте, тільки погляну...",Я просто гляну...,-0.10555233061313629
782.0,Get the ball.,Візьми м'ячик.,Візьми м'яч.,0.6308093070983887
783.0,"Guys,",Друзі.,"Ребята,",-0.48310744762420654
784.0,The guy's got a cannon.,У парня пистолет.,У парня пистолет.,0.9439079761505127
785.0,Sorry. I am not able to export this puzzle type (yet),Вибачте. Ще не вмію експортувати головоломки цього типу.,Вибачте. Я не можу експортувати цей тип складанки (ще),0.6227304935455322
786.0,Are you sure you wish to convert the selected image(s) to black and white? This operation cannot be undone.,Ви справді бажаєте перетворити обрані зображення у чорно- білі? Результат цієї операції незворотний.,Ви справді бажаєте перетворити вибране зображення на чорно- біле? Цю дію не можна скасувати.,0.3358869254589081
787.0,Send and Receive Facsimiles,Відправлення та отримання факсів,Відіслати і отримати зображення,0.6430740356445312
788.0,I'm not...,І не...,Я не...,-0.1928452104330063
789.0,View Split View,Перегляд Розділити перегляд,Перегляд Розділити перегляд,0.9503868818283081
790.0,Stop trying to fuck with my head.,Й годі мені баки забивати.,Не пытайся трахнуть мою голову.,0.5563303828239441
791.0,Browse through the filesystem,Перегляд файлової системи,Перегляд файлової системи,0.9582024216651917
792.0,Throw him out!,Викинь його!,Викинь його!,0.9248876571655273
793.0,Who was that guy in The Lighthouse?,Що це був за хлопець в Lighthouse?,Хто той хлопець у Lighthouse?,0.3053545355796814
794.0,"Well, he got up to stage four after drinking that brake fluid.","Виглядає, що, після того, як хильнув гальмової рідини, перейшов у 4 стадію.","Ну, он встал на четвертую стадию после того, как выпил эту жидкость для гальма.",0.5078373551368713
795.0,"For the honor of my home, I fought and killed under a king I loathed.","За честь мого дому, я бився та вбивав під королем, до якого відчував відразу.","За честь мого дому я бився і вбивав під королем, якого ненавидів.",0.4999980330467224
796.0,"- Well, yes, but...","- Ну, ніби так, але...","- Ну, так, але...",0.6696187853813171
797.0,"That was 15 years ago, Ollie.","Це ж було 15 років тому, Олі.","Це було 15 років тому, Оллі.",0.9137464761734009
798.0,"If anything's wrong, anything at all, we leave.","І якщо щось не так, хоч що-небудь - ми йдемо.","Если что-то не так, то мы уходим.",0.07089357078075409
799.0,Geometry Properties,Геометричні властивості,Властивості геометрії,0.933660626411438
800.0,I got it.,Я візьму.,Я понял.,-0.1001923531293869
801.0,He casts his ulti as well.,Він застосовує ульт.,Він також кидає ульт.,0.8939903974533081
802.0,You playing me?,Ти зі мною граєшся?,Ти зі мною граєш?,0.7940551042556763
803.0,Hold the line!,Тримати лінію!,Тримати лінію!,0.9442137479782104
804.0,I had fun talking to you on stage.,Приємно було з тобою на сцені виступати.,Мені було весело поговорити з тобою на сцені.,0.8696704506874084
805.0,Can I just catch my breath for a second?,Можна мені хоч подих перевести?,Можна мені на секунду подих передихнути?,0.8988215923309326
806.0,Open an existing document.,Відкриває існуючий документ.,Відкрити існуючий документ.,0.9320962429046631
807.0,"Make them pay for their misdeeds, in tears and death !",Відплатити за все горе! За сльози та смерть!,"Вимагайте, щоб вони заплатили за свої злочини, у сльозах і смерті!",0.8091505765914917
808.0,"You didn't tell him about us, did you?",Адже ти не говорив йому про нас?,Ти ж не розповів йому про нас?,0.8688735961914062
809.0,"When Searle and Harvey died, we lost two breathers.","Серл і Харві, загинувши, не споживають кисень.","Когда Серл и Харви умерли, мы потеряли два вдохновления.",0.6467318534851074
810.0,- You think you can take on Budzo?,- Сподіваєшся перемогти Будзо?,"- Думаєш, ти зможеш взяти на себе Будзо?",0.8876174092292786
811.0,Why don't you kiss my ass?,﻿Чому б тобі не прогулятися?,Почему бы тебе не поцеловать мою задницу?,0.39377644658088684
812.0,"Came in their own G5, just like Oprah has.","Приїхали на своїх власних G5, прямо як в Опри.","Прибыли в их же G5, как и Опра.",0.003782227635383606
813.0,Why bother?,А навіщо?,Навіщо?,0.5963382720947266
814.0,_,Ти зрозуміла?,Я не знаю.,-0.5986925363540649
815.0,I'm here voluntarily.,Я тут добровільно.,Я тут добровільно.,0.9368261694908142
816.0,He's here.,Він тут!,Він тут.,0.8314075469970703
817.0,Enjoy your stay at the Bank.,"Я сповіщу вас, якщо щось звільниться. - Приємного відпочинку в ""Бенк"".",Насолоджуйтесь перебуванням у банку.,-0.15793679654598236
818.0,"They looked so in the future our time, when the sun rose on the playing field.","Виникає питання: Як Майя, Нострадамус, як всі вони мали ту саму уяву?","Вони дивилися так у майбутнє, в наш час, коли сонце сходить на ігровому полі.",0.6389767527580261
819.0,"Well, what the heck would you do with a set of tiny little genitals?","Ну, і що ти робитимеш із тією крихітнию штучкою, до того ж м'якою?",А що б ти зробив з крихітними геніталіями?,-0.09594917297363281
820.0,It's available.,Він зараз вільний.,Воно доступне.,-0.010399162769317627
821.0,I'm overbearing and rude.,"Стій, стій, стій! Зупинися! Не треба про це розповідати!",Я зухвалий і грубий.,-0.47897183895111084
822.0,You see that one wonders why You spent three weeks on a figure it out?,"Ти розумієш, що всі будуть питати, чого це тобі знадобилось три тижні, аби це визнати?","Ты видишь, что удивительно, почему ты потратила три недели на то, чтобы разобраться?",0.46664881706237793
823.0,"- Well, I'll write to David, of course I will.","- Звичайно, я напишу до Дейвіда.","- Ну, я напишу Дэвиду, разумеется.",0.7550293803215027
824.0,"Only, she shoots him a second time !",А вона його знову підстрелила!,Тільки вона вдруге його вистрелила!,0.9010697603225708
825.0,Protect your mother.,Захищай матір.,Защити свою мать.,0.6604447364807129
826.0,Why is he here?,Навіщо він тут?,Чому він тут?,0.7073137760162354
827.0,- Of course.,- Звичайно.,- Звичайно.,0.9498888850212097
828.0,"It would be another important factor showing us that we live in a world of wonderful order, and that is highly suggestive that that is because it is a creation with a divine mind behind it.","Це був би ще один важливий фактор того, що ми живемо у світі дивовижного порядку, і що, цілком можливо, причина цього в тому, що це створіння, кероване божественним розумом.","Це був би ще один важливий фактор, який показує нам, що ми живемо у світі дивовижного порядку, і це дуже примарно, тому що це є створіння з божественним розумом, що стоїть за ним.",0.5425695180892944
829.0,Using %1 %2 - Copyright (C) %3,Використовується% 1% 2 - ©% 3,Використовується% 1% 2 - Авторські права (C)% 3,0.2746349573135376
830.0,The game tells you a division and you have to guess its capital,Гра з вгадування за територією на карті столиці цієї території,Гра повідомляє вам про території і вам слід вгадати її столицю,0.6558302044868469
831.0,So they want to get something back.,І вони хочуть отримати з цього дещо.,"Отже, вони хочуть щось повернути.",0.43382757902145386
832.0,But this... is the brain.,А це - його мозок.,Але це... мозок.,0.4676063656806946
833.0,Full name,Повне ім’ я,Повне ім' я,0.878136396408081
834.0,- No one care what you or I think.,"- Ніхто не переймається тим, що ти думаєш.","- Всім байдуже, що ви думаєте.",0.012110337615013123
835.0,Please tell me you didn't let him eat a lot of crap.,"будьласка не кажи мені, що ти дозволив йому їсти багато лайна.","Будь ласка, скажи мені, що ти не дозволив йому їсти багато лайна.",0.9319936037063599
836.0,Use KPilot's Global Settings,Використовувати загальні параметри KPilot,Використовувати загальні параметри KPilot,0.9492707252502441
837.0,"Honestly, you're all dumber than I thought if you think we should go back there.","Та ви тупіше, ніж я думала, якщо вважаєте, що треба повернутися.","Честно говоря, ты все дурепа, чем я думал, если ты думаешь, что нам стоит вернуться туда.",0.8026390671730042
838.0,It's fall now.,Зараз осінь.,Зараз осінь.,0.9468010663986206
839.0,Let me try,Дай спробую.,Дай спробую.,0.9425424337387085
840.0,The Image Menu,Меню « Зображення »,Меню Зображення,0.7529380917549133
841.0,"Right, well, I suppose I should go see what they're selling.","Правда, ну, я гадаю мені варто піти глянути, що вони продають.","Добре, що ж, гадаю, мені слід піти подивитися, що вони продають.",0.7647705674171448
842.0,Grown up... as I hoped you would when I sent the message to your father.,"Tи подорослішав, і я сподівався на це, коли відправив послання твоєму батькові.","Виріс... як я сподівався, коли я відіслав повідомлення твоєму батькові.",0.6476112008094788
843.0,It's been in our family for 500 years.,Він у нашій родині п'ять століть.,Він у нашій сім'ї вже 500 років.,0.30918174982070923
844.0,Maybe it's ransom.,"Може, викрадення?","Може, це викуп.",0.20321163535118103
845.0,Manual control.,"Забороняю, Ікаре.",Ручне керування.,0.4797021746635437
846.0,I'll not sit here and swallow insults from a boy so green he pisses grass.,Я не буду сидіти тут і терпіти образи від зеленого молодика.,"Я не сидітиму тут і не сприйматиму образ від такого зеленого хлопця, як він мочить траву.",0.7735505700111389
847.0,I think we can just put her on stage. That's what I'm saying!,Я могу.,"Думаю, ми можемо просто поставити її на сцену.",-0.734654426574707
848.0,Obviously not.,- Ні звичайно.,"Очевидно, що ні.",0.5428677797317505
849.0,& Resize...,& Змінити розмір...,& Змінити розмір...,0.9388996958732605
850.0,I had one of my children's books FedEx'd from L.A.,Мені прислали з Лос-Анджелеса коректуру моєї дитячої книги.,У мене була одна з дитячих книжок FedEx з Лос-Анджелеса.,0.4347822070121765
851.0,A confession?,Сповідь?,Сповідь?,0.9429605007171631
852.0,You just don't want to face Kripke.,Ти просто не хочеш зустрічатися з Кріпке.,Ти просто не хочеш зустрітися з Кріпкі.,0.9179962873458862
853.0,"No, she always looks like that.",вона завжди так виглядає.,"Нет, она всегда так выглядит.",0.4862020015716553
854.0,- Hello.,Привіт.,- Привіт.,0.9160715341567993
855.0,"- Let me go! Come on, guys.",- Відпустіть мене!,- Отпустите меня!,0.199028879404068
856.0,Edit User Tags,Редагувати визначені користувачем мітки,Змінити теґи користувача,-0.08906951546669006
857.0,"Ooh, I love margaritas!","оуу, я люблю маргариту!","О, я люблю маргарити!",0.6770654320716858
858.0,So what are they doing to further our interests?,І що ж вони роблять для просування наших інтересів?,"То що ж вони роблять, щоб сприяти нашим інтересам?",0.8156682252883911
859.0,Objects in the Sky,Небесні об’ єкти,Небесні об' єкти,0.9138929843902588
860.0,"Well, Bob, I have heard that.","Так, Боб, я чув про це.","Ну, Боб, я чув це.",0.1597822606563568
861.0,I'm in love.,Мені сподобалося.,Я закоханий.,-0.30019044876098633
862.0,Take the dog in the back.,Заведіть його на задній двір.,Заберіть собаку в спину.,0.26809003949165344
863.0,After we help Barbie.,Коли допоможемо Барбі.,"Після того, як ми допоможемо Барбі.",0.646296501159668
864.0,Horizontal Sine,Синусоїда,Горизонтальна синя протока,0.09078393876552582
865.0,Why is it when something happens it is always you three?,"Пoяснiть, чoму ваша тpiйця завжди там, де щoсь тpапляється?","Чому, коли щось трапляється, завжди ви троє?",0.19688931107521057
866.0,Is & executable,Можна виконувати,Чи є & виконуваним файлом,0.3715752959251404
867.0,Where do you come from?,Звідки ти?,Звідки ви?,0.4897637367248535
868.0,How about this one?,А як тобі ця?,Як щодо цього?,0.41080182790756226
869.0,"Why, what in the world is there that we should care for if it is not our lives, the only gift the Lord never offers us a second time.""","Але що може бути важливішим у нашому світі, якщо не життя людини, яке Бог ніколи не дає двічі?""","Таж, що в світі ми повинні дбати про те, якщо це не наше життя, єдиний дар, який Господь ніколи не пропонує нам другий раз.""",0.49489647150039673
870.0,Angle value in degrees.,Значення кута у градусах.,Значення кута у градусах.,0.9493653178215027
871.0,I did it!,У мене вийшло!,Я це зробив!,0.11045512557029724
872.0,"I feel like she's trapped, you know?","Вона як у клітці, і тато робить все, що може.","Я відчуваю, що вона в пастці, розумієш?",0.36216914653778076
873.0,Web Colors,Веб- кольори,Веб- кольори,0.9327544569969177
874.0,- Are you saying that I have to stay here?,"Це означає, що я маю зостатися тут?","- Ты хочешь сказать, что я должен остаться здесь?",0.3253217339515686
875.0,"It's a 2,000-year-old symbol of hypocrisy, slavery, and oppression.","Це 2000 річний символ лицемірства, рабства та гноблення.","Це 2000-річний символ лицемірства, рабства та гноблення.",0.893702507019043
876.0,You can add a password in the format: fish: / / username: password @ hostname but it is not necessary as you will be prompted for one if it is not supplied.,"Пароль можна додати у форматі: fish: // користувач: пароль @ назва_ вузла, але цього можна і не робити, оскільки, якщо ви не надасте пароля, програма запитає вас про потрібний пароль.","Ви можете додати пароль у форматі: fish: // користувач: пароль @ назва_ вузла, але це не потрібно, оскільки програма запитає вас про пароль, якщо його не вказано.",0.591484785079956
877.0,System colors Here you can select colors from the KDE icon palette,Системні кольори Тут ви можете вибрати кольори з палітри піктограм KDE,Системні кольори Тут ви можете вибрати кольори з палітри піктограм KDE,0.9305716753005981
878.0,(utf16) use UTF-16 for both input and output,(utf16) скористатися UTF- 16 для вводу і виводу,(utf16) скористатися UTF- 16 для вводу і виводу,0.9395333528518677
879.0,I'm just here to tell you that if you've got something for Shawn...,"Коротше, якщо ви можете запропонувати щось для Шона...","Я просто хочу сказать, что если у тебя есть что-то для Шона...",0.5741137266159058
880.0,–Are you sure?,- Справді?,Чи ви впевнені в цьому?,-0.2821170687675476
881.0,- Baba Booey!,- Це я!,- Баба Буй!,-0.7801026105880737
882.0,Are you crazy?,Ви божевільні?,Ты с ума сошла?,0.05540527403354645
883.0,Not all of us have to.,- Не усім з нас це потрібно -,Не всім з нас це потрібно.,0.6049039363861084
884.0,Sho!,Шо!,Шо!,0.933883547782898
885.0,Danil would always stand out.,Данило завжди виокремлювався.,Данило завжди виділявся.,0.7375583648681641
886.0,Let's begin with that question.,Почнімо з цього питання.,Почнімо з цього питання.,0.9402939677238464
887.0,"No, no, no, just straight in, man, just, what are...","Ні, ні, просто прямо, чувак, просто, якого...","Ні, ні, ні, просто прямо, чувак, просто, що...",0.8514320254325867
888.0,URLs older than,адрес старіших ніж,"Адреси старіші, ніж",0.9536365866661072
889.0,Majοr Hartley is expecting me.,Мене чекає майор Хартлі.,Мене чекає майор Хартлі.,0.9488061666488647
890.0,You must be kidding!,Ви жартуєте!,"Ви, мабуть, жартуєте!",0.47636908292770386
891.0,"Oh, no.",О ні.,"О, ні.",0.9107586145401001
892.0,Sync Panels,Синхронізувати панелі,Синхронізувати панелі,0.9532446265220642
893.0,round the given number to the nearest integer. print round(10.8) forward 20 print round(10.3) With this code the turtle will print the numbers 11 and 10.,"округлює задане число до найближчого цілого. print round( 10. 8) forward 20 print round( 10. 3) Виконуючи цей код, черепашка напише числа 11 і 10.","округлює задане число до найближчого цілого. print round} 10, 8) forward 20 print round} 10, 3) З цим кодом черепашка виведе числа 11 і 10.",0.39555877447128296
894.0,- Yes!,-Да!,- Так!,-0.00914078950881958
895.0,We don't stand a chance.,У нас нема жодного шансу.,У нас немає жодного шансу.,0.942954421043396
896.0,"Mummy, Dad, you won't believe what this snake is doing!","Мамо, тату! Дивіться, що ця змія витворяє!","Мамо, тату, ти не повіриш, що робить ця змія!",0.748613178730011
897.0,Gandalf's death was not in vain.,Смерть Гендальфа була не даремною.,Смерть Гендальфа не була даремною.,0.9427481889724731
898.0,The program on your computer which provides access to the %1 protocol has reported an interruption of an unknown type: %2.,"Програма, що надає доступ до протоколу% 1, повідомила про перепин невідомого типу:% 2.","Програма на вашому комп' ютері, яка надає доступ до протоколу% 1, повідомила про переривання невідомого типу:% 2.",0.7099541425704956
899.0,"Come on, come on.","Швидше, швидше, всі на позиції.","Давай, давай.",-0.4712735414505005
900.0,"And the third worrying aspect this picture, is that the Book of Life is empty, there is nothing in written.","Дехто вважає, що вона має зашифроване послання про наше майбутнє. Пошук біблійного коду починається у 17-му сторіччі англійським фізиком, Ісаком Ньютоном.","І третій аспект цієї картини - це те, що Книга Життя пуста, немає нічого написаного.",-0.09271927177906036
901.0,"She's going to murder Trask, they're going to capture her... and then they're going to wipe us out.","Вона вб'є Траска, її спіймають, після чого вони нас знищать.","Вона вб'є Траска, її схоплять, а потім нас виженуть.",0.6803343296051025
902.0,Drag and Drop Operations,Дії з перетягування зі скиданням,Дії з перетягування зі скиданням,0.9482901096343994
903.0,And then... we wouldn't have faced that down round... and... we... wouldn't have had to settle for acquisition.,І потім... Ми могли б уникнути спаду і... І... ми... нас би ніхто не кошмарив.,И тогда... мы бы не столкнулись с этим... и... мы... не должны были бы смириться с приобретением.,0.399718314409256
904.0,I had an original story kicking around Paramount.,Один з моїх оригінальних сюжетів висів у студії Парамаунт.,"У мене була історія, що копалася навколо Парамаунт.",0.2607858180999756
905.0,Here's my answer.,﻿Ось моя відповідь.,Ось моя відповідь.,0.9411645531654358
906.0,"I buried it there, so we could go home.",аби ми вже поїхали.,"Я закопав його там, щоб ми могли піти додому.",0.08681224286556244
907.0,Changes page size and margins.,Змінює розмір і поля сторінки.,Змінює розмір і поля сторінки.,0.9404234290122986
908.0,"Hey, baby.","Привіт, малюче.","Привет, детка.",0.19012419879436493
909.0,And the food?,- А замовлення?,А їжа?,-0.30561840534210205
910.0,You didn't discuss it at the board meeting?,Ви не обговорювали на засіданні колегії?,Ты не обсуждал это на заседании совета?,0.2962375283241272
911.0,"Major Strasser, my aide, Lieutenant Casselle.","Майоре Штрассере, це мій помічник, лейтенант Кассель.","Майор Страсссер, мой айд, лейтенант Кассель.",0.5755045413970947
912.0,Yee-haw!,Яяяяя-хууу!,Яяяя-хууу!,0.9134044051170349
913.0,logical OR. Separates alternatives.,Логічне АБО. Відокремлює варіанти значення.,Логічне АБО. Відокремлює альтернативи.,0.5725927948951721
914.0,I didn't even know you were coming.,"Я не знав, що ти прийдеш.","Я навіть не знав, що ти прийдеш.",0.881223738193512
915.0,Hope in the form of glorious combat.,Зможеш виправдатись у бою.,Здобувайте надію у вигляді славетного бою.,0.7169608473777771
916.0,What have you done to yourself?,Що ти з собою зробив?,Що ти з собою зробив?,0.9207209348678589
917.0,"Someone, probably you, has called karm.","Хтось, можливо ви самі, викликав karm.","Кто-то, возможно, ты, позвонил Карму.",0.13643747568130493
918.0,Reparenting account '%2 'to top level account '%1'.,Зміна батьківського рахунка для «% 2 » на рахунок вищого рівня «% 1 ».,"Повторно батьківський рахунок ""% 2 "" на рахунок вищого рівня ""% 1.""",0.4080469608306885
919.0,I am lying in the ocean like a whale and no-one in my Privy Council will raise a musket barrel!,"Я лежу там в океані як кит, а вся моя Таємна Рада сидить склавши руки!","Я лежу в океані, як кит, і ніхто в моїй Таємній Раді підніме бочку мушкет!",0.6668335199356079
920.0,"If we destroy the egg, maybe it'll go away.","Якщо ми знищимо яйце, можливо він зникне.","Якщо ми знищимо яйце, можливо, воно зникне.",0.9160898923873901
921.0,"And so life in the Shire goes on very much as it has this past Age full of its own comings and goings, with change coming slowly.","І так воно триває життя в Буковені, майже так само, як і в минулому літочисленні. Хтось приходить та йде. Але змінюється дуже небагато, якщо взагалі щось змінюється.","І так життя в Буковені продовжується так само, як і минулі роки, наповнені власними приходами та відходами, з повільною зміною.",0.4237446188926697
922.0,Page preview setup to fit on one page,"Налаштування, які даватимуть змогу надрукувати все на одній сторінці","Попередній перегляд сторінки, який слід вмістити на одну сторінку",0.48780542612075806
923.0,"It exists, that place... where my dad is safe.","Про те, що десь є місце... де мій тато живий і здоровий.","Это существо, это место... где мой отец в безопасности.",0.322462797164917
924.0,Farell almost strung us up by our bollocks for losing track of you.,"Фарелл нас ледь за яйця не підвісив за те, що ми тебе загубили.","Фарелл ледь не підвісив нас своїми мотлохами за те, що втратив тебе.",0.8417530655860901
925.0,- Who knows?,Я не буду йому опиратися.,- Хто знає?,-0.7434511184692383
926.0,Me.,З собою.,Я.,-0.9145206212997437
927.0,"Yοu better gο, lads, I'm sοrry.","Хлопці, вам треба піти, даруйте.","Вам краще, хлопці, вибачте.",0.6598994731903076
928.0,weeks,тижнів,тижнів,0.9477113485336304
929.0,- No!,- Ні!,- Ні!,0.9307774901390076
930.0,Pages In,Вх. сторінок,Вхід сторінок,0.9429817199707031
931.0,You will see that you are the organizer of the event. Click the New button to add the other attendees.,"Як ви бачите, ви є організатором події. Натисніть кнопку Створити, щоб додати записи інших учасників.","Ви побачите, що ви є організатором події. Натисніть кнопку Створити, щоб додати інших учасників.",0.6504905223846436
932.0,Then I'll burn the place down.,Тоді я спалю це місце.,Тогда я сожгу это место.,0.4832785129547119
933.0,There she goes!,- Он він розірвався!,А ось і вона!,-0.11770422756671906
934.0,"I've always seen, the more hard eye work, the more luck I seem to have.","Я давно помітив, що чим більше я працюю, тим більше мені щастить.","Я завжди бачив, що чим більше я працюю, тим більше мені щастить.",0.8953813314437866
935.0,Harry!,Гаррі!,Гаррі!,0.949836015701294
936.0,OpenPGP certificate to look up,"Сертифікат OpenPGP, який слід шукати","Сертифікат OpenPGP, який слід шукати",0.945216178894043
937.0,"But you can preserve humanity and try to hold on to some, at the same time.",Але ви можете зберегти людяність намагаючись дотримуватися правил у той же час.,"Але ви можете зберегти людяність і спробувати триматися деяких, в той же час.",0.8969833850860596
938.0,please?,Не спрямовуй на мене.,будьласка?,-0.3545880913734436
939.0,The Album Cover Manager is a useful tool for managing your album covers. You can start the Cover Manager by selecting Actions Cover Manager in the Collection Browser.,Менеджер обкладинок альбомів — це корисний інструмент для керування вашими обкладинками альбомів. Запустити менеджер обкладинок можна за допомогою пункту меню Інструменти Менеджер обкладинок у вікні переглядача збірки.,Менеджер обкладинок альбомів - це корисний інструмент для керування вашими обкладинками альбомів. Запустити менеджер обкладинок можна за допомогою пункту меню Дії Менеджер обкладинок у переглядачі збірки.,0.35751014947891235
940.0,Choose the appropriate method of authentication that & kppp; should use to log into the server. Check with your provider for more information. Use of PAP and CHAP are described in the chapter.,"Тут можна обрати належний спосіб розпізнавання, який & kppp; слід використовувати під час обміну інформацією з сервером. Відповідні відомості можна отримати у постачальника послуг Інтернет. Використання розпізнавань PAP і CHAP описано у главі.","Тут ви можете обрати відповідний метод розпізнавання, який & kppp; використовуватиме для входу до сервера. Докладніше про це можна дізнатися з вашого постачальника послуг. Докладніше про використання PAP і CHAP можна дізнатися з глави.",0.35523998737335205
941.0,Latitude value is invalid.,Значення широти є некоректним.,Значення широти є некоректним.,0.9463657140731812
942.0,"By unchecking the Font checkbox, a standard font will be used for status text instead of the default handwriting font.","Якщо зняти позначку з поля Шрифт, для виведення повідомлень про стан буде використано типовий шрифт, що імітує рукописний текст.","Якщо зняти позначку з поля Шрифт, для тексту стану буде використано стандартний шрифт, а не типовий шрифт почерку.",0.4733969569206238
943.0,Show the GnuPG Audit Log even after crypto operations that completed successfully.,Показувати журнал перевірки GnuPG навіть після успішного завершення операцій.,Показувати журнал перевірки GnuPG навіть після успішного завершення дій.,0.9179561734199524
944.0,Allow testing Video4Linux devices,Надає змогу тестувати пристрої Video4Linux,Дозволити тестування пристроїв Video4Linux,0.4519937038421631
945.0,Could not Launch Mail Client,Не вдається запустити поштовий клієнт,Не вдалося запустити поштовий клієнт,0.9167643189430237
946.0,"Here you can see a list of key bindings, i. e. associations between actions (e. g. 'Copy ') shown in the left column and keys or combination of keys (e. g. Ctrl+V) shown in the right column.","Тут ви можете знайти список прив' язок клавіш, тобто прив’ язки між діями (напр. « Копіювати »), показаними в лівому стовпчику та клавішами або їх комбінаціями (напр., Ctrl+V), у правому.","Тут ви можете бачити список прив' язок клавіш, тобто прив' язок між діями (наприклад, "" Копіювати ""), показаними у лівому стовпчику і клавішами або комбінацією клавіш (наприклад, Ctrl+V), у правому.",0.5317356586456299
947.0,Stop it.,- Досить.,Припини.,0.08902348577976227
948.0,It's open.,Відчинено.,Відкрито.,0.492331326007843
949.0,He has the power to control metal.,"У нього є сила, завдяки якій він контролює метал.",У нього є сила контролювати метал.,0.14812570810317993
950.0,It's December.,Зараз грудень.,Сьогодні грудень.,0.5484174489974976
