Unnamed: 0,de,uk,TRANSLATION,meteor_score
767,Das Leben ist gut.,Життя добре.,Das Leben ist gut.,0.9921875
768,Das Leben ist interessant.,Життя цікаве.,Das Leben ist interessant.,0.9921875
769,Das Leben ist nicht gerecht.,Життя несправедливе.,Das Leben ist ungerecht.,0.600907029478458
770,"Das Leben ist nicht lang, es ist breit!","Життя не довге, воно широке!","Das Leben ist nicht lang, es ist breit.",0.9990234375
771,Das Leben ist schwer.,Життя важке.,Das Leben ist hart.,0.7361111111111112
772,Das Leben ist sehr kurz.,Життя дуже коротке.,Das Leben ist sehr kurz.,0.996
773,Das Leben ist voller Abenteuer.,Життя є повне пригод.,Das Leben ist ein voller Abenteuer.,0.9490196078431373
774,"Das Leben ist zu kurz, um Deutsch zu lernen.","Життя занадто коротке, щоб вивчати німецьку.","Das Leben ist zu kurz, um Deutsch zu lernen.",0.9993141289437586
775,"Das Leben ist zu kurz, um Deutsch zu lernen.","Життя занадто коротке, щоб вивчити німецьку.","Das Leben ist zu kurz, um Deutsch zu lernen.",0.9993141289437586
776,Das Lesen von Romanen ist mein Hobby.,Моє хобі - читання романів.,Mein Hobby ist das Lesen von Romanen.,0.9606413994169096
777,Das Licht ist aus.,Світло вимкнене.,Das Licht ist aus.,0.9921875
778,Das Licht ist aus.,Світло не горить.,Das Licht brennt nicht.,0.46875
779,Das machst du doch mit Absicht!,Ти робиш це навмисно!,Du tust es absichtlich!,0.08620689655172413
780,Das macht mir keine Sorgen.,Я про це не турбуюся.,Ich mache mir darüber keine Sorgen.,0.5010893246187365
781,Das macht neugierig.,Це цікаво.,Das ist interessant.,0.16666666666666666
782,"Das Mädchen ging zur Schule, obwohl sie krank war.","Дівчинка пішла до школи, незважаючи на хворобу.","Obwohl sie krank war, ging sie zur Schule.",0.6432011006649851
783,Das Mädchen half dem Jungen.,Дівчина допомогла хлопцю.,Sie half dem Jungen.,0.600907029478458
784,Das Mädchen hat dem Jungen geholfen.,Дівчина допомогла хлопцю.,Sie half dem Jungen.,0.32327586206896547
785,Das Mädchen hat dem Jungen geholfen.,Дівчина допомогла хлочику.,Sie half dem Hölzchen.,0.08620689655172413
786,Das Mädchen hatte Angst vor ihrem eigenen Schatten.,Дівчинка боялася власної тіні.,Das Mädchen hatte Angst vor seinem Schatten.,0.7454289732770746
787,Das Mädchen ist einsam.,Дівчина самотня.,Das Mädchen ist einsam.,0.9921875
788,Das Mädchen ist hübsch.,Дівчина гарна.,Das Mädchen ist wunderschön.,0.7361111111111112
789,Das Mädchen ist klein für sein Alter.,Дівчинка мала для свого віку.,Das Mädchen war für sein Alter da.,0.6914285714285714
790,Das Mädchen ist schön.,Дівчина гарна.,Das Mädchen ist wunderschön.,0.7361111111111112
791,Das Mädchen singt und tanzt und dann lächelt es mich an.,"Дівчинка співає й танцює, а потім посміхається мені.",Das Mädchen singt und tanzt und lächelt dann zu mir.,0.7145928899082569
792,Das Mädchen singt und tanzt und dann lacht es mich an.,"Дівчинка співає й танцює, а потім посміхається мені.",Das Mädchen singt und tanzt und lächelt dann zu mir.,0.634712600636585
793,Das Mädchen wusch sich die Haare.,Дівчина помила волосся.,Sie hat sich die Haare gewaschen.,0.49074074074074076
794,Das menschliche Gehirn wiegt ungefähr drei Pfund.,Мозок людини важить близько трьох фунтів.,Das menschliche Gehirn wiegt etwa drei Pfund.,0.8412698412698414
795,Das möchte ich mit eigenen Augen sehen.,Я хочу побачити це на власні очі.,Ich möchte es mit eigenen Augen sehen.,0.8035714285714286
796,Das Murmeltier ist unsterblich.,Байбак безсмертний.,Der Bastard ist unsterblich.,0.46875
797,Das Museum ist nun geschlossen.,Музей зараз закритий.,Das Museum ist jetzt geschlossen.,0.7500000000000001
798,Das müsst ihr entscheiden.,Вам вирішувати.,Die Entscheidung liegt bei Ihnen.,0.0
799,Das nächste Jahr wird schlimmer.,Наступний рік буде гіршим.,Das nächste Jahr wird schlimmer.,0.996
800,Das nächste Mal werde ich es selbst machen.,Наступного разу я зроблю його сам.,Das nächste Mal mache ich es alleine.,0.6126582278481013
801,Das nächste Mal werden meine Kommentare auf Russisch sein.,Наступного разу мої коментарі будуть російською.,Das nächste Mal werden meine Kommentare russischer sein.,0.8918539325842695
802,Das Nashorn ist sehr groß.,Носоріг дуже великий.,Nashorn ist sehr groß.,0.8099489795918368
803,Das neue System hat sich als erfolgreich erwiesen.,Нова система виявилась успішною.,Ein neues System hat sich als erfolgreich erwiesen.,0.8737244897959183
804,Das Paar ist gestorben.,Пара померла.,Das Paar starb.,0.48076923076923084
805,Das Papier wurde in China erfunden.,Папір було винайдено в Китаї.,Papier wurde in China erfunden.,0.8440677966101694
806,Das passiert ab und an.,Таке іноді трапляється.,Das passiert manchmal.,0.39062499999999994
807,Das passiert vielleicht nicht.,Цього може не трапитися.,Das kann nicht passieren.,0.25
808,"Das Passwort ist ""Muiriel"".","Пароль - ""Muiriel"".","Das Passwort ist ""Muiriel"".",0.9976851851851852
809,Das Pferd hat Durst.,Кінь хоче пити.,Das Pferd will trinken.,0.46875
810,Das Prinzip „Auge um Auge“ macht die ganze Welt blind.,Око за око - і весь світ стане сліпим.,"Auge um Auge, und die ganze Welt wird blind.",0.5747427175998604
811,"Das Problem ist, dass Sonnenenergie zu teuer ist.","Проблема в тому, що сонячна енергія занадто дорога.","Das Problem ist, dass Sonnenenergie zu teuer ist.",0.9990234375
812,Das Radio ist ausgeschaltet.,Радіо вимкнене.,Der Radio ist abgeschaltet.,0.46875
813,Das Radio ist defekt.,Радіо зламалося.,Das Radio ist kaputt.,0.7361111111111112
814,Das Radio ist kaputt.,Радіо зламалося.,Das Radio ist kaputt.,0.9921875
815,Das riecht aber seltsam.,Але це дивно пахне.,Aber es riecht komisch.,0.25
816,Das Rindfleisch ist zart.,Ця яловичина ніжна.,Dieses Rindfleisch ist zart.,0.7361111111111112
817,Das sagt man nicht mehr.,Так уже не кажуть.,Das wird nicht mehr gesagt.,0.5111111111111111
818,Das scheinen keine Amerikaner zu sein.,"Вони, здається, не американці.",Sie scheinen nicht Amerikaner zu sein.,0.625
819,"Das scheint dir gerecht zu sein, oder?","Тобі здається, що це справедливо, так?","Du denkst, das ist fair, oder?",0.3234880450070324
820,Das Schicksal kannst du nicht überlisten.,Долю не обдуриш.,Ich kann dich nicht täuschen.,0.0847457627118644
821,Das Schiff ist jetzt im Hafen.,Корабель зараз у порту.,Das Schiff ist jetzt im Hafen.,0.9976851851851852
822,Das Schiff transportiert Rohstoffe aus Indonesien.,Корабель перевозить сировину з Індонезії.,Ein Schiff bringt Rohstoffe aus Indonesien,0.625
823,Das Schlimmste ist überstanden.,Найгірше вже позаду.,Das Schlimmste ist vorbei.,0.7361111111111112
824,Das Schloss ist schön.,Замок прекрасний.,Der Vorhang ist wunderschön.,0.125
825,Das schmeckt gut.,Смачно.,Lecker.,0.0
826,Das sind Alkoholiker.,Вони алкоголіки.,Sie sind Alkoholiker.,0.625
827,"Das sind die teuersten Schuhe, die ich je gesehen habe.","Це найдорожчі туфлі, які я коли-небудь бачила.","Das sind die teuersten Schuhe, die ich je gesehen habe.",0.9995
828,Das sind Dummköpfe.,Вони дурні.,Die sind dumm.,0.16666666666666666
829,Das sind Dummköpfe.,Вони ідіоти.,Sie sind Idioten.,0.16666666666666666
830,Das sind Geschenke für meine Freunde.,Це подарунки для моїх друзів.,Das sind Geschenke für meine Freunde.,0.9976851851851852
831,Das sind Geschenke.,Це подарунки.,Es sind Geschenke.,0.625
832,Das sind gute Neuigkeiten.,Це добрі новини.,Das sind gute Nachrichten.,0.7361111111111112
833,Das sind meine Brüder.,Це мої брати.,Das sind meine Brüder.,0.9921875
834,Das sind meine CDs.,Це мої диски.,Das sind meine CDs.,0.9921875
835,Das sind meine Geschwister.,Це мої брати й сестри.,Das sind meine Geschwister.,0.9921875
836,Das sind meine Sachen.,Це мої речі.,Das sind meine Sachen.,0.9921875
837,Das sind nicht meine Bücher.,Це не мої книги.,Das sind nicht meine Bücher.,0.996
838,Das sind Spione.,Вони шпигуни.,Sie sind Spione.,0.625
839,Das sind Vegetarier.,Вони вегетаріанці.,Sie sind Vegetarier.,0.625
840,Das sind Vögel.,Це птахи.,Das sind Vögel.,0.9814814814814815
841,Das Spiel fängt morgen Nachmittag um zwei an.,Гра розпочинається завтра вдень о другій годині.,Das Spiel beginnt morgen um zwei Uhr.,0.5645569620253165
842,Das stimmt nicht.,Це невірно.,Das ist falsch.,0.16666666666666666
843,Das stimmt!,Правильно!,Richtig!,0.0
844,Das stimmt.,Саме так.,Genau.,0.0
845,Das stimmt.,Так.,"Ja, das ist es.",0.22727272727272727
846,Das Symbol ' &amp; ' steht für 'und'.,"Символ "" &amp; "" ставиться замість ""і"".","Das Zeichen &amp; ""bezieht sich anstelle von ""und"".",0.3348214285714286
847,Das Symbol '&' steht für 'und'.,"Символ ""&"" означає ""і"".","""&"" bedeutet ""i"".",0.05681818181818182
848,Das Symbol '&' steht für 'und'.,"Символ ""&"" ставиться замість ""і"".","""&"" steht für ""und"".",0.28714107365792757
849,Das Taxi holte zwei Fahrgäste ab.,Таксі підібрало двох пасажирів.,Das Taxi zog zwei Fahrgäste an.,0.625
850,Da steht eine Blume auf dem Tisch.,На столі квітка.,Auf dem Tisch ist eine Blume.,0.7014492753623188
851,Das Telefon funktioniert im Moment nicht.,Наразі телефон не працює.,Das Telefon funktioniert derzeit nicht.,0.635593220338983
852,Das Telefon funktioniert nicht.,Телефон не працює.,Das Telefon funktioniert nicht.,0.9921875
853,Das Telefon ist außer Betrieb.,Телефон не працює.,Das Telefon funktioniert nicht.,0.38265306122448983
854,Das Telefon ist rot.,Телефон червоний.,Das Telefon ist rot.,0.9921875
855,Das Treffen fand hier statt.,Зустріч була тут.,Ich traf mich hier.,0.10204081632653061
856,Das Treffen fand hier statt.,Зустріч відбувалася тут.,Wir trafen uns hier.,0.10204081632653061
857,Das Treffen ist in zehn Tagen.,Зустріч буде за десять днів.,Wir treffen uns in zehn Tagen.,0.625
858,Das tut mir wirklich leid!,Мені дійсно шкода!,Es tut mir wirklich leid!,0.7937500000000002
859,Das Undenkbare ist passiert.,Трапилося щось неймовірне.,Es war unglaublich.,0.0
860,Das Undenkbare ist passiert.,Трапилося щось немислиме.,Es passierte etwas Unvorhergesehenes.,0.125
861,Das Universum ist grenzenlos.,Всесвіт безмежний.,Das Universum ist unendlich.,0.7361111111111112
862,Das Universum ist unendlich.,Всесвіт безмежний.,Das Universum ist unendlich.,0.9921875
863,Das Unternehmen war von Anfang an ein Reinfall.,Цей проект з самого початку був помилкою.,Dieses Projekt war von Anfang an ein Fehler.,0.6225
864,Das Video ist langweilig.,Це відео нудне.,Das Video ist langweilig.,0.9921875
865,Das war deine Entscheidung.,Це був твій вибір.,Das war deine Wahl.,0.7361111111111112
866,Das wäre ein Fehler.,Це було б помилкою.,Das wäre ein Fehler.,0.9921875
867,Das war ein böser Hase.,Це був злий заєць.,Es war ein böser Hase.,0.7937500000000002
868,Das war eine bescheuerte Idee.,Це була ідіотьска ідея.,Das war eine dumme Idee.,0.7500000000000001
869,Das war eine kluge Entscheidung.,Це було мудре рішення.,Das war eine weise Entscheidung.,0.7500000000000001
870,Das war eine Lüge.,Це була брехня.,Das war eine Lüge.,0.9921875
871,Das war ein Fehler.,Це була помилка.,Das war ein Fehler.,0.9921875
872,"Das wäre zu cool, wenn ich zehn Sprachen sprechen könnte!","Було б так круто, якби я розмовляв десятьма мовами!","Es wäre so cool, wenn ich in zehn Sprachen sprechen würde!",0.6657910689028086
873,Das war genug.,Цього було достатньо.,Das war genug.,0.9814814814814815
874,Das war gut geschrieben.,Це було добре написано.,Das war gut geschrieben.,0.9921875
875,Das war immer so.,Так було завжди.,Das war schon immer so.,0.9146341463414633
876,Das war immer so.,Так завжди було.,Das war schon immer so.,0.9146341463414633
877,Das war kein Fehler.,Це не було помилкою.,Das war kein Fehler.,0.9921875
878,Das war nicht meine Idee.,Це була не моя ідея.,Das war nicht meine Idee.,0.996
879,Das war sicher nicht mit Absicht.,"Я впевнена, що це було ненавмисно.","Ich bin sicher, es war unabsichtlich.",0.16666666666666666
880,Das war sicher nicht mit Absicht.,"Я певен, що це було ненавмисно.","Ich bin sicher, das war unabsichtlich.",0.42592592592592593
881,Das war unser Geheimnis.,Це був наш секрет.,Das war unser Geheimnis.,0.9921875
882,Das war unvermeidlich.,Це було неминуче.,Das war unvermeidlich.,0.9814814814814815
883,Das Wasser im Brunnen war eisig.,Вода в криниці була крижана.,Es war eiskalt im Brunnen.,0.43314500941619577
884,Das Wasser im Brunnen war eiskalt.,Вода в криниці була крижана.,Es war eiskalt im Brunnen.,0.635593220338983
885,Das Wasser ist gut.,Вода добра.,Wasser ist gut.,0.754985754985755
886,Das Wasser ist herrlich!,Вода чудова!,Das Wasser ist großartig!,0.7361111111111112
887,Das Wasser ist nicht kalt.,Вода не холодна.,Das Wasser ist nicht kalt.,0.996
888,Das Wasser ist nicht trinkbar.,Ця вода непридатна для пиття.,Dieses Wasser ist nicht zum Trinken geeignet.,0.5662393162393162
889,Das Wasser ist sauber.,Вода чиста.,Das Wasser ist rein.,0.7361111111111112
890,Das Wasser ist warm.,Вода тепла.,Das Wasser ist warm.,0.9921875
891,Das Wasser schmeckt gut.,Вода добре смакує.,Wasser schmeckt gut.,0.754985754985755
892,Das Wasser war blau.,Вода була блакитна.,Das Wasser war blau.,0.9921875
893,Das weiß ich bereits.,Я вже це знаю.,Das weiß ich schon.,0.7361111111111112
894,Das weiß ich nicht.,Я цього не знаю.,Das weiß ich nicht.,0.9921875
895,Das weiß ich schon.,Я вже знаю.,Ich weiß es schon.,0.375
896,Das weiß ich schon.,Я вже це знаю.,Das weiß ich schon.,0.9921875
897,Das weißt du doch.,Ти вже це знаєш.,Das weißt du schon.,0.7361111111111112
898,Das weißt du ja.,Ти вже це знаєш.,Das weißt du schon.,0.7361111111111112
899,Das Wetter ist heute wunderbar.,Погода сьогодні чудова.,Heute ist das Wetter wunderbar.,0.744
900,Das Wetter war windstill.,Погода була безвітряна.,Die Wetterlage war hoffnungslos.,0.125
901,Das wird dreißig Euro kosten.,Це коштуватиме 30 євро.,Das würde 30 Euro kosten.,0.5111111111111111
902,Das wird einfach.,Це буде легко.,Das wäre leicht.,0.16666666666666666
903,Das wird komisch sein.,Це буде весело.,Das wird lustig.,0.48076923076923084
904,Das wird leicht sein.,Це буде легко.,Das wäre leicht.,0.25641025641025644
905,Das wird lustig sein.,Це буде весело.,Das wird lustig.,0.754985754985755
906,Das wird mein letzter Satz in Englisch sein.,Це буде моє останнє речення англійською.,Das ist mein letzter Satz auf Englisch.,0.5645569620253165
907,Das wird nicht allzu schwierig sein.,Це буде не так вже й складно.,Es wird nicht so schwierig sein.,0.625
908,Das wird nicht funktionieren.,Це не спрацює.,Das wird nicht funktionieren.,0.9921875
909,Das wird nicht klappen.,Це не спрацює.,Das wird nicht funktionieren.,0.7361111111111112
910,Das wird nicht noch einmal passieren.,Цього більше не трапиться.,Das wird nicht mehr passieren.,0.635593220338983
911,Das wird nicht passieren.,Це не станеться.,Das wird nicht passieren.,0.9921875
912,Das wird sich ereignen.,Це трапиться.,Das wird geschehen.,0.48076923076923084
913,Das wird Tom nicht gefallen.,Тому це не сподобається.,Das würde es also nicht gefallen.,0.5010893246187365
914,Das wisst ihr doch.,Ви вже це знаєте.,Das wissen Sie bereits.,0.125
915,Das wisst ihr ja.,Ви вже це знаєте.,Das wissen Sie bereits.,0.125
916,Das wollte ich nicht.,Я не хотів цього.,Das wollte ich nicht.,0.9921875
917,Das Wörterbuch enthält ungefähr eine halbe Million Wörter.,У цьому словнику приблизно півмільйона слів.,Es gibt ungefähr eine halbe Million Wörter in diesem Wörterbuch.,0.7181571815718157
918,Das Wörterbuch hier gehört mir.,Цей словник мій.,Das ist mein Wörterbuch.,0.20408163265306123
919,Das Wort wird nicht mehr benutzt.,Це слово більше не використовується.,Dieses Wort wird nicht mehr verwendet.,0.6614583333333333
920,Das wusste ich nicht.,Я цього не знала.,Das wusste ich nicht.,0.9921875
921,Das Zimmer hat zwei Fenster.,Ця кімната має два вікна.,Dieser Raum hat zwei Fenster.,0.5888888888888889
922,Das Zimmer ist leer.,Кімната пуста.,Das Zimmer ist leer.,0.9921875
923,Das Zimmer war abgeschlossen.,Кімната була замкнена.,Das Zimmer war verschlossen.,0.7361111111111112
924,Das Zimmer wird morgen angestrichen.,Кімнату завтра пофарбують.,Morgen wird das Zimmer gestrichen.,0.6312500000000001
925,Das Zusehen schmerzte.,На це було боляче дивитися.,"Es tat weh, das zu sehen.",0.15151515151515152
926,Das zweite Semester hat geendet.,Закінчився другий семестр.,Das zweite Semester ist vorbei.,0.5888888888888889
927,David ist zu Hause.,Давид вдома.,David ist zu Hause.,0.9921875
928,Davon könnt ihr nur träumen.,Вам про це тільки мріяти.,Das ist nur ein Traum.,0.10000000000000002
929,Da war niemand im Garten.,У саду нікого не було.,Niemand war im Garten.,0.6441326530612245
930,Dazu bin ich zu alt.,Я для цього занадто стара.,Ich bin zu alt dafür.,0.6312500000000001
931,"Dein Bruder hat geheiratet, oder?","Твій брат одружився, чи не так?","Dein Bruder hat geheiratet, nicht wahr?",0.7934426229508196
932,Deine Antwort ist falsch.,Твоя відповідь невірна.,Deine Antwort ist falsch.,0.9921875
933,Deine Frisur gefällt mir nicht.,Мені не подобається твоя зачіска.,Ich mag deine Frisur nicht.,0.5111111111111111
934,Deine Haare sind nicht einmal nass.,Твоє волосся навіть не мокре.,Dein Haar ist auch nicht nass.,0.5260416666666666
935,Deine Haare sind zu lang.,Твоє волосся задовге.,Dein Haar ist zu lang.,0.7500000000000001
936,Deine Ideen sind ziemlich altmodisch.,Твої ідеї досить старомодні.,Deine Ideen sind ziemlich altmodisch.,0.996
937,Deine Krawatte sitzt schief.,У тебе перекосилася краватка.,Du hast eine Krawatte zugeknöpft.,0.12195121951219512
938,Deine Mannschaft ist stärker als unsere.,Твоя команда сильніша від нашої.,Dein Team ist stärker als unser Team.,0.7934426229508196
939,Deine Mannschaft ist stärker als unsere.,"Твоя команда сильніша, ніж наша.",Dein Team ist stärker als unser Team.,0.7934426229508196
940,Deine Meinung interessiert mich nicht.,Мене не цікавить ваша думка.,Ihre Meinung interessiert mich nicht.,0.7937500000000002
941,Deine Meinung ist sehr konstruktiv.,Твоя думка дуже конструктивна.,Du hast eine sehr konstruktive Idee.,0.09803921568627452
942,Deine Mutter ist ein Computer.,Твоя мати - комп'ютер.,Deine Mutter ist ein Computer.,0.996
943,Deine Mutter wird mich umbringen.,Твоя мама мене вб'є.,Deine Mutter wird mich umbringen.,0.996
944,Dein Englisch ist perfekt.,У тебе досконала англійська.,Du hast perfektes Englisch.,0.25
945,Dein Erfolg ist das Ergebnis deiner harten Arbeit.,Твій успіх - результат твоєї важкої праці.,Dein Erfolg ist das Ergebnis deiner harten Arbeit.,0.9990234375
946,Dein Französisch ist perfekt.,У тебе досконала французька.,Du hast perfekte Französisch.,0.25
947,Dein Französisch ist schon viel besser geworden.,Твоя французька стала набагато краща.,Dein Französisch ist viel besser geworden.,0.8534621578099838
948,Dein Freund ist hier.,Твій друг тут.,Dein Freund ist hier.,0.9921875
949,Dein Führerschein ist abgelaufen.,Твої водійські права прострочені.,Ihre Führerscheine sind überfällig.,0.125
950,Dein Geld brauch ich nicht. Ich brauche deine Zeit.,Мені не потрібні твої гроші. Мені потрібен твій час.,Ich brauche dein Geld nicht.,0.5186046511627908
951,Dein Haus ist fantastisch.,Твій будинок просто фантастичний.,Dein Haus ist fantastisch.,0.9921875
952,Dein Haus muss repariert werden.,Твій будинок потребує ремонту.,Dein Haus muss repariert werden.,0.996
953,Dein Hund biss mich in die Hand.,Твій собака вкусив мене за руку.,Dein Hund hat mich am Arm gebissen.,0.3650793650793651
954,Dein Hund hat mich in die Hand gebissen.,Твій собака вкусив мене за руку.,Dein Hund hat mich am Arm gebissen.,0.6126582278481013
955,Dein Kleid gefällt mir.,Мені подобається твоя сукня.,Ich mag dein Kleid.,0.46875
956,Dein Kleid ist schon nicht mehr in Mode.,Твоє плаття вже вийшло з моди.,Dein Kleid ist aus der Mode gekommen.,0.4746835443037974
957,Dein Reißverschluss ist offen.,У тебе розстебнута ширінька!,Du hast ein gespicktes Gemäuer!,0.0
958,Dein Vorschlag gefällt mir.,Мені подобається твоя пропозиція.,Ich mag dein Angebot.,0.125
959,Dein Wort in Gottes Ohr!,Твої б слова та богу в вуха!,Deine Worte und Worte wären mir zu Ohren gekommen.,0.1851851851851852
960,Delfine und Wale sind keine Fische.,Детьфіни та кити не риби.,Delphine und Wale sind keine Fische.,0.8300000000000002
961,"Dem nach zu urteilen, was sie sagt, ist er schuldig.","Судячи з того, що вона каже, він винний.","Er ist für das, was sie sagt, verantwortlich.",0.45510204081632655
962,Den Apfel habe ich gegessen.,Я з'їв яблуко.,Ich aß den Apfel.,0.5215419501133786
963,Den Film will ich noch einmal sehen.,Я хочу подивитися цей фільм ще раз.,Ich will den Film noch einmal sehen.,0.9067055393586005
964,Denke an deine Zukunft!,Подумай про своє майбутнє.,Denk an deine Zukunft.,0.9921875
965,"Denke daran, dass du Staub bist.","Пам’ятай, що ти порох.","Vergiß nicht, daß du Staub bist.",0.49074074074074076
966,Denke darüber nach.,Поміркуй над цим.,Denken wir einmal darüber nach.,0.5859375
967,"Denken Sie, Tom ist betrunken?","Гадаєте, Том п'яний?","Glauben Sie, Tom ist betrunken?",0.8300000000000002
968,Denke über deine Zukunft nach!,Подумай про своє майбутнє.,Denk an deine Zukunft.,0.5215419501133786
969,Denk mal drüber nach.,"Подумай про це, будь ласка.","Denken Sie darüber nach, bitte.",0.12195121951219512
970,Denkst du auf Französisch?,Ти думаєш французькою?,Findest du Französisch?,0.5215419501133786
971,"Denkst du, dass ich meine Zeit vertue?","Гадаєш, я марную свій час?","Glaubst du, ich verschwende meine Zeit?",0.4708860759493671
972,"Denkst du, Tom ist betrunken?","Гадаєш, Том п'яний?","Glaubst du, Tom ist betrunken?",0.8300000000000002
973,"Denkt ihr, Tom ist betrunken?","Гадаєте, Том п'яний?","Glauben Sie, Tom ist betrunken?",0.6614583333333333
974,Den Studenten gefällt es.,Студентам він подобається.,Den Studenten gefällt er.,0.7361111111111112
975,Den Tapferen hilft das Glück.,Доля посміхається сміливим.,Das Schicksal lächelt mutig.,0.10204081632653061
976,Der Affe fiel vom Baum.,Мавпа упала з дерева.,Der Affe ist vom Baum gefallen.,0.7352941176470589
977,Der alte Hund bellte.,Старий пес загавкав.,Der alte Hund ist eingebrochen.,0.7181571815718157
978,Der alte Mann gab ihr eine kleine Puppe.,Цей дідусь подарував їй маленьку ляльку.,Er schenkte ihr eine kleine Puppe.,0.5088141025641026
979,Der Alte schenkte ihr eine kleine Puppe.,Цей дідусь подарував їй маленьку ляльку.,Er schenkte ihr eine kleine Puppe.,0.7217391304347825
980,Der Anfang der Geschichte ist interessant.,Початок розповіді цікавий.,Der Beginn der Geschichte ist interessant.,0.8066666666666668
981,Der Antisemitismus ist der Sozialismus der dummen Kerle.,Антисемитизм - це соціалізм для дурнів.,Antisemitismus ist der Sozialismus der Narren.,0.6384615384615385
982,Der Apfel fiel vom Baum.,Яблуко впало з дерева.,Ein Apfel fiel vom Baum.,0.7937500000000002
983,Der Apfel ist gelb.,Це яблуко жовте.,Das ist ein gelber Apfel.,0.24390243902439024
984,Der Apfel ist gelb.,Яблуко жовте.,Der Apfel ist gelb.,0.9921875
985,Der Apfel ist noch nicht reif.,Яблуко ще не стигле.,Der Apfel ist noch nicht reif.,0.9976851851851852
986,Der Apfel ist vom Baum gefallen.,Яблуко впало з дерева.,Ein Apfel fiel vom Baum.,0.43314500941619577
987,Der Architekt adaptierte das Haus an die Bedürfnisse alter Menschen.,Архітектор пристосував будинок під потреби похилих людей.,Der Architekt installierte ein Gebäude für die Älteren.,0.2607709750566893
988,"Der Arzt riet ihm ihm, mit dem Rauchen aufzuhören.",Лікар порадив йому кинути палити.,"Der Arzt riet ihm, das Rauchen aufzugeben.",0.5068181818181817
989,Der Aufzug funktioniert heute nicht.,Ліфт сьогодні не працює.,Der Lift läuft heute nicht mehr.,0.5010893246187365
990,Der Ausländer konnte überhaupt kein Japanisch.,Іноземець взагалі не знав японської.,Die Japaner kannten ihn überhaupt nicht.,0.08333333333333333
991,Der Autor hat einen schönen Stil.,У автора гарний стиль.,Der Autor hat einen guten Stil.,0.8066666666666668
992,Der Bahnhof ist ganz in der Nähe des Hotels.,Станція знаходиться біля готелю.,Die Station befindet sich in der Nähe des Hotels.,0.5533333333333333
993,Der Bär frisst einen Apfel.,Ведмідь їсть яблуко.,Der Bär ißt einen Apfel.,0.7500000000000001
994,Der Bär hat einen kurzen Schwanz.,У ведмедя короткий хвіст.,Der Bär hat einen kurzen Schwanz.,0.9976851851851852
995,Der Baum ist grün.,Дерево зелене.,Ein grüner Baum.,0.12820512820512822
996,Der Beamer funktioniert nicht.,Проектор не працює.,Der Projektor funktioniert nicht.,0.6388888888888888
997,Der Beamer geht nicht.,Проектор не працює.,Der Projektor funktioniert nicht.,0.25
998,Der Berg ist mit Schnee bedeckt.,Гора вкрита снігом.,Der Berg ist mit Schnee bedeckt.,0.9976851851851852
999,Der Bleistift ist schwarz.,Олівець чорний.,Der Bleistift ist schwarz.,0.9921875
