Unnamed: 0,de,uk,TRANSLATION,BLEURT_Score,UK
697.0,Das ist nicht Tom.,Це не Том.,Das ist nicht Tom.,0.9213727712631226,
698.0,Das ist nicht unmöglich.,Це не неможливо.,Das ist unmöglich.,0.3083984851837158,
699.0,Das ist nicht verkäuflich.,Це не на продаж.,Das ist nicht der Verkauf.,0.5513272881507874,
700.0,"Das ist nicht, was ich bestellt habe.",Я не це замовляв.,Das habe ich nicht gesagt.,-0.306814968585968,
701.0,"Das ist nicht, was ich bestellt habe.",Я не це замовляла.,Das habe ich nicht bestellt.,0.2439015954732895,
702.0,Das ist nicht wichtig.,Це не має значення.,Das spielt keine Rolle.,-1.058085560798645,
703.0,Das ist nicht zum Lachen!,Це не смішно!,Das ist nicht witzig!,-0.38035452365875244,
704.0,Das ist nicht zum Lachen!,Це не смішно.,Das ist nicht witzig.,-0.5331153273582458,
705.0,Das ist nur ein Placebo.,Це лише плацебо.,Das ist nur ein Placebo.,0.9242056608200073,
706.0,Das ist original.,Оригінально.,Original.,-0.8341866731643677,
707.0,Das ist reine Zeitverschwendung.,Це тільки даремна трата часу.,Es ist nur eine Zeitverschwendung.,0.3801490068435669,
708.0,Das ist richtig!,Вірно!,Genau!,-1.0767182111740112,
709.0,Das ist Sabotage.,Це саботаж.,Das ist der Sabotdoba.,-0.8356715440750122,
710.0,Das ist schon aus der Mode.,Це вже не в моді.,Das ist nicht mehr in der Mode.,-0.2385975867509842,
711.0,Das ist sehr großzügig von Ihnen.,Це дуже великодушно з вашого боку.,Das ist sehr großzügig von Ihnen.,0.9062104225158691,
712.0,Das ist sehr schlecht.,Це дуже погано.,Das ist sehr schlecht.,0.9166606664657593,
713.0,Das ist sehr teuer.,Це надзвичайно дорого.,Das ist sehr teuer.,0.9186593890190125,
714.0,Das ist sehr unprofessionell.,Це дуже непрофесійно.,Das ist sehr unprofessionell.,0.9314374923706055,
715.0,Das ist sein Auto.,Це його машина.,Das ist sein Auto.,0.9239495992660522,
716.0,Das ist seine Formel.,Це його формула.,Das ist seine Formel.,0.9227107763290405,
717.0,Das ist seine Meinung.,Це його думка.,Das ist seine Meinung.,0.9117108583450317,
718.0,Das ist sein Haus.,Цей будинок належить йому.,Dieses Haus gehört ihm.,-0.847132682800293,
719.0,Das ist sein Pferd.,Це її кінь.,Es ist ihr Pferd.,-0.05995360016822815,
720.0,Das ist sein Pferd.,Це його кінь.,Es ist sein Pferd.,0.4539201855659485,
721.0,Das ist so klar wie Kloßbrühe.,Це ясно як божий день.,Es ist klar wie ein Tag für Gott.,0.0028784573078155518,
722.0,Das ist so langweilig.,Це так нудно.,Es ist so langweilig.,0.5851753354072571,
723.0,"Das ist Tom, mein Kollege.","Це Том, мій колега.","Das ist Tom, mein Kollege.",0.9045973420143127,
724.0,Das ist Toms Familie.,Це родина Тома.,Das ist Toms Familie.,0.9199861288070679,
725.0,Das ist Toms Job.,Це робота Тома.,Das ist Toms Werk.,-0.4880852699279785,
726.0,Das ist Toms Schirm.,Це парасолька Тома.,Das ist Toms Schirm.,0.9268379211425781,
727.0,Das ist Toms Vater.,Це тато Тома.,Das ist Dad Tom.,-0.5889173746109009,
728.0,Das ist Tom.,Це Том.,Das ist Tom.,0.9202142953872681,
729.0,Das ist ungewöhnlich.,Це незвично.,Das ist ungewöhnlich.,0.9205467700958252,
730.0,Das ist unmöglich.,Це неможливо.,Das ist unmöglich.,0.9282792806625366,
731.0,Das ist unser Auto.,Це наша машина.,Das ist unser Auto.,0.9207135438919067,
732.0,Das ist unser Baseballplatz.,Це наше бейсбольне поле.,Das ist unser Baseballfeld.,-0.2186269909143448,
733.0,Das ist unsere Chance.,Це наш шанс.,Das ist unsere Chance.,0.9168906211853027,
734.0,Das ist unsere Schule.,Це наша школа.,Das ist unsere Schule.,0.9170215725898743,
735.0,Das ist verständlich.,Це зрозуміло.,Das ist verständlich.,0.9158011078834534,
736.0,Das ist völlig verständlich.,Це цілком зрозуміло.,Das ist verständlich.,0.11658710986375809,
737.0,Das ist von meinem Vater.,Це належить батьку.,Das gehört meinem Vater.,0.5254849791526794,
738.0,Das ist von Tom.,Це від Тома.,Das ist von Tom.,0.9091471433639526,
739.0,Das ist vor drei Tagen passiert.,Це було три дні тому.,Das war vor drei Tagen.,-0.09959830343723297,
740.0,Das ist Wasser.,Це вода.,Das ist Wasser.,0.9387435913085938,
741.0,Das ist wirklich eine nette Überraschung!,Це насправді добрий сюрприз!,Das ist wirklich eine schöne Überraschung!,0.5600931644439697,
742.0,Das ist wirklich großartig!,Це дивовижно!,Das ist großartig!,0.22927463054656982,
743.0,Das ist wirklich traurig.,Це справді сумно.,Das ist wirklich traurig.,0.9240645170211792,
744.0,Das ist zu teuer.,Це задорого!,Das ist zu teuer!,0.8601306676864624,
745.0,Das ist zu teuer!,Це занадто дорого!,Das ist zu teuer!,0.9146973490715027,
746.0,Das ist zu teuer.,Це занадто дорого!,Das ist zu teuer!,0.8601306676864624,
747.0,Das Jobangebot steht noch.,Пропозиція роботи ще в силі.,"Das Angebot, etwas zu tun, ist immer noch gültig.",-0.7101053595542908,
748.0,Das kann jeder.,Будь-хто може це зробити.,Jeder kann es.,-0.08839701116085052,
749.0,Das kann jeder.,Кожен може це зробити.,Jeder kann es.,-0.08839701116085052,
750.0,Das kann man in jedem Wörterbuch nachsehen.,Це є в будь-якому словнику.,Das ist in jedem Wörterbuch.,-0.24089212715625763,
751.0,Das kann nur sie sein.,Це може бути лише вона.,Es kann nur sie sein.,0.39269065856933594,
752.0,Das kannst du nicht machen.,Не можна цього робити.,Das kannst du nicht machen.,0.9161813259124756,
753.0,Das Kind folgte mir zum Park.,Дитина пішла за мною до парку.,Mein Kind folgte mir in den Park.,0.3802509307861328,
754.0,Das klingt vernünftig.,Звучить резонно.,Hört sich richtig an.,-1.0846376419067383,
755.0,Das klippklar.,Це ясно як божий день.,Es ist klar wie ein Tag für Gott.,-0.42828458547592163,
756.0,Das Klopapier ist alle!,Закінчився туалетний папір!,Das Toilettenpapier ist fertig!,-0.5429012775421143,
757.0,Das kommt auf den Zusammenhang an.,Це залежить від контексту.,Das hängt vom Kontext ab.,-0.8406988382339478,
758.0,Das kommt mir spanisch vor.,Для мене це китайська грамота.,Für mich ist das eine chinesische Urkunde.,-0.8338167667388916,
759.0,Das könnte dich vielleicht interessieren.,Це може тебе зацікавити.,Das mag dich interessieren.,-0.06715889275074005,
760.0,Das Konzert fängt gleich an.,Концерт скоро розпочнеться.,Das Konzert beginnt bald.,-0.9396036863327026,
761.0,Das Konzert war ein Erfolg.,Концерт мав успіх.,Das Konzert war erfolgreich.,0.5218290090560913,
762.0,Das Land braucht eure Hilfe.,Країні потрібна ваша допомога.,Das Land braucht Ihre Hilfe.,0.08416004478931427,
763.0,Das Land braucht Ihre Hilfe.,Країні потрібна ваша допомога.,Das Land braucht Ihre Hilfe.,0.9173105955123901,
764.0,Das Land erklärte seine Unabhängigkeit am 7. September 1822.,Країна проголосила незалежність сьомого вересня тисяча вісімсот двадцять другого року.,September eintausendachtzigundzwanzig Jahre lang Unabhängigkeit erklärten.,-0.6792756915092468,
765.0,Das Laub des Baumes wurde gelb.,Листя на дереві пожовтіло.,Das Blatt am Baum war verblüfft.,-1.2200733423233032,
766.0,Das Leben geht weiter.,Життя триває.,Das Leben geht weiter.,0.9209544658660889,
767.0,Das Leben ist gut.,Життя добре.,Das Leben ist gut.,0.9201056361198425,
768.0,Das Leben ist interessant.,Життя цікаве.,Das Leben ist interessant.,0.9185014963150024,
769.0,Das Leben ist nicht gerecht.,Життя несправедливе.,Das Leben ist ungerecht.,-0.5457979440689087,
770.0,"Das Leben ist nicht lang, es ist breit!","Життя не довге, воно широке!","Das Leben ist nicht lang, es ist breit.",0.848569929599762,
771.0,Das Leben ist schwer.,Життя важке.,Das Leben ist hart.,-0.1462440937757492,
772.0,Das Leben ist sehr kurz.,Життя дуже коротке.,Das Leben ist sehr kurz.,0.9180166721343994,
773.0,Das Leben ist voller Abenteuer.,Життя є повне пригод.,Das Leben ist ein voller Abenteuer.,0.9108614921569824,
774.0,"Das Leben ist zu kurz, um Deutsch zu lernen.","Життя занадто коротке, щоб вивчати німецьку.","Das Leben ist zu kurz, um Deutsch zu lernen.",0.9036849141120911,
775.0,"Das Leben ist zu kurz, um Deutsch zu lernen.","Життя занадто коротке, щоб вивчити німецьку.","Das Leben ist zu kurz, um Deutsch zu lernen.",0.9036849141120911,
776.0,Das Lesen von Romanen ist mein Hobby.,Моє хобі - читання романів.,Mein Hobby ist das Lesen von Romanen.,0.761008620262146,
777.0,Das Licht ist aus.,Світло вимкнене.,Das Licht ist aus.,0.9057669639587402,
778.0,Das Licht ist aus.,Світло не горить.,Das Licht brennt nicht.,-0.059707239270210266,
779.0,Das machst du doch mit Absicht!,Ти робиш це навмисно!,Du tust es absichtlich!,-0.5525597929954529,
780.0,Das macht mir keine Sorgen.,Я про це не турбуюся.,Ich mache mir darüber keine Sorgen.,0.6795953512191772,
781.0,Das macht neugierig.,Це цікаво.,Das ist interessant.,-1.0589510202407837,
782.0,"Das Mädchen ging zur Schule, obwohl sie krank war.","Дівчинка пішла до школи, незважаючи на хворобу.","Obwohl sie krank war, ging sie zur Schule.",0.4033607840538025,
783.0,Das Mädchen half dem Jungen.,Дівчина допомогла хлопцю.,Sie half dem Jungen.,-0.13579003512859344,
784.0,Das Mädchen hat dem Jungen geholfen.,Дівчина допомогла хлопцю.,Sie half dem Jungen.,-0.9095137119293213,
785.0,Das Mädchen hat dem Jungen geholfen.,Дівчина допомогла хлочику.,Sie half dem Hölzchen.,-0.7055527567863464,
786.0,Das Mädchen hatte Angst vor ihrem eigenen Schatten.,Дівчинка боялася власної тіні.,Das Mädchen hatte Angst vor seinem Schatten.,0.21507063508033752,
787.0,Das Mädchen ist einsam.,Дівчина самотня.,Das Mädchen ist einsam.,0.9195346832275391,
788.0,Das Mädchen ist hübsch.,Дівчина гарна.,Das Mädchen ist wunderschön.,-0.35620832443237305,
789.0,Das Mädchen ist klein für sein Alter.,Дівчинка мала для свого віку.,Das Mädchen war für sein Alter da.,0.2487051635980606,
790.0,Das Mädchen ist schön.,Дівчина гарна.,Das Mädchen ist wunderschön.,0.04950277507305145,
791.0,Das Mädchen singt und tanzt und dann lächelt es mich an.,"Дівчинка співає й танцює, а потім посміхається мені.",Das Mädchen singt und tanzt und lächelt dann zu mir.,0.14995907247066498,
792.0,Das Mädchen singt und tanzt und dann lacht es mich an.,"Дівчинка співає й танцює, а потім посміхається мені.",Das Mädchen singt und tanzt und lächelt dann zu mir.,0.10960517823696136,
793.0,Das Mädchen wusch sich die Haare.,Дівчина помила волосся.,Sie hat sich die Haare gewaschen.,-0.2519952058792114,
794.0,Das menschliche Gehirn wiegt ungefähr drei Pfund.,Мозок людини важить близько трьох фунтів.,Das menschliche Gehirn wiegt etwa drei Pfund.,0.3483823537826538,
795.0,Das möchte ich mit eigenen Augen sehen.,Я хочу побачити це на власні очі.,Ich möchte es mit eigenen Augen sehen.,0.8874506950378418,
796.0,Das Murmeltier ist unsterblich.,Байбак безсмертний.,Der Bastard ist unsterblich.,-0.3856067657470703,
797.0,Das Museum ist nun geschlossen.,Музей зараз закритий.,Das Museum ist jetzt geschlossen.,0.07910661399364471,
798.0,Das müsst ihr entscheiden.,Вам вирішувати.,Die Entscheidung liegt bei Ihnen.,-0.22982056438922882,
799.0,Das nächste Jahr wird schlimmer.,Наступний рік буде гіршим.,Das nächste Jahr wird schlimmer.,0.9175199866294861,
800.0,Das nächste Mal werde ich es selbst machen.,Наступного разу я зроблю його сам.,Das nächste Mal mache ich es alleine.,-0.1870398074388504,
801.0,Das nächste Mal werden meine Kommentare auf Russisch sein.,Наступного разу мої коментарі будуть російською.,Das nächste Mal werden meine Kommentare russischer sein.,0.7477247714996338,
802.0,Das Nashorn ist sehr groß.,Носоріг дуже великий.,Nashorn ist sehr groß.,0.8728386163711548,
803.0,Das neue System hat sich als erfolgreich erwiesen.,Нова система виявилась успішною.,Ein neues System hat sich als erfolgreich erwiesen.,0.8472048044204712,
804.0,Das Paar ist gestorben.,Пара померла.,Das Paar starb.,-1.0385982990264893,
805.0,Das Papier wurde in China erfunden.,Папір було винайдено в Китаї.,Papier wurde in China erfunden.,0.6475345492362976,
806.0,Das passiert ab und an.,Таке іноді трапляється.,Das passiert manchmal.,-0.7666130065917969,
807.0,Das passiert vielleicht nicht.,Цього може не трапитися.,Das kann nicht passieren.,-0.08617676794528961,
808.0,"Das Passwort ist ""Muiriel"".","Пароль - ""Muiriel"".","Das Passwort ist ""Muiriel"".",0.9184638261795044,
809.0,Das Pferd hat Durst.,Кінь хоче пити.,Das Pferd will trinken.,-0.7204821109771729,
810.0,Das Prinzip „Auge um Auge“ macht die ganze Welt blind.,Око за око - і весь світ стане сліпим.,"Auge um Auge, und die ganze Welt wird blind.",-0.26036936044692993,
811.0,"Das Problem ist, dass Sonnenenergie zu teuer ist.","Проблема в тому, що сонячна енергія занадто дорога.","Das Problem ist, dass Sonnenenergie zu teuer ist.",0.905754804611206,
812.0,Das Radio ist ausgeschaltet.,Радіо вимкнене.,Der Radio ist abgeschaltet.,0.38538265228271484,
813.0,Das Radio ist defekt.,Радіо зламалося.,Das Radio ist kaputt.,-0.3073495030403137,
814.0,Das Radio ist kaputt.,Радіо зламалося.,Das Radio ist kaputt.,0.9357939958572388,
815.0,Das riecht aber seltsam.,Але це дивно пахне.,Aber es riecht komisch.,-0.28865188360214233,
816.0,Das Rindfleisch ist zart.,Ця яловичина ніжна.,Dieses Rindfleisch ist zart.,0.05557195842266083,
817.0,Das sagt man nicht mehr.,Так уже не кажуть.,Das wird nicht mehr gesagt.,-0.2825039029121399,
818.0,Das scheinen keine Amerikaner zu sein.,"Вони, здається, не американці.",Sie scheinen nicht Amerikaner zu sein.,0.48541170358657837,
819.0,"Das scheint dir gerecht zu sein, oder?","Тобі здається, що це справедливо, так?","Du denkst, das ist fair, oder?",-0.577788233757019,
820.0,Das Schicksal kannst du nicht überlisten.,Долю не обдуриш.,Ich kann dich nicht täuschen.,-0.4880688190460205,
821.0,Das Schiff ist jetzt im Hafen.,Корабель зараз у порту.,Das Schiff ist jetzt im Hafen.,0.9127299785614014,
822.0,Das Schiff transportiert Rohstoffe aus Indonesien.,Корабель перевозить сировину з Індонезії.,Ein Schiff bringt Rohstoffe aus Indonesien,0.10187029838562012,
823.0,Das Schlimmste ist überstanden.,Найгірше вже позаду.,Das Schlimmste ist vorbei.,0.06033980846405029,
824.0,Das Schloss ist schön.,Замок прекрасний.,Der Vorhang ist wunderschön.,-0.37167805433273315,
825.0,Das schmeckt gut.,Смачно.,Lecker.,-1.396653175354004,
826.0,Das sind Alkoholiker.,Вони алкоголіки.,Sie sind Alkoholiker.,0.4897260069847107,
827.0,"Das sind die teuersten Schuhe, die ich je gesehen habe.","Це найдорожчі туфлі, які я коли-небудь бачила.","Das sind die teuersten Schuhe, die ich je gesehen habe.",0.9110850691795349,
828.0,Das sind Dummköpfe.,Вони дурні.,Die sind dumm.,-0.37574052810668945,
829.0,Das sind Dummköpfe.,Вони ідіоти.,Sie sind Idioten.,-0.9229909181594849,
830.0,Das sind Geschenke für meine Freunde.,Це подарунки для моїх друзів.,Das sind Geschenke für meine Freunde.,0.9020237922668457,
831.0,Das sind Geschenke.,Це подарунки.,Es sind Geschenke.,0.8200993537902832,
832.0,Das sind gute Neuigkeiten.,Це добрі новини.,Das sind gute Nachrichten.,0.058289751410484314,
833.0,Das sind meine Brüder.,Це мої брати.,Das sind meine Brüder.,0.9096728563308716,
834.0,Das sind meine CDs.,Це мої диски.,Das sind meine CDs.,0.9134742617607117,
835.0,Das sind meine Geschwister.,Це мої брати й сестри.,Das sind meine Geschwister.,0.9083229303359985,
836.0,Das sind meine Sachen.,Це мої речі.,Das sind meine Sachen.,0.9075442552566528,
837.0,Das sind nicht meine Bücher.,Це не мої книги.,Das sind nicht meine Bücher.,0.90763920545578,
838.0,Das sind Spione.,Вони шпигуни.,Sie sind Spione.,0.391144335269928,
839.0,Das sind Vegetarier.,Вони вегетаріанці.,Sie sind Vegetarier.,0.3914225995540619,
840.0,Das sind Vögel.,Це птахи.,Das sind Vögel.,0.897145688533783,
841.0,Das Spiel fängt morgen Nachmittag um zwei an.,Гра розпочинається завтра вдень о другій годині.,Das Spiel beginnt morgen um zwei Uhr.,-0.17297782003879547,
842.0,Das stimmt nicht.,Це невірно.,Das ist falsch.,-0.9073898792266846,
843.0,Das stimmt!,Правильно!,Richtig!,-1.2918426990509033,
844.0,Das stimmt.,Саме так.,Genau.,-1.1754764318466187,
845.0,Das stimmt.,Так.,"Ja, das ist es.",-0.6703407764434814,
846.0,Das Symbol ' &amp; ' steht für 'und'.,"Символ "" &amp; "" ставиться замість ""і"".","Das Zeichen &amp; ""bezieht sich anstelle von ""und"".",-1.0207877159118652,
847.0,Das Symbol '&' steht für 'und'.,"Символ ""&"" означає ""і"".","""&"" bedeutet ""i"".",-1.2996073961257935,
848.0,Das Symbol '&' steht für 'und'.,"Символ ""&"" ставиться замість ""і"".","""&"" steht für ""und"".",-0.5532277822494507,
849.0,Das Taxi holte zwei Fahrgäste ab.,Таксі підібрало двох пасажирів.,Das Taxi zog zwei Fahrgäste an.,-0.012823596596717834,
850.0,Da steht eine Blume auf dem Tisch.,На столі квітка.,Auf dem Tisch ist eine Blume.,0.1077059954404831,
851.0,Das Telefon funktioniert im Moment nicht.,Наразі телефон не працює.,Das Telefon funktioniert derzeit nicht.,0.26177161931991577,
852.0,Das Telefon funktioniert nicht.,Телефон не працює.,Das Telefon funktioniert nicht.,0.9166330099105835,
853.0,Das Telefon ist außer Betrieb.,Телефон не працює.,Das Telefon funktioniert nicht.,-0.836689293384552,
854.0,Das Telefon ist rot.,Телефон червоний.,Das Telefon ist rot.,0.9273537397384644,
855.0,Das Treffen fand hier statt.,Зустріч була тут.,Ich traf mich hier.,-0.7631616592407227,
856.0,Das Treffen fand hier statt.,Зустріч відбувалася тут.,Wir trafen uns hier.,-1.1249103546142578,
857.0,Das Treffen ist in zehn Tagen.,Зустріч буде за десять днів.,Wir treffen uns in zehn Tagen.,0.029947176575660706,
858.0,Das tut mir wirklich leid!,Мені дійсно шкода!,Es tut mir wirklich leid!,0.6585272550582886,
859.0,Das Undenkbare ist passiert.,Трапилося щось неймовірне.,Es war unglaublich.,-1.0498684644699097,
860.0,Das Undenkbare ist passiert.,Трапилося щось немислиме.,Es passierte etwas Unvorhergesehenes.,-0.6574920415878296,
861.0,Das Universum ist grenzenlos.,Всесвіт безмежний.,Das Universum ist unendlich.,0.204537495970726,
862.0,Das Universum ist unendlich.,Всесвіт безмежний.,Das Universum ist unendlich.,0.9242035746574402,
863.0,Das Unternehmen war von Anfang an ein Reinfall.,Цей проект з самого початку був помилкою.,Dieses Projekt war von Anfang an ein Fehler.,-0.619202196598053,
864.0,Das Video ist langweilig.,Це відео нудне.,Das Video ist langweilig.,0.9288239479064941,
865.0,Das war deine Entscheidung.,Це був твій вибір.,Das war deine Wahl.,-0.11082179844379425,
866.0,Das wäre ein Fehler.,Це було б помилкою.,Das wäre ein Fehler.,0.9127614498138428,
867.0,Das war ein böser Hase.,Це був злий заєць.,Es war ein böser Hase.,0.8399441242218018,
868.0,Das war eine bescheuerte Idee.,Це була ідіотьска ідея.,Das war eine dumme Idee.,0.08881306648254395,
869.0,Das war eine kluge Entscheidung.,Це було мудре рішення.,Das war eine weise Entscheidung.,0.23908066749572754,
870.0,Das war eine Lüge.,Це була брехня.,Das war eine Lüge.,0.9121517539024353,
871.0,Das war ein Fehler.,Це була помилка.,Das war ein Fehler.,0.9153815507888794,
872.0,"Das wäre zu cool, wenn ich zehn Sprachen sprechen könnte!","Було б так круто, якби я розмовляв десятьма мовами!","Es wäre so cool, wenn ich in zehn Sprachen sprechen würde!",0.21144349873065948,
873.0,Das war genug.,Цього було достатньо.,Das war genug.,0.9144970774650574,
874.0,Das war gut geschrieben.,Це було добре написано.,Das war gut geschrieben.,0.9128472805023193,
875.0,Das war immer so.,Так було завжди.,Das war schon immer so.,0.4089902639389038,
876.0,Das war immer so.,Так завжди було.,Das war schon immer so.,0.4089902639389038,
877.0,Das war kein Fehler.,Це не було помилкою.,Das war kein Fehler.,0.9190264940261841,
878.0,Das war nicht meine Idee.,Це була не моя ідея.,Das war nicht meine Idee.,0.914331316947937,
879.0,Das war sicher nicht mit Absicht.,"Я впевнена, що це було ненавмисно.","Ich bin sicher, es war unabsichtlich.",-0.0904245525598526,
880.0,Das war sicher nicht mit Absicht.,"Я певен, що це було ненавмисно.","Ich bin sicher, das war unabsichtlich.",-0.05691210925579071,
881.0,Das war unser Geheimnis.,Це був наш секрет.,Das war unser Geheimnis.,0.9147356748580933,
882.0,Das war unvermeidlich.,Це було неминуче.,Das war unvermeidlich.,0.9213019609451294,
883.0,Das Wasser im Brunnen war eisig.,Вода в криниці була крижана.,Es war eiskalt im Brunnen.,-0.2652984857559204,
884.0,Das Wasser im Brunnen war eiskalt.,Вода в криниці була крижана.,Es war eiskalt im Brunnen.,0.006907299160957336,
885.0,Das Wasser ist gut.,Вода добра.,Wasser ist gut.,0.6981921792030334,
886.0,Das Wasser ist herrlich!,Вода чудова!,Das Wasser ist großartig!,0.26892203092575073,
887.0,Das Wasser ist nicht kalt.,Вода не холодна.,Das Wasser ist nicht kalt.,0.9360232949256897,
888.0,Das Wasser ist nicht trinkbar.,Ця вода непридатна для пиття.,Dieses Wasser ist nicht zum Trinken geeignet.,-0.1329251080751419,
889.0,Das Wasser ist sauber.,Вода чиста.,Das Wasser ist rein.,0.08418360352516174,
890.0,Das Wasser ist warm.,Вода тепла.,Das Wasser ist warm.,0.9322159290313721,
891.0,Das Wasser schmeckt gut.,Вода добре смакує.,Wasser schmeckt gut.,0.786562442779541,
892.0,Das Wasser war blau.,Вода була блакитна.,Das Wasser war blau.,0.934454619884491,
893.0,Das weiß ich bereits.,Я вже це знаю.,Das weiß ich schon.,-0.007164403796195984,
894.0,Das weiß ich nicht.,Я цього не знаю.,Das weiß ich nicht.,0.9133175611495972,
895.0,Das weiß ich schon.,Я вже знаю.,Ich weiß es schon.,0.6090257167816162,
896.0,Das weiß ich schon.,Я вже це знаю.,Das weiß ich schon.,0.9124293327331543,
897.0,Das weißt du doch.,Ти вже це знаєш.,Das weißt du schon.,-0.06404803693294525,
898.0,Das weißt du ja.,Ти вже це знаєш.,Das weißt du schon.,0.13136467337608337,
899.0,Das Wetter ist heute wunderbar.,Погода сьогодні чудова.,Heute ist das Wetter wunderbar.,0.9178557395935059,
900.0,Das Wetter war windstill.,Погода була безвітряна.,Die Wetterlage war hoffnungslos.,-0.8578920364379883,
901.0,Das wird dreißig Euro kosten.,Це коштуватиме 30 євро.,Das würde 30 Euro kosten.,-0.561072587966919,
902.0,Das wird einfach.,Це буде легко.,Das wäre leicht.,-0.5099905729293823,
903.0,Das wird komisch sein.,Це буде весело.,Das wird lustig.,-1.0806089639663696,
904.0,Das wird leicht sein.,Це буде легко.,Das wäre leicht.,-0.42263948917388916,
905.0,Das wird lustig sein.,Це буде весело.,Das wird lustig.,-0.020112231373786926,
906.0,Das wird mein letzter Satz in Englisch sein.,Це буде моє останнє речення англійською.,Das ist mein letzter Satz auf Englisch.,-0.03132389485836029,
907.0,Das wird nicht allzu schwierig sein.,Це буде не так вже й складно.,Es wird nicht so schwierig sein.,0.22696608304977417,
908.0,Das wird nicht funktionieren.,Це не спрацює.,Das wird nicht funktionieren.,0.9222066402435303,
909.0,Das wird nicht klappen.,Це не спрацює.,Das wird nicht funktionieren.,-0.3959892988204956,
910.0,Das wird nicht noch einmal passieren.,Цього більше не трапиться.,Das wird nicht mehr passieren.,0.04584178328514099,
911.0,Das wird nicht passieren.,Це не станеться.,Das wird nicht passieren.,0.9262797236442566,
912.0,Das wird sich ereignen.,Це трапиться.,Das wird geschehen.,-0.7713707685470581,
913.0,Das wird Tom nicht gefallen.,Тому це не сподобається.,Das würde es also nicht gefallen.,-0.006549909710884094,
914.0,Das wisst ihr doch.,Ви вже це знаєте.,Das wissen Sie bereits.,-0.8818094730377197,
915.0,Das wisst ihr ja.,Ви вже це знаєте.,Das wissen Sie bereits.,-0.7078245282173157,
916.0,Das wollte ich nicht.,Я не хотів цього.,Das wollte ich nicht.,0.9200137257575989,
917.0,Das Wörterbuch enthält ungefähr eine halbe Million Wörter.,У цьому словнику приблизно півмільйона слів.,Es gibt ungefähr eine halbe Million Wörter in diesem Wörterbuch.,0.14279034733772278,
918.0,Das Wörterbuch hier gehört mir.,Цей словник мій.,Das ist mein Wörterbuch.,-0.2740614414215088,
919.0,Das Wort wird nicht mehr benutzt.,Це слово більше не використовується.,Dieses Wort wird nicht mehr verwendet.,-0.11818759143352509,
920.0,Das wusste ich nicht.,Я цього не знала.,Das wusste ich nicht.,0.9183211326599121,
921.0,Das Zimmer hat zwei Fenster.,Ця кімната має два вікна.,Dieser Raum hat zwei Fenster.,-0.18196247518062592,
922.0,Das Zimmer ist leer.,Кімната пуста.,Das Zimmer ist leer.,0.916295051574707,
923.0,Das Zimmer war abgeschlossen.,Кімната була замкнена.,Das Zimmer war verschlossen.,0.42554283142089844,
924.0,Das Zimmer wird morgen angestrichen.,Кімнату завтра пофарбують.,Morgen wird das Zimmer gestrichen.,0.453172504901886,
925.0,Das Zusehen schmerzte.,На це було боляче дивитися.,"Es tat weh, das zu sehen.",-0.49285614490509033,
926.0,Das zweite Semester hat geendet.,Закінчився другий семестр.,Das zweite Semester ist vorbei.,-0.37500661611557007,
927.0,David ist zu Hause.,Давид вдома.,David ist zu Hause.,0.9173035025596619,
928.0,Davon könnt ihr nur träumen.,Вам про це тільки мріяти.,Das ist nur ein Traum.,-0.4184262752532959,
929.0,Da war niemand im Garten.,У саду нікого не було.,Niemand war im Garten.,0.8503981232643127,
930.0,Dazu bin ich zu alt.,Я для цього занадто стара.,Ich bin zu alt dafür.,0.5959973335266113,
931.0,"Dein Bruder hat geheiratet, oder?","Твій брат одружився, чи не так?","Dein Bruder hat geheiratet, nicht wahr?",0.3473286032676697,
932.0,Deine Antwort ist falsch.,Твоя відповідь невірна.,Deine Antwort ist falsch.,0.9233007431030273,
933.0,Deine Frisur gefällt mir nicht.,Мені не подобається твоя зачіска.,Ich mag deine Frisur nicht.,-0.012585818767547607,
934.0,Deine Haare sind nicht einmal nass.,Твоє волосся навіть не мокре.,Dein Haar ist auch nicht nass.,0.19881749153137207,
935.0,Deine Haare sind zu lang.,Твоє волосся задовге.,Dein Haar ist zu lang.,0.0862777978181839,
936.0,Deine Ideen sind ziemlich altmodisch.,Твої ідеї досить старомодні.,Deine Ideen sind ziemlich altmodisch.,0.9194620847702026,
937.0,Deine Krawatte sitzt schief.,У тебе перекосилася краватка.,Du hast eine Krawatte zugeknöpft.,-0.5394871234893799,
938.0,Deine Mannschaft ist stärker als unsere.,Твоя команда сильніша від нашої.,Dein Team ist stärker als unser Team.,-0.0684165209531784,
939.0,Deine Mannschaft ist stärker als unsere.,"Твоя команда сильніша, ніж наша.",Dein Team ist stärker als unser Team.,-0.0684165209531784,
940.0,Deine Meinung interessiert mich nicht.,Мене не цікавить ваша думка.,Ihre Meinung interessiert mich nicht.,0.37136518955230713,
941.0,Deine Meinung ist sehr konstruktiv.,Твоя думка дуже конструктивна.,Du hast eine sehr konstruktive Idee.,-0.03902818262577057,
942.0,Deine Mutter ist ein Computer.,Твоя мати - комп'ютер.,Deine Mutter ist ein Computer.,0.9132596850395203,
943.0,Deine Mutter wird mich umbringen.,Твоя мама мене вб'є.,Deine Mutter wird mich umbringen.,0.9159166812896729,
944.0,Dein Englisch ist perfekt.,У тебе досконала англійська.,Du hast perfektes Englisch.,-0.006998226046562195,
