Unnamed: 0,DE,EN,TRANSLATION,chrf_score
735,"Er leitete das International Institute for Strategic Studies (IISS) in London und später die deutsche Stiftung Wissenschaft und Politik, ein Think Tank, der die Bundesregierung und den Bundestag in außenpolitischen Fragen federführend berät. Deutschland müsse, so Bertram, “die immensen Vorteile eines engen und gemeinschaftlichen Verhältnisses mit Iran” erkennen.","He used to head the International Institute for Strategic Studies in London and later the German Foundation for Science and Politics, a think tank that advises the government and parliament on foreign policy.","He led the International Institute for Strategic Studies (IISS) in London and later the German Science and Politics Foundation, a think tank that advises the Federal Government and the Bundestag on foreign policy issues. According to Bertram, Germany must recognize the immense advantages of a close and collaborative relationship with Iran.",71.35428067810668
736,"Weshalb macht er sich so unverschämt vor unseren Augen breit? Weshalb tut er, als ob er weiter nach Gründen suchen würde- wobei dieses Gründe sinnlos geworden sind, nur leere Worte, hohle Parolen, inkonsistente Logik?","Why is it deployed so shamelessly before our eyes? Why does they continue to pretend to find reasons when these reasons no longer have any meaning - they are just empty words, hollow slogans and inconsistent logic?","Why is he so rude in our eyes? Why does he pretend to continue looking for reasons - and these reasons have become meaningless, only empty words, hollow slogans, inconsistent logic?",55.84376895467547
737,"Jetzt kommt eine dicke, fette Nahaufnahme.","Now, here comes a big, fat close-up.","Here comes a big, fat close-up.",85.70199215257257
738,"Freitag, 11. März 2016, 22:16 UTC+1","Mittwoch, 9. März 2016, 14:32 UTC+1","Friday, March 11th 2016, 22:16 UTC+1",22.041720691501105
739,GO!!! - Fahrzeuge,GO!!! - Fahrzeuge,GO!!! - Vehicles,13.261758244955557
740,"Ich möchte das Haus und die Kommission darauf aufmerksam machen, dass 90% der jährlich etwa 5 000 Gesetze im Rahmen übertragener Befugnisse verabschiedet werden.",I would remind the House and the Commission that 90% of some 5 000 legislative acts adopted every year in the Union are under delegated powers.,I would like to draw the House and the Commission's attention to the fact that 90% of the approximately 5 000 laws adopted annually under delegated powers are adopted.,55.640066642328776
741,Bezeichnenderweise sehen Regierung und »Experten« in Polen bis heute keinerlei Zusammenhang zwischen Finanzkrise und Autoproduktion. Dabei war die historisch einzigartige Ausweitung der weltweiten Autoproduktion von 58 auf 73 Millionen Stück zwischen 2002 und 2007 nur auf Kredit möglich.,"Typically, government and ""experts"" in Poland still refuse to see any links between fthe financial crises and the production of automobiles. But the historically unparalleled expansion of global car production from 58 to 73 million between 2002 and 2007 was only possible on credit.","Significantly, the government and ""experts"" in Poland still do not see any connection between the financial crisis and car production. The historically unique expansion of global car production from 58 to 73 million units between 2002 and 2007 was only possible on credit.",72.87304469291162
742,Ich werde mit George nachkommen.,"I´ll, uh, follow along with George.",I'm gonna go with George.,37.359859792580814
743,"Gewinnen ist klasse, aber wenn ich mein Bestes gegeben habe, bin ich meist zufrieden mit dem Ergebnis, egal wie es ist.","Winning's great, but if I've done my best, I usually feel good about the outcome, no matter what it is.","Winning is great, but if I've done my best, I'm usually happy with the result, no matter how it is.",55.30282959632742
744,in dem Begleitbuch Juden in Buttenhausen,- in the book Jews in Buttenhausen (only in German),in the accompanying book Jews in Buttenhausen,60.75664605466725
745,Sozialdemokraten beschäftigen sich mit der Stärkung der Rolle der Frau in der arabischen Welt,S&D Euro MPs address women's empowerment in the Arab World,S & Ds focus on strengthening the role of women in the Arab world,30.756894714701026
746,Ich friere nicht.,"- I'm not cold, sir.",I'm not freezing.,31.220261220261218
747,Einkommen aus unselbständiger Arbeit 2001,Compensation of employees 2001,Income from employment 2001,27.771135835341727
748,- Sie widern mich an.,- You disgust me.,- You disgust me.,100.0
749,"1993 wechselte er wieder zu seinem Heimatverein Fredrikstad FK, wo er ein Jahr später seine aktive Karriere beendete.","He finished his career back in Fredrikstad, where he is now the assistant coach.","In 1993 he moved back to his home club Fredrikstad FK, where he finished his active career one year later.",46.63953056028953
750,"Die Person, die ein nicht im Katalog aufgeführtes Einzelfuttermittel zum ersten Mal auf den Markt bringt, meldet den in Artikel 26 Absatz 1 genannten Vertretern des europäischen Futtermittelsektors unverzüglich seine Verwendung.","The person who, for the first time, places on the market a feed material that is not listed in the Catalogue shall immediately notify its use to the representatives of the European feed business sectors referred to in Article 26(1).",The person placing a feed material not included in the catalogue on the market for the first time shall immediately notify the representatives of the European feed sector referred to in Article 26(1) of its use.,72.24867302520394
751,Im luxuriösen Le Chinois Restaurant & Bar genießen Sie moderne chinesische Küche und kreative Cocktails.,The sumptuous Le Chinois Restaurant & Bar serves a modern Chinese cuisine menu and creative cocktail list.,The luxurious Le Chinois Restaurant & Bar serves modern Chinese cuisine and creative cocktails.,76.80924608258766
752,So steigern Sie Ihr Wohlbefinden,That's the way to increase your wellbeing,How to increase your well-being,58.31838472268696
753,"Sag bloß nicht, du hast einen Blutschwur geleistet.",Don't tell me - you took a blood oath.,Don't tell me you made a blood oath.,63.80247141111354
754,Warum hast du es niemand gesagt?,Why didn't you tell anyone? It must've been hell keeping all that inside.,Why didn't you tell anyone?,40.85824586806202
755,- Eine Sternkarte.,- It's a star frame.,- A star map.,16.73473016638878
756,Werner Trobin trobin@kde.org.,Werner Trobin trobin@kde. org.,Werner Trobin trobin@kde.org.,100.0
757,"Was würden Sie tun, wenn Sie sichergehen wollten, dass die Streife den Bezirk im Auge behält?","What's up, Sergeant? How would you check the patrol was keeping an eye on things?",What would you do if you wanted to make sure the patrol kept an eye on the district?,39.24759111423083
758,"Paco zeigt mir den Spannungsregler, den Joe nachts gebracht hat.",Paco here was just about to show me the regulator that Joe brought in.,Paco shows me the voltage regulator Joe brought at night.,44.817981932267095
759,- Ich habe bestanden?,I passed?,- I passed?,96.17320480751631
760,"Du hast zwei andere Gatten hier, mit denen du das machen kannst.",You got two other husbands here to do that with.,You have two other husbands here that you can do this with.,64.09616340328603
761,"Wir sind allein in dem Glauben, dass sie eine schöne Frau ist.",We are alone in believing that she is a beautiful woman.,We're alone in believing she's a beautiful woman.,72.7628248162548
762,"Es wurde vorgeschlagen, dass die Rollen nach Entfernen aus dem Trägermechanismus auf Paletten gesetzt und mit Gurten befestigt würden. Sobald 2 Rollen auf jeder Palette platziert wären, würden das Brutto- und Nettogewicht außen angegeben und die Rollen würden in einen Lagerbereich verbracht, wo diese dann von M&R Recycling abgeholt würden.","It was proposed that once the rolls had been lifted off the support mechanism, they would be placed on pallets and secured with strapping. Once 2 rolls were positioned on each pallet, the gross and net weight were written externally and they would be removed and placed into a storage area, awaiting collection by M&R Recycling.","It was suggested that the castors would be placed on pallets after removal from the carrier mechanism and fastened with belts. Once 2 castors were placed on each pallet, the gross and net weight would be stated outside and the castors would be moved to a storage area where they would then be picked up by M&R Recycling.",53.55897293133523
763,Ich brauche dich am Schalter.,We need you at the desk.,I need you at the switch.,61.91768282609833
764,"Tako, ich hoffe, dass wir Recht behalten.","Tako, I hope we're right.","Tako, I hope we're right.",100.0
765,"Mache ich dir ein Versprechen, breche ich eines an mich selbst.","Make a promise to you, break another to myself.","If I make you a promise, I'll break one to myself.",46.0245335298011
766,Blinde Kuh.,Please! - Blindman's bluff.,Blind cow.,14.085131632900167
767,"Soweit es mich betrifft, ist dein Chemieunterricht beendet.","As far as I'm concerned, your chemistry education is over.","As far as I'm concerned, your chemistry class is finished.",70.53656660174099
768,"In zwei der zwölf schottischen Regionen ist der Schulbeirat im Ausschuß für die Einstellung von leitendem Lehrpersonal durch ein Mitglied vertreten (was vom zuständigen Minister empfohlen wird), während in Nordirland die Einstellung von Lehrpersonal eine der wichtigeren Aufgaben des Schulausschusses ist.","In two of the 12 regions of Scotland a school council member is represented on the selection panel for senior staff, a procedure which has been commended by the Minister, while in Northern Ireland staff appointments represent one of the more important functions of the school management committee.","In two of the twelve Scottish regions, the School Advisory Board is represented by one member (recommended by the Minister responsible), while in Northern Ireland the recruitment of teaching staff is one of the more important tasks of the School Committee.",50.21777094339481
769,Mehr Info eng(4) ger(2),More info eng(4) ger(2),More info eng(4) ger(2),100.0
770,"Nein, ihr werdet die Herrlichkeit Gottes sehen. Das ist der Höhepunkt dieses 11. Kapitels im Johannesevangelium mit Lazarus und seinen Schwestern in Bethanien.","That is the upshot of this eleventh chapter of John with Lazarus and his sisters at Bethany. Difficult as the way to it was for them, the last picture is of an emanation of the glory of God.","No, you will see the glory of God. This is the culmination of this 11th chapter in the Gospel of John with Lazarus and his sisters in Bethany.",48.4436610010979
771,- Es wird mich umbringen.,It'll kill me.,- It's gonna kill me.,43.579586734874724
772,Sie hatten keine Abtreibung.,You did not have an abortion.,They didn't have an abortion.,67.63700034878222
773,Hier ist Kanon.,It's Kanon.,This is Kanon.,47.37327615116464
774,"Wenn man genauer hinguckt, sieht man beispielsweise auch all das, was die Oberfläche ausmacht, also die Schönheit des Bildes, die Beiläufigkeit und Leichtigkeit, mit der Bergman alltägliche Begebenheiten eingefangen hat.","If you look closer, you see everything including the surface, the beauty of the image, the casualness and lightness with which Bergman captures daily occurrences.","If you look more closely, for example, you can also see all that makes up the surface, that is, the beauty of the image, the casualness and lightness with which Bergman captured everyday events.",67.16982454220742
775,Mein Merkzettel (34),My wish list (55),My Wish List (34),25.278887778887775
776,Deine Ticks sind weg.,Your tics are gone.,Your ticks are gone.,76.47740633807875
777,"Vier Stunden, bis Lottie hier eintrifft.",Four hours 'til Lottie gets here.,Four hours until Lottie arrives here.,60.768768782644734
778,"Woher wussten Sie, wer da ist?",How'd you know who it is?,How did you know who was there?,53.58246783721894
779,Willkommen bei Vereinigte Füllkörper-Fabriken GmbH & Co. KG,"WELCOME to Vereinigte Füllkörper-Fabriken GmbH & Co. KG (VFF),",Welcome to Vereinigte Filler-Fabriken GmbH & Co. KG,59.8539426426049
780,Das Abkommen wird hier eine enge Kiste.,The treaty's gonna be a tough sell here.,The agreement will be a tight box here.,23.025954112478818
781,"Wenn wir es mit ihr aufnehmen wollen, dann werden wir Klaus brauchen.","We go up against her,","If we want to take her on, then we're gonna need Klaus.",16.16742625347885
782,Link: zur Homepage (Kursalon),Link: zur Homepage (Peterskirche),Link: to the homepage (Kursalon),34.528345571638454
783,Ich habe versagt.,I failed.,I failed.,100.0
784,"Man munkelt, dass nur der Erbe von Salazar Slytherin - einer der vier Zauberer, die einst Hogwarts gründeten - Macht über das Wesen besitzt, das angeblich in der Kammer haust.","But what is the awful secret hidden in the Chamber and what has all that to do with Harry? Legend has it that only the heir of Salazar Slytherin – one of the wizards who founded Hogwarts – has power over the monster living in the Chamber. Everybody is afraid of black magic, Harry most of all doesn't want anything to do with it, but as usual is drawn into events he can do nothing about.",It is rumored that only the heir of Salazar Slytherin - one of the four sorcerers who once founded Hogwarts - has power over the being that supposedly resides in the chamber.,30.14632505650439
785,du hast nicht abgetrotzt,you will not have gone to war,you will not have done away with,61.423389544095045
786,Anzeige Nr.595965 an einen Freund senden,Send ad no.640795 to a friend,Send ad no.595965 to a friend,64.66198984505621
787,Beide Vorschläge sind von großer Brisanz und werden von der Arbeiterkammer mit großer Aufmerksamkeit verfolgt.,"Both proposals are a highly explosive subject, being followed closely by the Chamber of Labour.",Both proposals are of great explosiveness and are followed with great attention by the Chamber of Labour.,58.26974382594033
788,"Ich wusste, Sie würden so denken.",I knew you'd think so.,I knew you'd think so.,100.0
789,"„Sendung“ eine Gesamtheit von Polyamid- oder Melamin-Kunststoffküchenartikeln, die von dem/denselben Dokument(en) begleitet und mit demselben Transportmittel befördert wird und aus demselben Drittland stammt; c) „zuständige Behörden“","‘consignment’ means a quantity of polyamide or melamine plastic kitchenware, covered by the same document(s), conveyed by the same means of transport and coming from the same third country;",(c) 'competent authorities' means:,6.405275575426718
790,"Nein, Jimmy.","No, Jimmy.","No, Jimmy.",100.0
791,Die Messwerte können nun mit jedem OPC-Client abgerufen werden.,The measured values can now be polled by any OPC client.,The measured values can now be retrieved with each OPC client.,67.60818105876825
792,"Wir werden jedoch nicht akzeptieren, daß das gemeinschaftliche Konzept für die Regionen in äußerster Randlage durch das Konzept der Insellage verwässert wird, denn Inselregionen, die sich in äußerster Randlage befinden, haben aufgrund ihrer Entfernung vom europäischen Festland noch viel mehr Nachteile als Inseln im allgemeinen.","But we do not accept that the Community concept of outermost region should become diluted in the concept of island region. The fact is that the outermost island regions, because of their remoteness from the continent of Europe, are faced with more disadvantages than islands in general.","However, we will not accept that the Community approach to the outermost regions is watered down by the concept of insularity, because island regions which are in the outermost regions have much more disadvantages than islands in general because of their distance from the European mainland.",61.82707688944193
793,Monsieur... dieser Junge gehört zu mir.,Monsieur this child belongs to me.,Monsieur... this boy is with me.,44.056485752539686
794,Wir können jetzt gehen.,We can go now.,We can go now.,100.0
795,Tyrrhenisches Meer (27),Tyrrhenian Sea (27),Tyrrhenian Sea (27),100.0
796,Wunderbar.,Excellent.,Wonderful.,5.555555555555555
797,"- Nein, nein, es ist okay.","- No, no, it's okay.","- No, no, it's okay.",100.0
798,"Ich habe geduscht, die Dukaten aus meiner du-weißt-schon-was gezogen... den Kopf oben gehalten und mit meinem Leben weitergemacht.","I showered,plucked the sequins from my hoo-hoo... held my head up,got on with my life.","I took a shower, pulled the ducats out of my you-know-what-- kept my head up and continued with my life.",37.072120472505254
799,[10:48:29] xxx: ich habe dir doch gesagt dass ich in Teilzeit arbeite,[16:08:16] xxx: give me the name and adress of the hospital.,[10:48:29] xxx: I told you I was working part-time,14.883805313681078
800,Lausanne - Die Alpiq Holding AG hat am 30. April 2015 in Olten ihre 7. ordentliche Generalversammlung abgehalten.,Lausanne - Alpiq Holding Ltd. held its 7th Annual General meeting in Olten on 30 April 2015.,Lausanne - Alpiq Holding AG held its 7th Annual General Meeting in Olten on 30 April 2015.,87.5358372914523
801,Die Renaissance der Weine des Savoyen,The rebirth of wines from the Savoy,The Renaissance of Savoy Wines,22.498776894657023
802,"Nur zwei Schießstände außerhalb von Miami verkaufen Großkaliber Munition, und das ist der einzige in der Nähe des Flughafens.","Only two firing ranges outside of Miami sell high-caliber rounds, and this is the only one near the airport.","Only two shooting ranges outside Miami sell large-caliber ammunition, and that's the only one near the airport.",65.43663869312779
803,"172,53 EUR inkl. 19 % MwSt.","2,88 EUR inkl. 19 % MwSt.","EUR 172,53 incl. 19 % VAT",20.32598490279992
804,"Diese Leute sind schlecht, durch und durch.","Look, these two robbers are so ruthless.","These people are bad, through and through.",17.276773222436447
805,In den zwanziger Jahren war Douglas Fairbanks Sr. in Japan (das er 1929 persönlich besuchte) der populärste westliche Kinostar.,"In the 1920s, the senior Douglas Fairbanks was Japan’s most popular western movie star (he visited the country in 1929).","In the 1920s, Douglas Fairbanks Sr. in Japan (whom he personally visited in 1929) was the most popular Western cinema star.",53.41816473215627
806,Er liebt mich.,he loves me!,He loves me.,83.40608465608467
807,Ich liebe die eingebaute Video-Voreinstellungen für mobile Geräte.,I love the built-in video presets for portable devices.,I love the built-in video presets for mobile devices.,81.75050799327373
808,"CMA CGM versammelt die fünf Filialen, die sich den intermodale Transport in einer einzigen Entität aufpassen",CMA CGM reunites the five branches that takes care of intermodal transport in an only entity,CMA CGM gathers the five branches that take care of intermodal transport in a single entity,74.24134957919159
809,- natürlich.,- Of course.,- Of course.,100.0
810,"- Nein, natürlich nicht, ich...",I just...,"- No, of course not, I...",11.428571428571429
811,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,100.0
812,- Sie sind zu spät.,- You are late.,- You're late.,55.46897546897546
813,Juli 1968 — Die Zölle auf Industrieerzeugnisse werden 18 Monate vor dem festgelegtenTermin abgeschat und ein Gemeinsamer Außenzolltarif eingeführt.,"July 1968 — Customs duties on industrial goods are completely abolished 18 months ahead of schedule, and a common external tariff is introduced.",July 1968 — Customs duties on industrial products will be suspended 18 months before the fixed date and a Common External Tariff will be introduced.,54.65898632395238
814,Wärmenennleistung > 6 kW und ≤ 12 kW,Rated heat output > 6 kW and ≤ 12 kW,Heat rated power > 6 kW and ≤ 12 kW,50.33468002011169
815,Home >> Die Bücher >> Die klassischen Abenteuer >> Asterix der Gallier,Home >> The Collection >> The collection of the albums of Asterix the Gaul >> Asterix the Gaul,Home >> The Books >> The Classical Adventures >> Asterix of the Gauls,35.78962405597188
816,Die halbe Portion?,The little twerp?,Half the portion?,11.19047619047619
817,"Die angegebene Übertragungsgeschwindigkeit ergibt sich aus der maximalen Datenrate von 433,3 MBit/s pro Antenne, also insgesamt 867 MBit/s.","The displayed transmission rate results from the maximum data rate of 433.3 Mbps per antenna, hence an overall 867 Mbps.","The specified transmission speed results from the maximum data rate of 433.3 Mbit/s per antenna, i.e. a total of 867 Mbit/s.",64.0508868919021
818,"Nein, aber mit Handschellen gefesselt.","No, I'm just handcuffed.","No, but handcuffed.",57.311136327043265
819,"Wenn man erst mal unsichtbar ist, ist es schwer, wieder sichtbar zu werden.","Once you're invisible, it's bloody hard to turn back.","Once you're invisible, it's hard to be visible again.",61.34303295179642
820,(Carter) lhr Inneres scheint aus einem Hologramm zu bestehen.,(Carter) The inside of the barrier seems to be some kind of hologram.,(Carter) Your inside seems to be a hologram.,43.61451733342887
821,"Ich freue mich über die mit dem Rat erzielte Einigung zur Revision der Verordnung Nr. 1408/71. Mit der Annahme dieses einheitlichen, personenbezogenen Dokuments werden die derzeit verwendeten unterschiedlichen Formulare abgeschafft, die Rechte der Versicherten werden harmonisiert und Formalitäten vereinfacht.","I am pleased to note the agreement reached with the Council on the revision of Regulation No 1408/71. With the adoption of this single, personalised document, the various forms currently in use will be eliminated, the rights of the insured will be harmonised and formalities simplified.","I am pleased with the agreement reached with the Council on the revision of Regulation No 1408/71, and with the adoption of this single, personal document, the various forms currently used will be abolished, the rights of insured persons will be harmonised and formalities simplified.",83.53062647180637
822,"Argentinien , China , EIA , Frankreich , Mexiko , Erdgas , Polen , Schiefergas , USA","Argentina, China, EIA, France, Mexico, natural gas, Poland, shale gas, United States","Argentina, China, EIA, France, Mexico, Natural gas, Poland, shale gas, USA",79.24553222351611
823,"14.08.2012, 08:30 Uhr","03.09.2015, 11:06 Uhr","14.08.2012, 08:30 a.m.",14.07979829973397
824,Diese Seite wurde bisher 12.073-mal abgerufen.,"This page has been accessed 12,068 times.","This page has been accessed 2,227 times.",76.01935412712909
825,Ich sah Sie hereinkommen.,I saw you as I was coming in.,I saw you coming in.,56.40659585883614
826,"Dies ist gleichzeitig der schwerste als auch der leichteste Bericht den ich schreibe, aber...",This is both the hardest and easiest review to write but I will be honest and objective. ...,"This is at the same time the hardest as well as the easiest report I write, but...",42.277949426807986
827,"Wir sind keine Götter, sondern bloß Menschen.","We're not gods, but mere men.","We're not gods, we're just humans.",51.79768404941495
828,"1916 legte er dieses Amt nieder, um bis 1928 Direktor der Londoner National Gallery zu werden.",He resigned this post in 1916 to take up his appointment as director of the National Gallery.,"In 1916, he resigned from this position to become director of the London National Gallery until 1928.",52.81757415549054
829,"Ok, jetzt die nächste.","Okay, we'll go to the next one.","Okay, next one.",32.74033234497763
830,"Und wenn Gott gewollt hätte, hätte Er sie zu einer einzigen Gemeinschaft gemacht. Aber Er läßt in seine Barmherzigkeit eingehen, wen Er will.","Had God wanted, He could have made them all one single nation, but He grants mercy to whomever He wills.","Had Allah willed, He would have made them one nation, but He admits into His mercy whom He wills.",50.24230713604344
831,Aufhören!,"- No, stop!",Stop it!,16.573915525114153
832,Gott beschütze Euch.,God bless you.,God bless you.,100.0
833,"Ich weiß, wie schwierig es für dich ist.",And I know what it is for you. How difficult.,I know how difficult it is for you.,64.55200053678703
834,Oktober 2007 wurde der Verkauf der LaSalle Bank an die Bank of America offiziell vollzogen.,"However in July 2007, the Dutch Supreme Court ruled that Bank of America's acquisition of LaSalle Bank could proceed and Bank of America absorbed LaSalle effective 1 October 2007.",The sale of LaSalle Bank to the Bank of America was officially completed on 1 October 2007.,29.63309514095826
835,"Ihr setzt ganz Spanien aufs Spiel. Don Rodrigo, Ihr werdet bei Sagrajas kämpfen.","Don Rodrigo, you will join us at Sagrajas... and we shall annul your banishment and return your lands.","Don Rodrigo, you will fight at Sagrajas.",33.248197211667225
836,"Ja, meine Blume.","- Ay, Blossom. I will.","Yes, my flower.",8.304976605699704
837,Ich erlaube mir nicht mich auf der Basis von Polaritäten zu kreieren.,This is not best for all because I allow myself as a system to support a world system based on 'energy'.,I don't allow myself to be created on the basis of polarities.,24.858767105911483
838,"Jason, nimm die verdammte Kanone runter!","Jason, put the bloody gun down!","Jason, put the fucking gun down!",59.03080493705322
839,Gewinner des Giro dell'Emilia,winner of the Giro dell'Emilia,Winner of the Giro dell'Emilia,95.7219990154773
840,Wie praktisch.,"Oh, how convenient.",How practical.,7.030864197530865
841,"«am: 10. August 2007, 11:50:37»","« Antwort #10 am: 03. März 2008, 19:55:41 »","«on: 10 August 2007, 11:50:37»",12.84485221039398
842,"Peter, tu doch etwas.","Do something, Peter.","Peter, do something.",72.00112387612387
843,"Okay, dann bestell bei Takeout. (Takeout liefert die Lebensmittel nach Hause)","okay,then order takeout.","Okay, then order at Takeout. (Takeout delivers the food home)",55.87909120336387
844,"Die Tiere sind nach Ländern und Kontinenten eingeteilt, Australien, Afrika, Asien (ein gigantischer Komodowaran ist der Star) und Südamerika. Außerdem gibt es die „Welt des Wissens“, einen Vergnügungspark, einen Wasserpark und einen Kinderzoo. Übernachtungsmöglichkeiten gibt es auf dem Zoogelände.","The animals are divided into the countries and continents of origin; Australia, Africa, Asia (very large Komodo Dragon is star attraction) and South America. As well as attractions; World of Knowledge, an amusement park, aqua park and children’s zoo. There is accommodation available within the zoo ground.","The animals are divided into countries and continents, Australia, Africa, Asia (a giant Komodowaran is the star) and South America. There is also the ""world of knowledge"", an amusement park, a water park and a children's zoo.",52.94730820556906
845,-Ich trage es am Freitag.,-I carry it on Friday.,- I'll wear it on Friday.,55.533788291202754
846,dann machten WIR sie zu Jungfräulichen,"and made them virgins,",Then We made them virgins.,78.28381828198299
847,- Die ist unbezahlbar!,This is priceless.,- It's priceless!,60.198514518720756
848,"Perugia [, ] ist die Hauptstadt der Region Umbrien in Italien und der Provinz Perugia.","Perugia (; () is the capital city of the region of Umbria in central Italy, crossed by the river Tiber.","Perugia [, ] is the capital of the Umbrian Region in Italy and the province of Perugia.",38.7827690228959
849,98% Baumwolle ; 2 % Elastan,98 % Cotton ; 2 % Elastan,98% cotton; 2% elastane,57.74089638758157
850,Es goss wie aus Eimern.,It was absolutely tipping it down.,It poured like buckets.,8.294987068163294
851,(Artikel I des Statuts; Artikel I bis 6 der BBSB),(Staff Regulations: Article I; CEOS: Articles I to 6),(Article I of the Staff Regulations; Articles I to 6 of the SMO),66.35991295544379
852,- Arzneimittel zur Behandlung von Angst (Beruhigungsmittel/Tranquilizer),- medicines used for treating anxiety (tranquillisers),- medicines used to treat anxiety (settlement agent/tranquilizer),56.20236643144996
853,"Zum einen gibt es nach Lissabon einen neuen Ansatz in der Sozialpolitik, bei dem diese nicht mehr als ein Ergebnis oder Nebenprodukt der Wirtschaftspolitik, sondern als gleichwertige Politik betrachtet wird, die parallel zur Wirtschaftspolitik und zur Beschäftigungsstrategie verfolgt werden muss.","The first is that, since Lisbon, the new approach to social policy is to deal with it not as a product or by-product of economic policy, but as a policy in its own right which needs to be exercised in tandem with economic policy and the employment strategy.","First, after Lisbon, there is a new approach to social policy, which is no longer seen as a result or by-product of economic policy, but as an equivalent policy, which must be pursued in parallel with economic policy and the employment strategy.",60.39720887454173
854,Bei der 1984er Präsidentschaftskampagne spielten sie eine noch prominentere rolle bei der Konvention der Republikaner.,The oppressors of the homeless in Dublin cannot be the saviours of the oppressed in the North. Their dishonesty is there for anyone to see.,"In the 1984 presidential campaign, they played an even more prominent role in the Republican Convention.",17.25918697555591
855,Home > B&B Grembergen,Home > B&B Grembergen,Home > B&B Grembergen,100.0
856,Mist!,That was off.,Shit!,5.681818181818182
857,Bosch hat am 28. August 2015 sein erstes mexikanisches Werk für Thermotechnik in Tepotzotlán rund 50 Kilometer nördlich von Mexico City offiziell eröffnet.,"On August 28, 2015, Bosch officially opened its first Thermotechnology plant in Mexico in the city of Tepotzotlán, located approximately 50 kilometers north of Mexico City.",Bosch officially opened its first Mexican thermal engineering plant in Tepotzotlán about 50 kilometres north of Mexico City on 28 August 2015.,56.8403325908723
858,Hoffentlich macht dieser Massenexodus der Panik und der Unruhe auf der Welt ein Ende.,Hopefully this mass exodus will bring an end to the panic and unrest we've been seeing around the world.,"Hopefully, this mass exodus will put an end to the panic and unrest in the world.",66.48925465385435
859,"Sie haben keine Macht über etwas von dem, was sie erworben haben.",So they gain nothing from their earnings.,They have no power over what they have earned.,16.71635898978428
860,"sich und sind bis zum heutigen Tag noch sehr gut erhalten. Um nach Cuzco (einst die Metropole des riesigen Inkareiches) zu gelangen, mussten wir die Panamericana verlassen. Als1533 Pizarro und seine Männer in Cuzco einritten, waren sie vom Glanz der Stadt überwältigt. Eine 250m lange Goldkette umspannte den Marktplatz und dahinter erhoben","To get to Cuzco ( once the capitol of the giant Inka-Empire) we had to leave the Panamericana. When back in 1533 Pizarro and his horse artillery entered Cuzco, they have been fascinated by the brilliance of the city. A 820 feet long golden chain was spanned around the market place and behind that, they found palaces with golden door frames.","In order to reach Cuzco (once the metropolis of the vast Inca empire), we had to leave the Panamericana. When Pizarro and his men entered Cuzco in 1533, they were overwhelmed by the splendor of the city. A 250m long gold chain spanned the marketplace and raised behind it.",50.422744376776876
861,"Wenn du ersetzt werden möchtest, machst du das Wächterersatz-Zeichen des Diamanten des Unsichtbaren.","When you need to be replaced, you make the Guardian replacement sign of the Diamond of the Unseen.","If you want to be replaced, make the Guardian Replacement sign of the Diamond of the Invisible.",68.37372655604072
862,"Sulzemoos, den 13. Januar 2009","Sulzemoos, 13 January 2009","Sulzemoos, 13 January 2009",100.0
863,"Wir sollten die wirtschaftlichen Bedingungen schaffen, die es dem Euro ermöglichen würden, in der Realität zu einer eben solchen Währung zu werden.",We should create the economic conditions that would allow the euro to become just such a currency in reality.,We should create the economic conditions that would enable the euro to become a currency of this kind in reality.,77.03188769961884
864,Wir sind glücklich Denn wir sind wieder da,# We can be whatever we want to be,We're happy 'cause we're back,12.404143683573256
865,1979 Direktor am Max-Planck-Institut für ausländisches und internationales Privatrecht in Hamburg,1979 Director of the Max-Planck-Institute for Comparative and International Private Law in Hamburg,1979 Director at the Max Planck Institute for Foreign and International Private Law in Hamburg,72.67490723194715
866,"Shanghai – Mit Technologien für ein sauberes, sicheres und komfortables Autofahren präsentiert sich Bosch auf der 16. Shanghai International Automotive Exhibition (Auto Shanghai 2015).","Beijing – Bosch, a leading global supplier of automotive technology and services, is bringing its latest automotive technologies to the 13th Beijing International Automotive Exhibition (Auto China 2014).","Shanghai – Bosch will present its technologies for clean, safe and comfortable driving at the 16th Shanghai International Automotive Exhibition (Auto Shanghai 2015).",40.057342139407766
867,"Würde ich Obst wie Ihr verkaufen, würde ich wohl verhungern.",If I were to sell fruit the way you do... I'll probably starve to death,"If I were to sell fruit like you, I'd starve to death.",56.91469243220997
868,"Sie bietet die erforderliche Flexibilität, um auf Veränderungen der wirtschaftlichen Strukturen reagieren und die Geldwertstabilität mittelfristig sicherstellen zu können.",It provides the flexibility necessary to address changes in the economic structure with the aim of maintaining price stability over the medium term.,It provides the necessary flexibility to respond to changes in economic structures and to ensure monetary stability in the medium term.,58.38494743998325
869,- Wir haben einen Flugplan mit.,- Can you look up things? I have a timetable over here.,- We have a flight plan with us.,14.28550869292547
870,"Das sind nicht nur Asiaten, sondern Kommunisten.",These aren't just Orientals. They're Communists.,"They're not just Asians, they're communists.",41.952006369322135
871,"Oh, Scheiße!","Oh, shit!",Shit!,31.249999999999993
872,- Es ist genug.,- It is enough.,- It's enough.,60.627705627705616
