Unnamed: 0,DE,EN,TRANSLATION,bertscore
687,- Es wird brüderlich geteilt.,- Share and share alike.,- Teilen und teilen gleichermaßen.,0.821711003780365
688,Augenblick.,"Hey, wait a minute.","Hey, warte mal.",0.6978453397750854
689,angezeigte Produkte: 1 bis 45 (von 45 insgesamt) Seiten: 1,Displaying 1 to 30 (of 45 products) Result Pages: 12[Next>>],Anzeigen von 1 bis 30 (von 45 Produkten) Ergebnisseiten: 12[Nachste],0.880227267742157
690,"Wie wir gehört haben, lehnen die Kollegen den Kommissionsvorschlag aus verschiedenen Gründen ab; über die Ablehnung sind wir uns jedoch einig.","Mrs Scheele has done a very good job and we have a united front in Parliament, which is very different from the debate the Commissioner witnessed on REACH yesterday, the outcome of which we will see tomorrow in the vote.","Frau Scheele hat sehr gute Arbeit geleistet und wir haben im Parlament eine einheitliche Front, die sich stark von der Debatte unterscheidet, die der Kommissar gestern über REACH erlebt hat, deren Ergebnis wir morgen bei der Abstimmung sehen werden.",0.8205863833427429
691,Ein heranwachsender...,"You know, adolescent.","Du weißt schon, Jugendlicher.",0.8071439266204834
692,"(13. September 2014, 02:41)","(Sep 13th 2014, 2:41am)","(Sep 13, 2014, 2:41 Uhr)",0.8739842176437378
693,"Preis pro Tag für 4 Personen in Mobilheim: € 109,00 statt € 142,00!","Daily price for 4 people in Mobile Home Luna, beach included: € 109,00 instead of € 142,00!","Tagespreis für 4 Personen in Mobile Home Luna, Beach inbegriffen: € 109,00 anstelle von € 142,00!",0.8915913701057434
694,"Start > Masterprogramm Arts & Sciences: Staatswissenschaften - Public Economics, Law and Politics (M.A.) -> Komplementärstudium -> Fachübergreifende Methoden","Start > Master of Arts & Sciences: Public Economics, Law and Politics (M.A.)","Start > Master of Arts & Sciences: Öffentliche Wirtschaft, Recht und Politik (M.A.)",0.825337827205658
695,Zuletzt geändert am: 16. Januar 2002,Last modified to: 16. January 2002,Zuletzt geändert: 16. Januar 2002,0.9820730686187744
696,"— für Israel 160 Mio. ECU in Form eines auf dem Markt zu finanzierenden Darlehens in Verbindung mit Zinszuschüssen in Höhe von 27,5 Mio. ECU zu Lasten des Haushaltsplans 1991, die insbesondere zur Deckung von Einfuhrausgaben bestimmt waren;","On 4 March the Council (General Affairs) agreed on financial assistance to Israel and the Palestinians in the Occupied Territories, as follows: for Israel, ECU 160 million in loans raised on the market, linked to interest subsidies for which ECU 27.5 million would be included in the 1991 budget, to cover import costs in particular; for the Palestinians in the Occupied Territories, ECU 60 million in the form of grants, to be included in the 1991 budget, for the financing of subsidized housing and hospitals.","Am 4. März stimmte der Rat (Gemeinschaftsangelegenheiten) zu einer finanziellen Unterstützung für Israel und die Palästinenser in den besetzten Gebieten zu: für Israel 160 Mio. ECU in Darlehen, die auf dem Markt erhoben wurden, in Verbindung mit Zinssubventionen, für die 27,5 Mio. ECU im Haushaltsplan 1991 eingeschlossen werden, um insbesondere die Einfuhrkosten zu decken; für die Palästinenser in den besetzten Gebieten 60 Mio. in Form von Zuschüsse, die in den Haushaltsplan 1991 aufgenommen werden, für die Finanzierung von subventionierten Wohnungen und Krankenhäusern.",0.8328716158866882
697,Das gehört zu allen Rückblenden:,I'd rather tell you a different story.,Ich erzähle Ihnen lieber eine andere Geschichte.,0.8109394907951355
698,"- Ich dachte, Bertie würde sein Gebiss verlieren.",- I thought Bertie would drop his teeth.,"- Ich dachte, Bertie würde seine Zähne fallen lassen.",0.9339972734451294
699,"Es tut mir auch leid, Frau Piantoni.","And I'm sorry, too, Mrs. Piantoni.","Und ich bin auch leid, Mrs. Piantoni.",0.9153270721435547
700,"Doch es sieht nicht so aus, als würden sie so schnell ein Liebespaar werden.","Doch es sieht nicht so aus, als würden sie so schnell ein Liebespaar werden.","Doch es sieht nicht so aus, als würden sie so schnell ein Liebespaar werden.",1.0
701,Bei den meisten Prüfungen auf chronische Toxizität werden Nagetierarten verwendet; diese Prüfmethode gilt daher hauptsächlich für Prüfungen an diesen Arten.,"The majority of chronic toxicity studies are carried out in rodent species, and this Test Method is intended therefore to apply primarily to studies carried out in these species.","Die Mehrheit der chronischen Toxizitätsstudien wird bei Nagetieren durchgeführt, und diese Testmethode soll daher hauptsächlich auf Studien von diesen Arten angewendet werden.",0.89286869764328
702,"Dr. Wolfgang Sachs, geboren 1946 in München. Studium der Theologie und Soziologie in München, Tübingen und Berkeley, USA. 1980-1984 Mitarbeiter der Forschungsgruppe ""Energie und Gesellschaft"" an der Technischen Universität Berlin. 1984-87 Schriftleiter der Zeitschrift ""Development"" bei der Society for International Development, Rom. 1987-90 Visiting Professor an der Pennsylvania State University. 1990-93 Kollegiat am Kulturwissenschaftlichen Institut in Essen. Seit Mai 1993 am Wuppertal Institut für Klima, Umwelt und Energie. Seit 1993 jedes Jahr scholar-in-residence am Schumacher College, England. 1997 Lehrtätigkeit an der University of California, Berkeley, und Università La Sapienza, Rom. Mitglied im Fachbeirat Süd der Heinrich-Böll-Stiftung.","Dr. Wolfgang Sachs was born in 1946 in Munich, Germany. He studied theology and social sciences in Munich, Tübingen and Berkeley. From 1980-1984 he was member of the research group ""Energy and Society"" at the Berlin Technical University. From 1984 until 1987 he worked as the editor of the magazine ""Development"" in Rome. During 1987-1990 Wolfgang Sachs served as a professor at Pennsylvania State University, USA. From 1990-1993 he was a research fellow at the Institute for Cultural Sciences at Essen University. Since May 1993 he works for the Wuppertal Institute. He lectures widely nationally and internationally and is a regular scholar-in-residence at Schumacher College, England. His publications on development, environment, and globalisation have appeared in many languages.","Dr. Wolfgang Sachs wurde 1946 in München geboren. Er studierte Theologie und Sozialwissenschaften in München, Tübingen und Berkeley. Von 1980 bis 1984 war er Mitglied der Forschungsgruppe ""Energy and Society"" an der Berlin Technical University. Von 1984 bis 1987 arbeitete er als Herausgeber der Zeitschrift ""Development"" in Rom. Während der Jahre 1987 bis 1990 war Wolfgang Sachs Professor an der Pennsylvania State University in den USA. Von 1993 bis 1993 war er Forschungsmitglied am Institut für Kulturwissenschaften an der Universität Essen. Seit Mai 1993 arbeitet er für das Wuppertal Institute. Er hält zahlreiche Vorträge auf national und internationaler Ebene und ist regelmäßig als Residenzwissenschaftler am Schumacher College in England.",0.8513818979263306
703,Die Regierung ist an der sache dran.,The Feds are on to the whole thing.,Die Feds sind auf dem ganzen Weg.,0.8244701027870178
704,Da müssen wir hin.,We should go there.,Wir sollten dorthin gehen.,0.8572906255722046
705,Ist sie ins Krankenhaus gezogen?,She's living at the hospital?,Sie lebt im Krankenhaus?,0.9361113905906677
706,"Richard Ellison ist kein Name, den ich noch einmal zu hören erwartet habe.",Richard Ellison is not a name I was expecting to hear again.,"Richard Ellison ist kein Name, den ich noch einmal hören wollte.",0.9599339365959167
707,"Nun, die Gerüchte stimmen, und... ich darf Sie bekanntmachen... mit den beiden neuen Eigentümern der Opéra Populaire. Monsieur Richard Firmin und Monsieur Gilles André.","I can now tell you that these were all true, and it is my pleasure to introduce you to the two gentlemen who now own the Opera Populaire Monsieur Richard Firmin and Monsieur Gilles Andre.","Ich kann Ihnen jetzt sagen, dass dies alles wahr war, und es ist meine Freude, Ihnen die beiden Herren vorzustellen, die jetzt die Oper Populaire Monsieur Richard Firmin und Monsieur Gilles Andre besitzen.",0.8669195175170898
708,"Nach deiner Theorie brauchte ein aztekischer Priester fünf Jahre, um von Mittelamerika hierher zu kommen.","According to your theory, it took Aztec priests five years to get here from somewhere in Central America.","Nach Ihrer Theorie dauerten es aztechische Priester fünf Jahre, um von irgendwo in Zentralamerika hierher zu kommen.",0.9314766526222229
709,"Auf Wunsch kann Sue Booth-Forbes für interessante Programme mit irischen Musikanten, Geschichtenerzählern oder für Lesungen von Fotografen und bildenden Künstlern sorgen.","On request, Sue Booth-Forbes can arrange interesting programs with Irish musicians and storytellers or lectures by fotographers and visual artists.",Auf Wunsch kann Sue Booth-Forbes interessante Programme mit irischen Musikern und Geschichtenerzählern oder Vorträge von Fotografen und Bildkünstlern arrangieren.,0.9458737373352051
710,"Der Austausch ermöglicht femer den angestammten Anbietern und Händlern mit erheblichen Marktanteilen, d. h. den vier größten Unter nehmen mit Anteilen von etwa 80 % am britischen Markt, ihre Marktstellung wirksamer zu verteidigen, als dies ohne die eingehenden Angaben über die Absatzzahlen ihrer Konkurrenten und Änderungen in deren Marktstellung möglich wäre.",The Exchange further helps the established firms and dealers with considerable market shares (i.e. the four biggest firms holding approximately 80 % of the United Kingdom market) to defend their market positions more efficiently than they could do without the detailed information on retail sales of their rivals and any changes thereof.,"Die Börse hilft den etablierten Unternehmen und Händlern mit beträchtlichen Marktanteilen (d.h. den vier größten Unternehmen, die etwa 80% des Marktes des Vereinigten Königreichs besitzen) außerdem, ihre Marktpositionen effizienter zu verteidigen, als sie ohne die detaillierten Informationen über den Einzelhandel ihrer Rivalen und ihre Änderungen hätten tun können.",0.8614213466644287
711,Auf dem Pass (2Std23Min) (1750 m) stossen Sie auf einen Wanderweg. Biegen Sie nach rechts ab. Voraus erblicken Sie das Westmassiv von Picos De Europa. Im Westen erstreckt sich die Kantabrische Kordiliere.,"Once you have reached the pass (2h23min) (1750 m), you follow a track to the right.","Sobald Sie den Pass (2h23min) (1750 m) erreicht haben, folgen Sie einer Strecke nach rechts.",0.8666527271270752
712,"Ich nehme an, er will damit zum Ausdruck bringen, dass er irgendwann einmal Geschichtsunterricht hatte.",I assume his purpose is to demonstrate that at one time or another he was subjected to a grammar-school course in history.,"Ich nehme an, sein Zweck ist es, zu demonstrieren, dass er zu einer Zeit oder anderen einem Grammatik-Schulkurs in Geschichte unterworfen wurde.",0.8585141897201538
713,"Schickt das Jugendamt jemanden her, um ihn mitzunehmen?",Juvenile services is sending someone to take him in?,"Juvenile Services schickt jemanden, um ihn aufzunehmen?",0.9337135553359985
714,Die Gruppe könnte die Zusammenarbeit dann auf drei weitere politische Bereiche ausdehnen:,The group could then extend cooperation to three other policy areas:,Die Gruppe könnte dann die Zusammenarbeit auf drei andere Politikbereiche ausdehnen:,0.9539002776145935
715,Was ist mit diesem? Das ist gut.,This is a good one.,Das ist ein guter.,0.8720203042030334
716,"Ich kenne da ein paar Herren, die hervorragend geeignet wären, auf eine etwas australische Weise. Würde das helfen?",I know a couple of gentlemen who might fit the bill in an antipodean kind of way.,"Ich kenne ein paar Herren, die vielleicht auf eine Art Antipoden-Wartung in die Rechnung passen.",0.8723720908164978
717,Das hat sie doch schon früher gewusst. - Ja.,-She must have known that earlier?,- Das muss sie schon früher gewusst haben?,0.9376673698425293
718,Zusammen mit Polar Music und Union Songs werden die ABBA-Mitglieder den Bau eines Hauses für zehn Waisenkinder in der Stadt Bossangoa sponsern.,"Along with Polar Music and Union Songs, the ABBA members will sponsor the construction of a home for ten orphans in the town of Bossangoa.",Zusammen mit Polar Music und Union Songs werden die ABBA-Mitglieder den Bau eines Hauses für zehn Waisen in der Stadt Bossangoa unterstützen.,0.9747580289840698
719,dem Bausektor führen die Finanzrestriktionen zu einer er-,"In the construction sector especially, the financial con-",Insbesondere im Bausektor ist der finanzielle,0.8669283986091614
720,Kein Mensch.,"He""s not a person.",Er ist keine Person.,0.8225727677345276
721,"Jungs könnt das sicher hinbekommen, oder?","Guys should be able to work that out, right?","Die Jungs sollten das ausarbeiten können, oder?",0.9005327224731445
722,Als Teil dieser Partnerschaft hat Orlando die Möglichkeit Spieler von Benfica auszuleihen.,"As part of that partnership, Orlando City signed two players from the S.L.",Als Teil dieser Partnerschaft unterschrieb Orlando City zwei Spieler aus der S.L.,0.8846334218978882
723,Nach einer Zählung aus dem Jahr 2000 hat die Stadt 20.339 Einwohner.,"As of the 2010 census, the city had a total population of 21,387.",Nach der Volkszählung von 2010 hatte die Stadt eine Gesamtbevölkerung von 21.387.,0.8733176589012146
724,lesen Sie hier den Tourbericht,lesen Sie hier den Tourbericht,Sie lesen hier den Tourbericht,0.9901731014251709
725,Er meidet alle.,He shuns everybody.,Er vermeidet alle.,0.9423882365226746
726,"Er tut sein möglichstes, um -- ohne sich allzu sehr zu kompromittieren -- der Idee Nahrung zu verschaffen, Faurisson wäre ein altbekannter Antisemit; und erzählt die Geschichte klein-klein, auf diese Weise den Eindruck zu erwecken, sie, als Verantwortliche der Universität, hätten gar nicht anders handeln können, was, grosso modo, wohl bedeutet, sie hätten den Störenfried in die Falle laufen lassen, um sich nicht der Kritik der Gegner Faurissons auszusetzen.","He tries, without compromising himself, to give credit to the idea that Faurisson was a long-time antisemite.","Er versucht, ohne sich zu kompromittieren, der Idee zu geben, dass Faurisson ein langjähriger Antisemit war.",0.825899600982666
727,einen qualitativ immer hochwertigeren Wein herzustellen.,produce wines with increasing high quality organoleptic properties.,Wein mit zunehmenden organoleptischen Eigenschaften von hoher Qualität herstellen.,0.8360519409179688
728,"Danke. Wie spät ist es, Hank?","What time is it, Hank?","Wie spät ist es, Hank?",0.9710209369659424
729,Die Sortierfolge kann in einem Menü im Fuß des Fensters gewählt werden. Im Browser-Fenster können die Dateien in eine Dropliste im unteren Bereich des Fensters gezogen werden und dort durch Ziehen sortiert werden.,"The sorting order can be set in a menu at the bottom of the window. In the browser window files can be dragged to a drop area at the bottom of that window, in that drop list the files can be ordered by dragging.","Die Sortierungsordnung kann in einem Menü am Unterseite des Fensters eingestellt werden. In dem Browserfenster können Dateien in einen Dropbereich am Unterseite dieses Fensters gezogen werden, in dieser Dropliste können die Dateien durch Zäger gezogen werden.",0.8966805338859558
730,"""Danebenschossen""","""By the Sea""","""Am Meer""",0.7595351934432983
731,Im Frühling 1905 begann Sabina Spielrein ein Medizinstudium an der Universität Zürich.,"Spielrein was able to begin her medical studies in 1905, graduating as a doctor in 1911.",Spielrein konnte 1905 mit ihren medizinischen Studien beginnen und wurde 1911 als Ärztin absolviert.,0.8402590751647949
732,Ich hatte letzte Nacht einen Drink auf Irland mit ein paar Freunden von beiden Richtungen.,I had a drink for Ireland last night with some friends of both persuasions.,Ich hatte gestern Abend einen Drink für Irland mit einigen Freunden beider Überzeugungen.,0.921095609664917
733,Gepäckbeförderung von Tür zu Tür,Door to door luggage carriage,Gepäckwagen von Tür zu Tür,0.9403834342956543
734,"Ich habe kein Vertrauen Zeitung Linien, sie sind annähernd und oft unzuverlässig.","I don’t trust newspaper lines, they are approximate and quite often unreliable.","Ich vertraue nicht an Zeitungslinien, sie sind ungefähr und ziemlich oft unzuverlässig.",0.9363078474998474
735,"Er leitete das International Institute for Strategic Studies (IISS) in London und später die deutsche Stiftung Wissenschaft und Politik, ein Think Tank, der die Bundesregierung und den Bundestag in außenpolitischen Fragen federführend berät. Deutschland müsse, so Bertram, “die immensen Vorteile eines engen und gemeinschaftlichen Verhältnisses mit Iran” erkennen.","He used to head the International Institute for Strategic Studies in London and later the German Foundation for Science and Politics, a think tank that advises the government and parliament on foreign policy.","Er leitete das International Institute for Strategic Studies in London und später die Deutsche Stiftung für Wissenschaft und Politik, einen Denkzentrum, der der Regierung und das Parlament über die Außenpolitik berät.",0.869062066078186
736,"Weshalb macht er sich so unverschämt vor unseren Augen breit? Weshalb tut er, als ob er weiter nach Gründen suchen würde- wobei dieses Gründe sinnlos geworden sind, nur leere Worte, hohle Parolen, inkonsistente Logik?","Why is it deployed so shamelessly before our eyes? Why does they continue to pretend to find reasons when these reasons no longer have any meaning - they are just empty words, hollow slogans and inconsistent logic?","Warum wird es so schamlos vor unseren Augen eingesetzt? Warum tun sie so weiter, als fanden sie Gründe, wenn diese Gründe keine Bedeutung mehr haben - es sind nur leere Worte, leere Slogane und inkonsekvente Logik?",0.9017816781997681
737,"Jetzt kommt eine dicke, fette Nahaufnahme.","Now, here comes a big, fat close-up.","Hier kommt ein großes, fettes Nahaufbild.",0.898672342300415
738,"Freitag, 11. März 2016, 22:16 UTC+1","Mittwoch, 9. März 2016, 14:32 UTC+1","Mittwoch, 9. März 2016, 14:32 UTC+1",0.9211920499801636
739,GO!!! - Fahrzeuge,GO!!! - Fahrzeuge,GO!!! - Fahrzeug,0.9816960096359253
740,"Ich möchte das Haus und die Kommission darauf aufmerksam machen, dass 90% der jährlich etwa 5 000 Gesetze im Rahmen übertragener Befugnisse verabschiedet werden.",I would remind the House and the Commission that 90% of some 5 000 legislative acts adopted every year in the Union are under delegated powers.,"Ich möchte dem Parlament und der Kommission daran erinnern, dass 90% der jährlich in der Union über 5.000 gesetzgebenden Akte delegierte Befugnisse haben.",0.9010009765625
741,Bezeichnenderweise sehen Regierung und »Experten« in Polen bis heute keinerlei Zusammenhang zwischen Finanzkrise und Autoproduktion. Dabei war die historisch einzigartige Ausweitung der weltweiten Autoproduktion von 58 auf 73 Millionen Stück zwischen 2002 und 2007 nur auf Kredit möglich.,"Typically, government and ""experts"" in Poland still refuse to see any links between fthe financial crises and the production of automobiles. But the historically unparalleled expansion of global car production from 58 to 73 million between 2002 and 2007 was only possible on credit.","Typischerweise weigern sich die Regierung und die ""Experten"" in Polen immer noch, Verbindungen zwischen der Finanzkrise und der Automobilproduktion zu sehen. Aber die historisch unvergleichliche Erweiterung der weltweiten Automobilproduktion von 58 auf 73 Millionen zwischen 2002 und 2007 war nur auf Kredit möglich.",0.9133009314537048
742,Ich werde mit George nachkommen.,"I´ll, uh, follow along with George.",Ich werde mit George folgen.,0.9039936065673828
743,"Gewinnen ist klasse, aber wenn ich mein Bestes gegeben habe, bin ich meist zufrieden mit dem Ergebnis, egal wie es ist.","Winning's great, but if I've done my best, I usually feel good about the outcome, no matter what it is.","Gewinnen ist großartig, aber wenn ich mein Bestes gegeben habe, fühle ich mich normalerweise gut über das Ergebnis, egal was es ist.",0.9396142363548279
744,in dem Begleitbuch Juden in Buttenhausen,- in the book Jews in Buttenhausen (only in German),- im Buch Juden in Buttenhausen (nur in Deutsch),0.8643811941146851
745,Sozialdemokraten beschäftigen sich mit der Stärkung der Rolle der Frau in der arabischen Welt,S&D Euro MPs address women's empowerment in the Arab World,S&D Euro-Deputanten sprechen über die Befugnis der Frauen in der arabischen Welt,0.8547423481941223
746,Ich friere nicht.,"- I'm not cold, sir.","- Ich bin nicht kalt, Sir.",0.8719382882118225
747,Einkommen aus unselbständiger Arbeit 2001,Compensation of employees 2001,Entschädigung der Arbeitnehmer 2001,0.8760008811950684
748,- Sie widern mich an.,- You disgust me.,- Du stört mich.,0.8368909358978271
749,"1993 wechselte er wieder zu seinem Heimatverein Fredrikstad FK, wo er ein Jahr später seine aktive Karriere beendete.","He finished his career back in Fredrikstad, where he is now the assistant coach.","Er beendete seine Karriere in Fredrikstad, wo er jetzt Assistent-Trainer ist.",0.8686160445213318
750,"Die Person, die ein nicht im Katalog aufgeführtes Einzelfuttermittel zum ersten Mal auf den Markt bringt, meldet den in Artikel 26 Absatz 1 genannten Vertretern des europäischen Futtermittelsektors unverzüglich seine Verwendung.","The person who, for the first time, places on the market a feed material that is not listed in the Catalogue shall immediately notify its use to the representatives of the European feed business sectors referred to in Article 26(1).","Die Person, die zum ersten Mal ein Futtermaterial auf den Markt bringt, das nicht im Katalog aufgeführt ist, notifiziert sofort die Vertreter der europäischen Futtermittelgeschäfte nach Artikel 26 (1) über seinen Einsatz.",0.8944365978240967
751,Im luxuriösen Le Chinois Restaurant & Bar genießen Sie moderne chinesische Küche und kreative Cocktails.,The sumptuous Le Chinois Restaurant & Bar serves a modern Chinese cuisine menu and creative cocktail list.,Das sumptuöse Le Chinois Restaurant & Bar bietet ein modernes Menü für chinesische Küche und eine kreative Cocktailliste.,0.9141607284545898
752,So steigern Sie Ihr Wohlbefinden,That's the way to increase your wellbeing,"Das ist der Weg, um dein Wohlbefinden zu erhöhen",0.8941435217857361
753,"Sag bloß nicht, du hast einen Blutschwur geleistet.",Don't tell me - you took a blood oath.,"Sag mir nicht, du hast einen Blutverheißung abgenommen.",0.907629668712616
754,Warum hast du es niemand gesagt?,Why didn't you tell anyone? It must've been hell keeping all that inside.,Warum hast du es niemandem gesagt?,0.9870829582214355
755,- Eine Sternkarte.,- It's a star frame.,- Es ist ein Sternrahmen.,0.8729705810546875
756,Werner Trobin trobin@kde.org.,Werner Trobin trobin@kde. org.,Werner Trobin trobin@kde.org.,1.0
757,"Was würden Sie tun, wenn Sie sichergehen wollten, dass die Streife den Bezirk im Auge behält?","What's up, Sergeant? How would you check the patrol was keeping an eye on things?","Wie würden Sie überprüfen, ob die Patrouille die Dinge im Auge hat?",0.8826918005943298
758,"Paco zeigt mir den Spannungsregler, den Joe nachts gebracht hat.",Paco here was just about to show me the regulator that Joe brought in.,"Paco wollte mir gerade den Regulier zeigen, den Joe mitgebracht hat.",0.910081684589386
759,- Ich habe bestanden?,I passed?,Ich bin vorbei?,0.8744692206382751
760,"Du hast zwei andere Gatten hier, mit denen du das machen kannst.",You got two other husbands here to do that with.,"Du hast zwei andere Ehemänner, mit denen du das tun kannst.",0.9610441327095032
761,"Wir sind allein in dem Glauben, dass sie eine schöne Frau ist.",We are alone in believing that she is a beautiful woman.,"Wir sind alleine daran zu glauben, dass sie eine schöne Frau ist.",0.9751838445663452
762,"Es wurde vorgeschlagen, dass die Rollen nach Entfernen aus dem Trägermechanismus auf Paletten gesetzt und mit Gurten befestigt würden. Sobald 2 Rollen auf jeder Palette platziert wären, würden das Brutto- und Nettogewicht außen angegeben und die Rollen würden in einen Lagerbereich verbracht, wo diese dann von M&R Recycling abgeholt würden.","It was proposed that once the rolls had been lifted off the support mechanism, they would be placed on pallets and secured with strapping. Once 2 rolls were positioned on each pallet, the gross and net weight were written externally and they would be removed and placed into a storage area, awaiting collection by M&R Recycling.","Es wurde vorgeschlagen, dass die Rollen, sobald sie vom Stützungsmechanismus abgezogen worden waren, auf Palletten platziert und mit einem Schleifen gesichert werden. Sobald zwei Rollen auf jede Pallet platziert waren, wurden das Brutto- und Nettogewicht extern geschrieben und sie entfernt und in einen Lagerbereich gelegt, bis sie von M&R Recycling eingehegt wurden.",0.9048740863800049
763,Ich brauche dich am Schalter.,We need you at the desk.,Wir brauchen dich am Schreibtisch.,0.8984935879707336
764,"Tako, ich hoffe, dass wir Recht behalten.","Tako, I hope we're right.","Ich hoffe, wir haben recht.",0.9313416481018066
765,"Mache ich dir ein Versprechen, breche ich eines an mich selbst.","Make a promise to you, break another to myself.","Ich mache dir ein Versprechen, breche mir ein anderes.",0.9353216886520386
766,Blinde Kuh.,Please! - Blindman's bluff.,"- Blindmans Bluff, bitte!",0.7572035193443298
767,"Soweit es mich betrifft, ist dein Chemieunterricht beendet.","As far as I'm concerned, your chemistry education is over.","Was mich betrifft, ist deine Chemie-Ausbildung vorbei.",0.908303439617157
768,"In zwei der zwölf schottischen Regionen ist der Schulbeirat im Ausschuß für die Einstellung von leitendem Lehrpersonal durch ein Mitglied vertreten (was vom zuständigen Minister empfohlen wird), während in Nordirland die Einstellung von Lehrpersonal eine der wichtigeren Aufgaben des Schulausschusses ist.","In two of the 12 regions of Scotland a school council member is represented on the selection panel for senior staff, a procedure which has been commended by the Minister, while in Northern Ireland staff appointments represent one of the more important functions of the school management committee.","In zwei der 12 Regionen Schottlands ist ein Schulratmitglied im Auswahlpanel für Senior-Mitarbeiter vertreten, ein Verfahren, das vom Minister gefeiert wurde, während in Nordirland die Personalverordnung eine der wichtigsten Funktionen des Schulverwaltungsausschusses darstellt.",0.861504077911377
769,Mehr Info eng(4) ger(2),More info eng(4) ger(2),Weitere Informationen eng(4) ger(2),0.9329820871353149
770,"Nein, ihr werdet die Herrlichkeit Gottes sehen. Das ist der Höhepunkt dieses 11. Kapitels im Johannesevangelium mit Lazarus und seinen Schwestern in Bethanien.","That is the upshot of this eleventh chapter of John with Lazarus and his sisters at Bethany. Difficult as the way to it was for them, the last picture is of an emanation of the glory of God.","Das ist der Schluss dieses elften Kapiteles von Johannes mit Lazarus und seinen Schwestern in Bethania. Wie schwierig der Weg für sie war, ist das letzte Bild von einer Ausstrahlung der Herrlichkeit Gottes.",0.8744682669639587
771,- Es wird mich umbringen.,It'll kill me.,Das wird mich töten.,0.900059163570404
772,Sie hatten keine Abtreibung.,You did not have an abortion.,Sie haben keine Abtreibung gemacht.,0.9409536719322205
773,Hier ist Kanon.,It's Kanon.,Es ist Kanon.,0.9098117351531982
774,"Wenn man genauer hinguckt, sieht man beispielsweise auch all das, was die Oberfläche ausmacht, also die Schönheit des Bildes, die Beiläufigkeit und Leichtigkeit, mit der Bergman alltägliche Begebenheiten eingefangen hat.","If you look closer, you see everything including the surface, the beauty of the image, the casualness and lightness with which Bergman captures daily occurrences.","Wenn man näher schaut, sieht man alles, einschließlich der Oberfläche, der Schönheit des Bildes, die Unruhigkeit und Leichtigkeit, mit denen Bergman tägliche Ereignisse erfasst.",0.9005163311958313
775,Mein Merkzettel (34),My wish list (55),Meine Wunschliste (55),0.8768703937530518
776,Deine Ticks sind weg.,Your tics are gone.,Deine Tickets sind weg.,0.9590185284614563
777,"Vier Stunden, bis Lottie hier eintrifft.",Four hours 'til Lottie gets here.,"Vier Stunden, bis Lottie hier ist.",0.9592767953872681
778,"Woher wussten Sie, wer da ist?",How'd you know who it is?,"Woher wusstest du, wer es ist?",0.9588516354560852
779,Willkommen bei Vereinigte Füllkörper-Fabriken GmbH & Co. KG,"WELCOME to Vereinigte Füllkörper-Fabriken GmbH & Co. KG (VFF),","WELCOME an Vereinigte Füllkörper-Fabriken GmbH & Co. KG (VFF),",0.918828010559082
780,Das Abkommen wird hier eine enge Kiste.,The treaty's gonna be a tough sell here.,Der Vertrag wird hier schwer zu verkaufen sein.,0.8502201437950134
781,"Wenn wir es mit ihr aufnehmen wollen, dann werden wir Klaus brauchen.","We go up against her,",Wir gehen gegen sie.,0.8681120276451111
782,Link: zur Homepage (Kursalon),Link: zur Homepage (Peterskirche),Link: zur Homepage (Peterskirche),0.8833622932434082
783,Ich habe versagt.,I failed.,Ich habe versagt.,1.0000001192092896
784,"Man munkelt, dass nur der Erbe von Salazar Slytherin - einer der vier Zauberer, die einst Hogwarts gründeten - Macht über das Wesen besitzt, das angeblich in der Kammer haust.","But what is the awful secret hidden in the Chamber and what has all that to do with Harry? Legend has it that only the heir of Salazar Slytherin – one of the wizards who founded Hogwarts – has power over the monster living in the Chamber. Everybody is afraid of black magic, Harry most of all doesn't want anything to do with it, but as usual is drawn into events he can do nothing about.","Aber was ist das schreckliche Geheimnis, das in der Kammer versteckt ist, und was hat das alles mit Harry zu tun? Die Legende sagt, dass nur der Erbe von Salazar Slytherin, einer der Zauberer, der Hogwarts gründete, Macht über das Monster hat, das in der Kammer lebt. Jeder hat Angst vor Schwarzmagie, Harry will vor allem nichts damit zu tun haben, aber wie üblich wird er in Ereignisse gezogen, um das er nichts tun kann.",0.8475322127342224
785,du hast nicht abgetrotzt,you will not have gone to war,Du wirst nicht in den Krieg gegangen sein.,0.8653524518013
786,Anzeige Nr.595965 an einen Freund senden,Send ad no.640795 to a friend,Anzeige Nr. 64795 an einen Freund senden,0.9607174396514893
787,Beide Vorschläge sind von großer Brisanz und werden von der Arbeiterkammer mit großer Aufmerksamkeit verfolgt.,"Both proposals are a highly explosive subject, being followed closely by the Chamber of Labour.","Beide Vorschläge sind ein sehr explosionsvolles Thema, das von der Chamber of Labour eng verfolgt wird.",0.8553188443183899
788,"Ich wusste, Sie würden so denken.",I knew you'd think so.,"Ich wusste, du würdest das denken.",0.9396530985832214
789,"„Sendung“ eine Gesamtheit von Polyamid- oder Melamin-Kunststoffküchenartikeln, die von dem/denselben Dokument(en) begleitet und mit demselben Transportmittel befördert wird und aus demselben Drittland stammt; c) „zuständige Behörden“","‘consignment’ means a quantity of polyamide or melamine plastic kitchenware, covered by the same document(s), conveyed by the same means of transport and coming from the same third country;","Sendung bedeutet eine Menge Polyamid- oder Melamin-Plastküssen, die mit demselben Dokument (s) bedeckt sind und mit demselben Transportmittel transportiert werden und aus demselben Drittstaat kommen;",0.8848047852516174
