EN,UK
- Geben Sie ihn auch zurück?,"HURRY, HURRY!"
"Ich dachte, wir könnten den Orangensaft auslassen.",I thought we might abandon the orange juice for once.
"Hat das keine Wirkung auf Sie, 007?","Doesn't that do something to you, 007?"
"Manager ist zu zahlen Schmiergelder an Mitarbeiter von Apple Paul Shin Devin Verdacht, heimlich die gelieferten Informationen über die Produkte der amerikanischen Firmen.","Manager is suspected of paying kickbacks to Apple employees Paul Shin Devin, secretly supplied the information about the products of American companies."
"Ah, keine Serena?","Ah,no serena?"
"Die ""Seberus"".","It's the ""Seberus""."
"Als Termin sollte eine Frist von zwei Jahren nach Verabschiedung festgesetzt werden, wie das üblich ist.","The appropriate approach is to stipulate, as is normal, two years after adoption."
"(4) Das in Absatz 1 genannte Kontingent beläuft sich auf 22400 Tonnen pro Jahreszeitraum, der jeweils am 1. Juli beginnt.",4. The quota referred to in paragraph 1 shall be of 22400 t per 12-month period commencing on 1 July.
"- Bleib ruhig, Marat!","- Stay calm, Marat!"
"Der Junge hat die Wissenschaft praktisch erfunden, okay?","Nicole, Jeff Chang invented science, OK?"
Meinetwegen geh!,- Zusa! - My Lady.
Für die außerhalb der oben vorgesehenen Kontingente eingeführten Mengen gelten die Bestimmungen dieses Vertrags.,The provisions of this Treaty shall apply to any quantities imported in ex­cess of the quotas provided for above.
- Keinen Schimmer! - Nein? Dann denk mal nach.,- Think about that one.
"Ich kann nur mitteilen, daß die Ausführung dieser humanitären Projekte wegen der oft riskanten Situation für unsere humanitären Helfer in letzter Zeit nicht einfacher geworden ist.",I can only report that during the recent past carrying out these humanitarian projects has not become any easier because of the frequently risky conditions for humanitarian aid workers.
Ich kann nicht anders.,I can't help it.
- Was sagt ihr dazu?,- How about that?
NEWPORT BEACH – Die Wechselhaftigkeit der Märkte und der “Konsensschätzungen” sorgen bezüglich der wirtschaftlichen Aussichten der Vereinigten Staaten für Verwirrung.,"NEWPORT BEACH – Judging from the skittishness of both markets and “consensus expectations,” the United States’ economic prospects are confusing."
Nach dem J. 1945 wird dann die Burg als Nationalkulturgedenkstätte erklärt.,After 1945 the Castle was declared as a national cultural sight.
"Ich will nur, dass alle glücklich sind.",I just want everybody to be happy.
Richard nimmt die Stelle dankend an und kehrt glücklich heim zu seiner Frau.,"Finally at home, Richard is beaten once more, this time by his father."
"Die jüngsten internationalen Entwicklungen haben dazu geführt, dass eine Reihe neuer und verbesserter internationaler Übereinkünfte erarbeitet wurden, die für nukleare Sicherheit und Verifikation von Bedeutung sind: Die Vertragsstaaten haben im Juli 2005 die Änderung des Übereinkommens über den physischen Schutz von Kernmaterial angenommen, im September 2005 wurde das Internationale Übereinkommen zur Bekämpfung nuklearterroristischer Handlungen zur Unterzeichnung aufgelegt, und im April 2004 hat der Sicherheitsrat der Vereinten Nationen die Resolution 1540 (2004) betreffend Massenvernichtungswaffen und nichtstaatliche Akteure verabschiedet.","Recent international developments have resulted in a new and strengthened set of international legal instruments that are relevant for nuclear security and verification: in July 2005, States Parties adopted the Amendment to the Convention on the Physical Protection of Nuclear Material; the International Convention for the Suppression of Acts of Nuclear Terrorism was opened for signature in September 2005; and in April 2004, the UN Security Council adopted Resolution 1540(2004), dealing with weapons of mass destruction and non-State actors."
"Im Rahmen des Programmes „Das Theater, in dem die Kinder spielen“ werden die Stücke der Kindertheaterschulen aus Perm, Moskau, Ischewsk, Gubacha vorgeführt werden. Es werden folgende Trainings für Kinder durchgeführt werden: Spiele und Improvisierung in Bewegung, Zeichnen, Dramaturgie, Breakdance, Rap und Hip-Hop.","Performances o the children theatre studios from Perm, Moscow, Izhevsk and Gubakha will be shown within the program “The theatre with performing children”. Except of it there will be trainings for children including games, on-the-go improvisation, drawing, dramaturgy, break dance, rap and hip-hop."
"Kenny, das heißt, du mußt auch wieder zurück.","Kenny, you realize that means you'd go back too."
Geschehen zu Brüssel am 27. Juli 1981.,"Done at Brussels, 27 July 1981."
"Quelle: (6), Seite 550","Source: (6), page 550"
Wir sind alle Kinder ... ein und derselben Lebenskraft.,We are all children of the same life force.
"Pass auf, ich weiss, dass du Flugangst hast.","Look, I know that you're afraid of flying."
Nach dem Jahr 1871 stimulierte die Bahnlinie Košice-Bohumín die dynamische Wirtschaftsentwicklung von Spišská Nová Ves.,After 1871 the dynamic economic development of the city was stimulated by the Košice-Bohumín railway track.
- 'n Abend. - Warum pennst du nicht zu Hause?,- Why don't you sleep at home?
In Schande.,In disgrace.
Bitte!,Please.
VVCD-00112 [1],VVCD-00128 [1]
"Wenn ich weiß, wer ich bin, was ich alles getan habe,","Once I know who I am, everything I've done,"
Anzahl der Seiteaufrufe: 748,Number of visits: 682
"Oh, mein Gott.","Oh, boy! It's all right."
"Dort wird auch über den Fortschritt des Projekts berichtet, und es werden Präsentationsmaterialien und sonstige nützliche Informationen für interessierte Kreise wie andere Patentämter, Industrieunternehmen und Einzelnutzer bereitgestellt.","It also provides information on the progress of the project, offering presentation materials and other useful information for our stakeholders, including other patent offices worldwide, industry and users."
Anzahl der Tombolascheine : 701,Number of tickets : 555
WAS MÜSSEN SIE VOR DER ANWENDUNG VON MIXTARD BEACHTEN?,BEFORE YOU USE MIXTARD
Sie sollten es noch etwas auskleiden.,You should flesh it out.
Bezahlen Sie irgendwann.,You can pay me whenever.
"Tyler, mein Liebling, ich habe eine Tür eingeatmet.",lovey? I breathed in a door.
(Die Sitzung wird um 9.05 Uhr eröffnet.),(The sitting was opened at 09.05)
"Die nächstgelegene Nachbarinsel Ulak Island liegt östlich in nur 6,4 km Entfernung.",The nearest island is Ulak Island about 4 mi (6 km) to the northeast.
"Nachhaltige Entwicklung und verantwortungsbewusste Investitionen - Wuppertal Institut für Klima, Umwelt, Energie","Sustainable Development and Responsible Investing - Wuppertal Institut für Klima, Umwelt, Energie"
"Dieser Umstand beruhigt mich erheblich, denn seit ich Mitglied des Europäischen Parlaments bin, befinde ich mich fortwährend in der Luft bzw. im Flugzeug.","I find this really reassuring because, ever since I have been a Member of the European Parliament, I have been constantly up in the sky in aeroplanes."
Ich kann allein sein Solange ich bei dir bin,I can be alone with you
"Aktuelle Bedingungen für Paulínia, São Paulo am Aktualisiert am Samstag 19:00 Uhr","Current conditions for Paulínia, São Paulo on measured on Saturday 7:00:"
- Im Ernst?,- Is that right?
"Jetzt noch mal der, äh, Dings, Bräutigam.",You look Beautiful!
Günstige und Luxus Hotels in Villafalletto:,Accommodations in Villafalletto
"Außer dem Fakt, dass sie Nutten sind und er Zuhälter?","Besides the fact that they're hookers and he's a pimp? Okay, that's it."
"In: Berufsbildung in Wissenschaft und Praxis 33 (2004) 3, S. 15-19.","In: Berufsbildung in Wissenschaft und Praxis 33 (2004) 3, pp. 15-19."
Buchkundliche Arbeiten (1),Kunstgeschichte (1) Mediävistik (2)
(Bild 41 von 133),(Picture 41 of 133)
"Die neusten Hinzufügungen sind: Automan (Bug Byte), Gauntlet 3 - The Final Fight (U.S. Gold), The Legend of Sinbad (Superior Software), Microdot (Jim Blackler) und Predator (Activision).","The most recent additions are: Automan (Bug Byte), Gauntlet 3 - The Final Fight (U.S. Gold), The Legend of Sinbad (Superior Software), Microdot (Jim Blackler) and Predator (Activision)."
Eddie zu einem Außenseiter zu machen.,To make eddie an outcast.
- Hast du das gesehen?,- what is it? - Did you see that?
"Ja, das mache ich auch. Das sollte ich auch tun.","Oh, me, too."
(Heroische Instrumentalmusik),Oh! Ouch!
Die Einwohner dieser Regionen (siehe unten) verstehen einander problemlos.,"Inhabitants of these regions (see below) have no problems understanding each other. Flemish is spoken in Western and Eastern Flanders, Northern France and Zeelandic Flanders. Eastern Flemish and Brabantish belong to the south central group within the Dutch language area."
"Das Produktportfolio umfasst dreiachsige Beschleunigungs-, Drehraten- und geomagnetische Sensoren, integrierte 6- und 9-Achsen-Sensoren und Umweltsensoren sowie Softwarelösungen. Bosch Sensortec hat sich seit der Gründung 2005 zum Technologieführer in den adressierten Märkten entwickelt.","The product portfolio includes triaxial geomagnetic and acceleration sensors, triaxial gyroscopes, barometric pressure sensors and a comprehensive software portfolio for various applications. Since its foundation in 2005 Bosch Sensortec emerged as the technology leader in the addressed markets."
"Was, die haben oben einen Tisch?",You say they got a table upstairs?
Entsprechend dem in demselben Artikel niedergelegten Verhältnismäßigkeitsprinzip geht diese Verordnung nicht über das für die Erreichung dieses Ziels erforderliche Maß hinaus.,"In accordance with the principle of proportionality as set out in the said Article, this Regulation does not go beyond what is necessary to achieve that objective."
Ich will meine Zeit als Dämon sühnen.,I just want a chance to make up for my demon days.
In Zentrum (66),In Zentrum (17)
Bobby muss euch was Wichtiges sagen!,Momo wants to talk to you.
"- Oh, wirklich?","Plus, I was unconscious for an hour."
Gegenseitige Amtshilfe,Mutual assistance
"Sonntag, 13. März 2016, 03:12 UTC+1","Mittwoch, 9. März 2016, 11:55 UTC+1"
Das ist Graf Tuntula.,It's count Fagula.
"Gokarna Main Beach verläuft nördlich entlang der Küstenlinie der Ortschaft, während die anderen vier Strände südlich und durch Hügelketten getrennt davon liegen.",The Gokarna beach forms the coast of the town and is followed by Main beach in northern direction while the other four beaches lie to the south of Gokarna.
"Nein, sondern sie sagten: ""Gewiß, wir fanden unsere Ahnen auf einem Weg vor, und wir sind ihren Spuren doch nach geleitet.""","Nay! they say: We found our fathers on a course, and surely we are guided by their footsteps."
Leg dich wieder hin. Gut.,"Go back to bed, son."
"(MIT HEISERER STIMME) Chloe, lauf weg.","[IN RASPY VOICE] Chloe, run."
Wir haben ein echtes Interesse an einer Verbesserung der bilateralen Beziehungen.,We have a genuine interest in improving bilateral relations.
"moodle:bg-bab: Kalender: Tagesansicht: Mittwoch, 8. Oktober 2014","moodle:bg-bab: Calendar: Day view: Wednesday, 8 October 2014"
17.10.1994: In Memmingen startet eine Deutschland-Tournee.,17.10.1994: Kick-off of the german tour in Memmingen.
Gallery - Category: Aussenansichten des Hotels - Image: Hotel Tiefenbrunn,Gallery - Category: Excursions - Image: Hotel Tiefenbrunn
Jetzt warne ich Sie.,I'm warning you now.
Schweinen,pigs
Ist Eure Herrin da? Charlotte d'Albret? Sie ist ganz in der Nähe.,"I fear he fired the arrow at your brother... because Grimani thought, at the archery competition, that he was cheated."
"Der Autor dieses Sprachrätsels, Muammar Kaddáfí, , Der Revolutionsführer"" genannt, lacht uns an jeder Ecke an.","The author of this tongue twister - Muammar Gadhafi, ""leader of the revolution"", smiles at us from every corner."
Das hier ist aber größer als ich gedacht hatte.,This place is a lot bigger than I thought it was. It's huge.
- Die Hälfte davon gehört mir.,- Half your money's mine.
"Die Serie wurde in Buenos Aires aufgenommen, Hauptdarsteller ist Benjamin Rojas.","This production was filmed in Buenos Aires, Argentina entirely in English."
Wieso überlässt er sie dir jetzt?,Why's he giving them to you now ?
Gattin: J. F.,Spouse: J. F.
"2 x Berliner Tor 5, Foyer","2 x Berliner Tor 5, foyer"
- Zahnbehandlung mit dem Ziel der Beseitigung von akuten Zahnschmerzen bis zu einem Betrag von 150 EUR.,- Dental treatment intended to relieve the insured person from acute toothache to the maximum amount of 150 EUR
Wozu warten?,- What's the point?
"Du solltest nicht allein sein, ehe die Sache nicht vom Tisch ist.",You shouldn't be alone before this is all wrapped up.
Das ist eine Schuld an die Menschheit.,This is the human duty.
Inhalte des Creative Pack 2 (auszugsweise):,Contents of the Creative Pack 2 (extract):
Vom 12. bis 14. Februar 2007 richtete das WIK auf der Königswinterer Hirschburg das 10th Königswinter Postal Seminar aus.,"From 12 to 14 February 2007, WIK organised the 10th Königswinter Postal Seminar at the Hirschburg in Königswinter (near Bonn)."
"* Erhard Friedrichsmeyer: ""Die satirische Kurzprosa Heinrich Bölls.",* Erhard Friedrichsmeyer: Die satirische Kurzprosa Heinrich Bölls.
Rellingen +13°C,Teploklyuchenka +10°C
"Er (Musa) sagte: "" Etwa auch, wenn ich dir etwas Deutliches bringe?""","He said, ‘What if I bring you something [as an] unmistakable [proof]?’"
Bitte!,Slink!
- Was hat er?,He what?
Sie sind hier: /Online-Shop/Holz-Blasinstrumente/Saxophone/Sopran,Sie sind hier: /Online-Shop/Drums & Percussion/Hardware/Tom-Ständer/Zubehör
"Wer hat dich dafür bezahlt, McRyan deine Titten zu zeigen?",You got nice tits. Who was paying you to flash 'em for McRyan?
Kommen Sie mit mir.,You come with me.
"Am Sonntag, den 16. November, entschlief der Bezirksapostel im hohen und gesegneten Alter von 95 Jahren. Stammapostel Richard Fehr: ""Ein ganz außergewöhnlicher Gottesknecht ist nach einem reich erfüllten Leben heimgezogen."" mehr...","On Sunday, November 16, District Apostle Michael Kraus, retired since December 1994, passed away peacefully at the blessed age of 95 years. Chief Apostle Richard Fehr: ""A quite exceptional servant of God now entered into eternity after a full life."" more..."
"Die Suiten verfügen über einen Wellness-Bereich, in dem Gäste individuell auf sie zugeschnittene Behandlungen genießen können, und über einen großzügigen Wohnbereich mit einer hellen Einrichtung.","Equipped with a dedicated wellness space where guests can soak in tailor-made treatments, the SPA Suites also boast a spacious living area and distinctive bright interiors."
"comment: Im Buch liegt ein Gutachten über das Buch, geschrieben von Frau Dr. Alix Hänsel.","comment: Im Buch liegt ein Gutachten über das Buch, geschrieben von Frau Dr. Alix Hänsel."
Anzeige Nr.1035820 an einen Freund senden,Send ad no.1022013 to a friend
Sie waren besorgt.,They were concerned.
"Er kam angefahren und parkte vor einem Dairy-Queen-Imbiss. Er ging rein, um ein Softeis zu kaufen.",He drove up and he double-parked outside a Dairy Queen and went in to get some soft serve.
"Wie Thomas Jenuwein (Institut für Molekulare Pathologie) bemerkt: „Während DNA die Einheit für genetische Information ist, stellt das Nukleosom die Einheit für epigenetische Information dar, die auf Umweltsignale reagieren und die Art und Weise, wie Gene arbeiten, beeinflussen kann. Roger Kornberg und andere Wissenschaftler haben die grundlegenden Prinzipien für die Umwandlung von gespeicherter (DNA) zu funktionaler (RNA) Information in eukaryotischem Chromatin beschrieben“.","While this keeps the nucleus tidy, it doesn’t help transcription, when DNA has to peel away from protein bundles to allow RNA polymerase II to make RNA. As Thomas Jenuwein (Institute of Molecular Pathology, Vienna) notes, “While DNA is the unit for genetic information, the nucleosome is the unit of epigenetic information that can respond to environmental signals and influence the way genes work. Roger Kornberg and other scientists have described the basic principles for the conversion of stored (DNA) to functional (RNA) information in eukaryotic chromatin.”"
"Die Übersetzung dient nur als Hilfe, weil wir die Richtigkeit der Inhalte nicht gewährleisten können.",The translation is only for help because we do not guarantee the accuracy of the contents. Title: Z Drogi Jedzie Noddy - Noddy i Latajace Gobliny
"Die Befugnisübertragung verlängert sich automatisch um Zeiträume gleicher Länge, es sei denn, das Europäische Parlament oder der Rat widerrufen sie gemäß Artikel 38b.","The delegation of power shall be automatically extended for periods of an identical duration, unless the European Parliament or the Council revokes it in accordance with Article 38b."
"Zumindest zeigt das Beispiel Skandinaviens, dass sich Politikern mehr als eine Wahlmöglichkeit bietet, wenn sie über den Umgang mit der Globalisierung nachdenken.","At the very least, the Scandinavian example shows that politicians have more than one option to choose from when considering how to handle globalization."
Mit der gewinnt man immer.,Everyone always wins.
"Wir haben das Reservoir abfließen lassen, um den Grund zu reinigen, und da sah ich die Leiche des Jungen.","We were draining the reservoir to clean the bottom, when I saw the kid's body."
- Bitte mal herschauen!,General von Hoeppner!
"Ja, aber die brauchen wir vielleicht für was anderes. Falls wir ungebetene Gäste loswerden wollen. Verstehst du?","I'm thinking we may need it for something else... 'cause our cars may get a little crowded, you know?"
"Nein, berühr sie nicht.","No, don't touch it."
"Nun, wozu dient diese Technologie?","Now, what's the use of this technology?"
Machen Sie Witze?,Kidding me?
Info: Frederick hat sechs Geschwister,Info:
Termine und Fristen Sommersemester 2015,Dates and deadlines for summer semester 2015
Gelatine und ihre Derivate,Gelatin and its derivatives; isinglass (excluding casein glues and bone glues)
"Dem Kapitalismus gelingt es auf einzigartige Weise, Unternehmer dazu anzuregen, neue kommerzielle Ideen zu erträumen und für den Markt zu entwickeln und bei den Verbrauchern freudige Erregung über die Entdeckung des Neuen zu erzeugen.","Capitalism is unique in stimulating entrepreneurs to dream up new commercial ideas and develop them for the market, and generating excitement for consumers in discovering the new."
Haben Sie bessere?,"Well, have you better ones?"
Und wir sniffen kein Kokain.,"This ain't no weed, Ray. And we ain't snorting no bitch."
"gestützt auf den Vertrag zur Gründung der Europäischen Gemeinschaft,","Having regard to the Treaty establishing the European Community,"
"3 Sterne Hotels in San Giuliano Mare, drei Sterne UnterkÃ¼nfte in San Giuliano Mare, Unterkunft in San Giuliano Mare","3 star Hotel San Giuliano Mare,three star Guest houses San Giuliano Mare, Guest house San Giuliano Mare"
Es begann in den ersten Runden mit einer guten Zeit.,It started with my setting a good time on the first laps.
Die Geschäftsleitung des Unternehmens wird bestimmt; für geschäftliche Tätigkeiten in den USA muss zusätzlich eine Steuernummer beantragt werden.,"The compan's management is determined. In addition, a tax number needs to be issued for business activities in the US."
Warum greifst du das Dorf noch an?,Why would you still attack this village?
- Die Genossin ist verrückt.,- The woman must be mad.
sa 01/10/16 - 7 Nächte - 273€,sat 01/09/18 - 7 nights - 355€
"So, jetzt könnt Ihr Darwinia herunterladen, und ich wünsche Euch viel Spaß beim Spielen!",Now you may download Darwinia. Have fun playing with it!
"Lass gut sein, Zauberlehrling.",I WOULDN'T KNOW SODIUM FROM ADAM.
"16 darum spricht Gott der HERR: Siehe, ich will meine Hand ausstrecken gegen die Philister und will die Krether ausrotten und will umbringen, die übriggeblieben sind am Ufer des Meeres,","16 Therefore thus saith the Lord GOD; Behold, I will stretch out mine hand upon the Philistines, and I will cut off the Cherethims, and destroy the remnant of the sea coast."
Wahrscheinlich so wie deinem.,Probably about the same as yours.
Ein Stinktier?,A skunk?
"Zitat Beitrag von jprangenberg » 23.08.2010, 22:47:39","Verfasst: 23.08.2010, 22:47:39 von jprangenberg"
Bereiten Sie sich auf Ihre Evakuierung vor.,Prepare to evacuate.
Aber wir sind es nicht.,But we're not.
- Ich wollte Sie wirklich nicht stören. - Nein.,- I didn't mean to interrupt your evening.
- Hast du einen anderen Strohhalm?,Got another straw?
Startseite » Katalog » Außenleuchten » 169034716,Main page » Catalogue » Outdoor Lights » 169034716
Marketingfachkräfte können mithilfe von Social CRM die Reichweite ausbauen und Kosten senken und dabei gleichzeitig die Erfassung von Kundenaktivitäten verbessern.,"Marketers can use social CRM to increase reach and cut costs, while improving customer tracking and measurement."
"Das Gegenstück zu ""-senpai"" ist ""kōhai"" (), der Untergebene bekommt allerdings keine Ehrenbezeichnung und wird stattdessen mit ""-kun"" angesprochen.","===Bō======Senpai and kōhai===A is a junior, the reverse of ""senpai"", but it is not normally used as an honorific; ""kun"" is used for this function instead."
2 Nächte ab 182 €pro Person,4 nights from 300 €per person
"Die Odenwald-Chemie GmbH möchte m it ihrer Spende zumindest einen kleinen Beitrag dazu leisten, dass gerade auch Menschen in schwierigen Situationen, in unserer oft von Kälte und Konkurrenzkampf geprägten Welt, eine Erfahrung der Freude und Menschlichkeit machen können .","With this donation, Odenwald-Chemie GmbH would like to make at least a small contribution so people especially in tough situations can experience joy and humanity in our world often characterized by competition and coldness."
"Bei der Einführung dieses sogenannten Low Level RF Systems, das auf dem neuen elektronischen Standard MTCA.4 basiert, hat sich der unter DESY-Federführung geschaffene Standard als so multifunktionell erwiesen, dass er jetzt mit Mitteln aus dem Helmholtz-Validierungsfonds für die Kommerzialisierung und den Einsatz in Industrieunternehmen und andere Großforschungsprojekte vorbereitet wird.","After introducing this so-called low level RF system based on the new electronic standard MTCA.4, this standard created under the leadership of DESY proved to be very multifunctional. Funded by the Helmholtz Validation Funds,it is now prepared for commercialization and application in industrial enterprises and other large-scale research projects."
23. Oktober 2003,October 23 2003
"(Geschäftsmann): Hey, Michael!","Hey, Michael."
"Der Zweiradantrieb ist integrativer Teil des Rahmens, statt an diesem befestigt werden zu müssen.",>> Pictures The drivetrain of SEW-Brose is part of the frame instead of being assembled to it.
Artikel 1 Absatz 1 der Verordnung (EG) Nr. 1064/2009 erhält folgende Fassung:,Article 1(1) of Regulation (EC) No 1064/2009 is replaced by the following:
Die Schlafplätze des Hauses verteilen sich auf 1 Zimmer mit Doppelbett und 2 mit je 1 Etagenbett. Waschmaschine zur Verfügung.,3 bedrooms in all. 1 bedroom with double bed. 30 qm covered terrace. Swing and sandbox.
Für den Apache HTTP Server gibt es das Kerberos-Modul mod_auth_kerb.,# The server provides the requested services to the client.
Wie können wir Ihnen helfen?,"So, how can we help you?"
Sanktionen,Penalties
"Alle anderen Häfen - Erbalunga, Sisco, Porticciolo, Barcaggio und Centuri - sind kleine Fischerhäfen; der Zugang zu den Liegeplätzen ist aufgrund der heftigen Winde am Cap häufig schwierig.","All the others : Erbalunga, Sisco, Porticciolo, Barcaggio and Centuri are little fishing harbours and anchoring is often very difficilt owing to the strong winds in this area."
"Insgesamt wurden bisher in Indien Shops, Stores, Data Center und Serverräume an 22 Standorten, in Serbien an 150 Standorten und in Bulgarien bereits 15 Shops mit Zutrittskontrolle und Sicherheitstechnik der primion Technology AG ausgestattet.","Access control equipment and Security technology from primion Technology AG is currently installed at couple of hundred locations across the Telenor Group, including India, with the system centrally monitored from the National Operations Centre in Gurgaon and Serbia and Montenegro covering offices, warehouses, data centres, base stations and shops."
Ich werde deinen Fall übernehmen...,I'm taking your case.
Material: 100% Bio-Baumwolle (SKAL zertifiziert),Material: 100 % organic cotton terry
Tust du mir einen Gefallen?,Can I ask you a favor?
"Donnerwetter, Max, das ist ja ein richtiges Anwesen.","Bloody hell, Max, sounds like an estate to me."
- Konnten sie das Kennzeichen erkennen?,- They get a plate?
"10. Lesen Sie den Artikel von Krivelskaya und bereiten Sie ein kurzes DA pack vor zur Handhabung ihrer feindlichen Verbindungen. Benutzen Sie das Presse pack ebenfalls als DA pack über Deutschland. Liefern Sie das DA pack am Montag (15.06.98) bei ihrer Partei ab, dem Hauptideologen der LDPR und Krivelskaya persönlich.","Use the press pack as well as DA pack on Germany. Deliver the DA pack on Monday (15.06.98) to her party, Chief Ideologist in LDPR, and Krivelskaya personally."
"Dagegen läßt sich unter den neu in den deutschen Arbeitsmarkt eintretenden Ausländern der zweiten Generation im Betrachtungszeitraum kein Qualifikationsanstieg feststellen."" (Autorenreferat, IAB-Doku)","In contrast, no increase in the qualification level can be determined among the second generation foreigners entering the German labour market for the first time in the observation period."" (Author's abstract, IAB-Doku) ((en))"
Bitte lesen Sie die folgende Bedienungsanleitung vor der Benutzung von Actraphane 10 NovoLet sorgfältig durch.,Please read the following instructions carefully before using your Actraphane 10 NovoLet.
"Bitte encodieren Sie Ihre Daten mit konstanter Bitrate und einer Bildfrequenz von 24, 25 oder 30 Vollbildern pro Sekunde.","Please encode your video data with a constant bitrate and either 24, 25 or 30 progressive frames per second."
"- Du hast versucht, mich im Nest zu töten.",You tried to kill me in the nest.
"Dr. Wedd, der, den wir für den Prozess haben wollen.","Dr. Wedd, the one we want to hire for the trial."
- 7 Übernachtungen in 3 und 4 Sterne Hotels,- 5 Nächte in 2 und 3 Sterne Hotels
"Mit dem Praktikumsbericht lernen sie, die Erfahrungen zu reflektieren und auf eine abstrakte Ebene zu heben.",the students get aquainted to the working market and gather first operating experience in a company.
"Das orale Gel wurde an Katzen bei Haut-, Atemwegs- und Harnwegsinfektionen untersucht.","The oral gel has been studied in cats looking at skin, respiratory tract and urinary tract infections."
"Ich bin immer mit euch, fürchtet euch nicht vor Versuchungen, denn wir stehen immer unter Gottes Schutz! Und ich habe mich euch geschenkt und fühle mit euch mit, auch in derkleinsten Versuchung.","I am always with you, and don't you be afraid of temptations because God is always watching over us. Also I have given myself to you and I sympathize with you even in the smallest temptation."
"Ein weiterer wichtiger Faktor im Webdesign ist die systemübergreifende Browserunterstützung. Damit Ihre Webseite fehlerfrei und Browser optimiert auf allen Systemen einwandfrei läuft, sollten bereits bei der Designentwicklung verschiedene technische Aspekte berücksichtigt werden. Hierzu zählen Bildschirmauflösung, Transparenz in Grafiken und gewünschte Interaktivität des Users sowie die Standards des W3C.","Another important factor in web design is the System-wide browser support. To make your site error free and optimized browser properly on all systems running, should be considered during the design development of various technical aspects."
Die Kugel hält die Wunde offen.,The bullet's holding the wound open.
"Vater, ich bitte Dich.","Please, father."
- Das halbe Kabinett war Partei...,- Half the present Cabinet were Party...
"Der Privatstrand vor dem Hotel lockt mit Sonnenschirmen, Liegestühlen und Sonnenliegen. Erfrischen Sie sich in den Fluten. Der Strand wurde mit der Blauen Flagge ausgezeichnet und ist mit Warmwasserduschen ausgestattet.","The private beach in front of the property is provided with umbrellas, sun loungers and deckchairs. After having a swim in the sea, awarded an European Blue Flag, you can take advantage of the hot shower stalls."
"Wie Wolken eskalierenden Konflikt sammeln, die Zwerge, Elfen und Menschen angesichts der Wahl, ob sich zu vereinigen oder zerstört werden.","As clouds are gathering escalating conflict, the Dwarves, Elves and Humans faced with the choice of whether to unite or be destroyed."
"Herr Präsident! Ich möchte meinen Kollegen einen Antrag unterbreiten, mit dem die Aussprache über die zweite Lesung des Haushaltsplans wegen Unzulässigkeit abgelehnt werden soll.","Mr President, I wish to move the inadmissibility of this debate on the second reading of the budget."
Du bist viel zu aufgeregt.,(elevator bell dings) and you're right. I've been resecting tumors since you were in diapers.
Günstige und Luxus Hotels in Espelkamp-Mittwald:,Accommodations in Espelkamp-Mittwald
"Kurz nach dem Studium mit Bachelor-Abschluss an der Juilliard School in New York City, kehrte Olivo in ihre Heimat Los Angeles zurück, wo sie die Band Soluna mit Aurora Rodriguez, T Lopez und Jessica Castellanos gründete.","==Career=====Music and modeling===Shortly after graduating with her bachelor degree from The Juilliard School in New York City, Olivo returned to her native Los Angeles where she formed the Latin Pop/R&B band Soluna with Aurora Rodriguez, T Lopez and Jessica Castellanos."
"Ich weiß, ich habe ein Problem.",I know. I have a problem.
Ist mir auch Recht.,It's all right with me.
"Einige Beamte sollten hier bleiben, aber ich bezweifle, dass es zurückkommt.","I'd say we should station deputies here, but I don't think it's coming back here."
"In der ersten Minute gebe Deinem Geist die Möglichkeit, alle Gedankenbewegungen, Erinnerungen, Empfindungen und Bilder hervorbringen zu können, die ihn aus dem Tagesgeschehen oder den vergangenen Wochen noch beschäftigen.","Facilitaor to group: “For the first minute, give your mind the opportunity to show all of the thoughts, memories, sensations and images which still occupy it, a result of what has happened during the day or the past weeks."
Ein Hilfsbischof schrieb das?,- An auxiliary bishop wrote that?
Das werden wir sehen.,We'll just have to see.
"- Na, Ihre Leser beklagen sich nicht.","- Well, your readers don't complain."
"Nein, er hat mich nicht verlassen.","No, he did not leave me."
(3) Maßgeblich sind — entsprechend den Gemeinschaftsvorschriften über die Erhebung und Analyse statistischer Daten im Asylbereich — die jeweils aktuellsten Daten des Statistischen Amtes der Europäischen Gemeinschaften.,3. The reference figures shall be the latest statistics produced by the Statistical Office of the European Communities in accordance with Community law on the collection and analysis of asylum data.
Die Scheinwerfer leuchten sie an wie ein Gespenst.,The lights illuminate her like a spirit.
"Da Entecavir vorwiegend über die Niere ausgeschieden wird (siehe Abschnitt 5.2), kann die gleichzeitige Anwendung mit Arzneimitteln, die die Nierenfunktion herabsetzen oder um die aktive tubuläre Sekretion konkurrieren, die Serum-Konzentrationen jedes der zusammen angewendeten Arzneimittel erhöhen.","Since entecavir is predominantly eliminated by the kidney (see section 5.2), coadministration with medicinal products that reduce renal function or compete for active tubular secretion may increase serum concentrations of either medicinal product."
Die Zeremonie muss zur vorgesehenen Zeit stattfinden.,"Captain, the timing of our ceremony is critical."
Die zuständige Behörde bewahrt eine Abschrift von jeder erteilten Bescheinigung auf.,A copy of each issued certificate shall be retained by the competent authority.
27. Oktober 2008,"Oktober 27th, 2008"
Wie sollen wir anfangen?,How do we begin.
